	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ATP5S	78	45	5.939399682311742	0.95269
ATP6V0B	78	32	-11.280028391253218	0.00522
ATP6V1D	78	27	6.139011440969828	0.90716
AURKA	78	36	-29.81349597067135	1e-05
AURKB	78	54	-19.076716882733542	1e-05
AXIN1	78	52	1.0572931366007656	0.62609
B3GNT1	78	22	-22.9221489422933	9e-05
BACE2	78	32	0.6715802601018908	0.56353
BAD	78	15	-2.8900044308816373	0.31488
BAG3	78	28	2.4374978179956206	0.70777
BAMBI	78	35	0.9632798054097489	0.59495
BAX	78	55	0.06922071957705976	0.5082
BCL2	78	52	-9.591974110616432	0.00215
BCL7B	78	33	-13.915543060889835	0.00072
BDH1	78	30	-8.262321344438096	0.03235
BECN1	78	26	-4.018415088462709	0.19362
BHLHE40	78	32	-17.368472310427634	7e-05
BID	78	53	-8.130582230256854	0.00699
BIRC2	78	39	-0.8226766760740398	0.41581
BIRC5	78	48	-21.57588162934278	1e-05
BLCAP	78	39	-2.9810811511579423	0.21757
BLMH	78	40	-21.87503274201053	1e-05
BLVRA	78	26	6.4886682313646595	0.91408
BMP4	78	54	-0.5733437572021671	0.43002
BNIP3	78	42	-12.950006546187046	0.00027
BNIP3L	78	25	3.050822369390511	0.74274
BPHL	78	39	0.6354868353314003	0.56933
BRCA1	78	40	-27.709013804108423	1e-05
BRP44	78	43	-6.064416112627662	0.04812
BTK	78	47	-2.0516798998486485	0.2768
BUB1B	78	63	-9.683326383543719	0.00048
BZW2	78	49	-14.352512225935163	3e-05
C2CD2	78	38	-9.9263736129392	0.00628
C2CD2L	78	30	-9.275198262659275	0.01982
C5	78	37	-9.03845495153203	0.01224
CAB39	78	30	-3.5135185594111724	0.20713
CALM3	78	49	-3.219925377528198	0.17098
CALU	78	18	6.323774185634585	0.86701
CAMSAP2	78	56	2.0299329651198206	0.73748
CANT1	78	11	1.7075427092434752	0.59835
CAPN1	78	33	-14.116581219186493	0.00069
CASC3	78	23	-10.56856042003282	0.02137
CASK	78	42	-15.770674846679473	3e-05
CASP10	78	55	10.514916709880394	0.99935
CASP2	78	51	-1.084521517313531	0.37246
CASP3	78	59	-7.809772616017646	0.00589
CASP7	78	38	10.060380844615743	0.99414
CAST	78	26	1.4324207749754472	0.61962
CAT	78	39	-7.735333083002782	0.0221
CBLB	78	27	0.1825316185051361	0.51539
CBR1	78	43	-17.17056842961196	2e-05
CBR3	78	49	0.43132477873418984	0.54969
CCDC85B	78	19	10.547090808794028	0.96623
CCDC86	78	39	-7.985025020759024	0.01889
CCDC90A	78	35	-0.19531384098178495	0.47924
CCDC92	78	26	-1.1700453419178567	0.39961
CCL2	78	56	3.3565188621959	0.85361
CCNA1	78	47	-13.057221606010616	0.00011
CCNA2	78	40	-25.708889421057663	1e-05
CCNB1	78	35	-10.428033830942665	0.00633
CCNB2	78	25	-4.333116980640289	0.18055
CCND1	78	28	0.23881017853631525	0.51996
CCND3	78	51	-8.172196721890598	0.0072
CCNE2	78	45	-23.601848797778153	1e-05
CCNF	78	48	-23.01599918808182	1e-05
CCNH	78	50	-7.666130016528505	0.01171
CCP110	78	33	-11.449249188436303	0.00435
CD320	78	36	4.243934020376594	0.85648
CD40	78	46	3.2121824496425324	0.81874
CD44	78	34	1.6146754046746783	0.65413
CD58	78	34	-3.2315782842435024	0.21319
CD97	78	36	-1.6729526580219267	0.33773
CDC20	78	28	10.832467155345892	0.98883
CDC25A	78	38	-26.153516940558866	1e-05
CDC25B	78	22	-13.246299499256617	0.00818
CDC42	78	34	-1.0308306319225518	0.39789
CDC45	78	55	-17.19503756059444	1e-05
CDCA4	78	45	-15.309961967584519	2e-05
CDH3	78	36	-1.2210056089339345	0.37839
CDK1	78	43	-25.173395975392346	1e-05
CDK19	78	35	-1.5481823800166026	0.34973
CDK2	78	43	-21.752065513146782	1e-05
CDK4	78	34	-26.279401659131505	1e-05
CDK5R1	78	39	-12.511475242979193	0.00068
CDK6	78	53	-2.7079034159365563	0.20484
CDK7	78	35	2.835250678543617	0.76052
CDKN1A	78	44	-7.593707147491066	0.01793
CDKN1B	78	38	3.579079677513192	0.82334
CDKN2A	78	14	-4.1556472377220315	0.25524
CEBPA	78	31	-22.447418037288276	1e-05
CEBPD	78	53	0.15695799459571635	0.52065
CEBPZ	78	47	-12.060069614250644	0.00035
CENPE	78	47	-18.223411655505426	1e-05
CEP57	78	43	-1.752502415228767	0.31495
CERK	78	56	4.870833586290362	0.93629
CETN3	78	45	-11.238472711571985	0.00103
CFLAR	78	50	-3.986733267925034	0.11685
CGRRF1	78	41	-6.376437045210111	0.04524
CHAC1	78	38	2.6778494869334226	0.75666
CHEK1	78	47	-19.88963533088179	1e-05
CHEK2	78	46	-15.885175881013668	1e-05
CHERP	78	28	-6.310808013325656	0.08455
CHIC2	78	27	5.37629776569944	0.87782
CHMP4A	78	23	-2.9980536455063573	0.27142
CHMP6	78	43	-17.875302965328224	1e-05
CHN1	78	44	-8.560062980815358	0.00906
CHP	78	36	0.4234302862926753	0.54157
CIAPIN1	78	47	-11.679899574593284	0.00053
CIRBP	78	27	-3.8351756894986386	0.19922
CISD1	78	45	-17.28781142598553	1e-05
CLIC4	78	27	-2.908578632112906	0.26041
CLPX	78	41	1.7770013122015131	0.68444
CLSTN1	78	23	-0.9879147987119127	0.41867
CLTB	78	12	2.462391726940073	0.64769
CLTC	78	32	3.0362683876612864	0.76611
CNDP2	78	32	-10.546934150729095	0.00802
CNOT4	78	62	4.06562273874896	0.91236
CNPY3	78	48	2.4562135236026874	0.76354
COASY	78	32	-16.827554221435108	0.00012
COG2	78	26	-1.4660679844193023	0.37524
COG4	78	23	2.084801768784772	0.66373
COG7	78	43	-0.2631979141284074	0.47236
COL1A1	78	39	-17.694976118391107	2e-05
COL4A1	78	41	4.6952781281727285	0.89667
COPB2	78	31	-4.820987006059586	0.13005
COPS7A	78	32	0.6448400538791761	0.5611
CORO1A	78	58	-3.8773700445703008	0.10714
CPNE3	78	26	-0.7710433795132734	0.43347
CPSF4	78	40	-5.999170476936661	0.05693
CREB1	78	45	-3.5579209323714855	0.15858
CREG1	78	24	3.693124674932503	0.77869
CRELD2	78	50	-7.1048435275436	0.0178
CRK	78	35	-0.5843198004442214	0.44029
CRKL	78	55	-3.634293492976644	0.12902
CRTAP	78	19	-4.29179516966426	0.21618
CRYZ	78	42	0.37002341825421164	0.53947
CSK	78	42	-15.25703652221285	6e-05
CSNK1A1	78	39	-2.3264962117449413	0.27147
CSNK1E	78	33	1.5299739689669227	0.64775
CSNK2A2	78	50	0.5751408605657261	0.56837
CSRP1	78	29	-2.4211631766081863	0.29368
CTNNAL1	78	49	-11.049428041743504	0.00062
CTNND1	78	40	-1.4751248134450077	0.34755
CTSD	78	27	1.490806770166925	0.62881
CTSL1	78	31	3.056999694080501	0.7649
CTTN	78	29	6.447152022652743	0.92541
CXCL2	78	43	1.1816270735753969	0.62587
CXCR4	78	40	-2.278264064526751	0.27134
CYB561	78	31	1.5536109454105833	0.64395
CYCS	78	33	-6.005303333459177	0.0754
CYTH1	78	31	-0.8267217759307603	0.42291
DAG1	78	30	-18.90195516899748	0.0001
DAXX	78	54	-4.938411114952308	0.06368
DCK	78	38	-13.699659632038674	0.00037
DCTD	78	22	1.1754191760673531	0.5945
DCUN1D4	78	37	-3.486115018723836	0.18545
DDB2	78	40	-23.217088586997505	1e-05
DDIT4	78	30	-23.269721090931593	1e-05
DDR1	78	25	0.5986809557393415	0.55343
DDX10	78	26	12.55204180954473	0.99381
DDX42	78	34	-5.106789149891916	0.10586
DECR1	78	27	-0.5930849272894948	0.44723
DENND2D	78	36	7.8335169246576495	0.97397
DERA	78	39	-1.059771254660732	0.39107
DFFA	78	55	0.8962007153504653	0.60844
DFFB	78	45	-12.507411645784286	0.00032
DHDDS	78	57	5.121113591425407	0.94823
DHRS7	78	12	5.898214750583083	0.80585
DHX29	78	35	-25.551604293505473	1e-05
DLD	78	25	-14.233505465693154	0.00318
DMTF1	78	39	-0.4726916015498286	0.45178
DNAJA3	78	34	-3.811654196857073	0.17429
DNAJB1	78	37	-7.095156351363305	0.03678
DNAJB2	78	32	-0.39935202009011955	0.45977
DNAJB6	78	49	-0.24235633242243482	0.47061
DNAJC15	78	43	-10.4824161441032	0.00255
DNM1	78	38	-20.901750167566547	1e-05
DNM1L	78	33	1.8393508532329452	0.67545
DNMT1	78	60	-13.725235266390813	3e-05
DNMT3A	78	44	1.0878758218745834	0.62045
DNTTIP2	78	37	-12.661299115836814	0.00105
DPH2	78	39	-22.971769186209265	1e-05
DRAP1	78	40	-13.854799480542866	0.00021
DSG2	78	31	2.198540295859103	0.69916
DUSP11	78	46	-4.025013267002348	0.1255
DUSP14	78	32	-1.5813267155636581	0.3524
DUSP22	78	33	-0.3996941912016841	0.46141
DUSP3	78	34	-8.782046501777161	0.01804
DUSP4	78	14	4.506298858917124	0.76473
DUSP6	78	25	-0.34661905442824026	0.47252
DYNLT3	78	33	-0.25547993213465364	0.47519
DYRK3	78	40	3.9777740617523247	0.85447
E2F2	78	56	-3.3381429323076777	0.14659
EAPP	78	50	-8.943653484898352	0.00456
EBNA1BP2	78	47	-16.95772529235208	1e-05
EBP	78	37	-18.539007176128774	2e-05
ECD	78	29	-1.289841211243162	0.38664
ECH1	78	37	4.1022769384497195	0.85428
EDEM1	78	40	-4.730329336744516	0.10504
EDN1	78	44	0.34129674342122923	0.53898
EED	78	44	-19.663823408883058	1e-05
EGF	78	33	-15.354676079241088	0.0003
EGFR	78	27	0.6745325820207974	0.55941
EGR1	78	50	-3.270347201906922	0.16459
EIF4EBP1	78	30	-5.286328327195686	0.11278
EIF4G1	78	47	-12.77369366816607	0.00016
EIF5	78	27	9.429339670923309	0.9765
ELAC2	78	42	-6.899297457102873	0.03162
ELAVL1	78	41	-12.04559029956819	0.00084
ELOVL6	78	51	-12.095929240877188	0.00016
EML3	78	34	-2.2593939455397463	0.28799
ENOPH1	78	36	-8.803735094881805	0.01567
ENOSF1	78	30	-5.650844707750518	0.09829
EPB41L2	78	47	-15.424596525249342	1e-05
EPHA3	78	59	3.6492082361985347	0.88117
EPHB2	78	39	-4.0115755760665985	0.1459
EPN2	78	49	5.805874906255727	0.95544
EPRS	78	28	-4.955819282328394	0.13649
ERBB2	78	20	-3.0581401160519133	0.27947
ERBB3	78	21	-2.8149086111477453	0.29269
ERO1L	78	24	2.752796603474425	0.71764
ETFB	78	20	1.3426197346093642	0.59972
ETS1	78	40	-10.152753641029854	0.00442
ETV1	78	34	3.0714446158209454	0.77398
EVL	78	34	-10.939281722732654	0.00509
EXOSC4	78	33	-12.390435092759171	0.00232
EXT1	78	31	-2.8645251494802793	0.25082
EZH2	78	39	-28.418906998327408	1e-05
FAH	78	44	-12.666645820155171	0.00035
FAIM	78	51	-5.479013711354135	0.05032
FAM20B	78	39	-20.629485993765368	1e-05
FAM57A	78	44	-5.7612451473662025	0.05387
FAM63A	78	24	0.4085248022658451	0.53404
FAM69A	78	43	-0.2289080585968766	0.47588
FAS	78	35	-14.067828099887867	0.00055
FASTKD5	78	36	-10.895656463971905	0.00433
FAT1	78	35	2.454494720003989	0.72939
FBXL12	78	46	-4.413144935578895	0.10411
FBXO11	78	55	-13.013089361578912	4e-05
FBXO21	78	39	-8.503623440596078	0.01358
FBXO7	78	34	-3.1200552867250875	0.22102
FCHO1	78	42	-20.822207403363084	1e-05
FDFT1	78	22	-35.22728164051615	1e-05
FEZ2	78	20	1.1769739659476073	0.58722
FGFR2	78	54	2.439839949719822	0.77502
FGFR4	78	40	-18.235847397674313	1e-05
FHL2	78	37	-3.6575970707405947	0.17402
FIS1	78	14	0.31680896218850774	0.52188
FKBP14	78	35	-18.901762962263017	3e-05
FKBP4	78	47	-2.6746328396392385	0.21983
FOS	78	41	-3.651149982602488	0.16326
FOSL1	78	45	-18.479614442320496	1e-05
FOXJ3	78	34	2.1611583506978236	0.70165
FOXO3	78	21	-4.356715494797801	0.20111
FOXO4	78	26	-0.7614110801823315	0.4342
FPGS	78	31	-5.458335230255128	0.10203
FRS2	78	50	-0.6939875597823635	0.41694
FSD1	78	55	2.647189913547703	0.79268
FUT1	78	49	7.011770748489579	0.97984
FYN	78	31	-5.170189407828276	0.11376
FZD1	78	46	6.321464129243319	0.96367
FZD7	78	25	-0.948969331170192	0.42026
G3BP1	78	39	-11.297098452578807	0.00172
GAA	78	19	-2.6449703833724842	0.3129
GABPB1	78	45	-19.438625745599794	1e-05
GADD45A	78	45	-13.036776822286708	0.0002
GADD45B	78	34	-0.8459613276666245	0.41539
GALE	78	28	-8.523681835011642	0.03292
GAPDH	78	28	-1.5183997446999224	0.36373
GATA2	78	31	-3.8281638848451633	0.18517
GATA3	78	44	-4.501546591522524	0.10418
GDPD5	78	38	4.3994250367250824	0.87202
GFOD1	78	60	-12.03778398316803	0.0001
GFPT1	78	36	-6.720574794678117	0.04833
GHR	78	32	-0.2065843129834256	0.47891
GLI2	78	59	3.22067070160826	0.85087
GLOD4	78	29	-8.882983425491636	0.02647
GLRX	78	22	-0.025531801084860275	0.49932
GMNN	78	60	-16.42085440905598	1e-05
GNA11	78	37	-7.163773466895381	0.03543
GNA15	78	44	-2.530554666366393	0.23894
GNAI1	78	40	-3.3118199048064674	0.19011
GNAI2	78	28	3.761341394997852	0.79872
GNAS	78	13	-2.2288099505673116	0.35991
GNB5	78	40	-23.661720574195684	1e-05
GNPDA1	78	22	-7.895263098087955	0.06573
GOLT1B	78	30	-3.784808472430425	0.19021
GPATCH8	78	43	3.6414400875143134	0.8405
GPC1	78	48	-11.775336062179134	0.00047
GPER	78	49	-5.149589843088864	0.06578
GPR56	78	46	2.6322732757165084	0.77147
GRB10	78	33	-13.890708532978131	0.00075
GRB7	78	38	2.262822142106324	0.72165
GRN	78	21	-0.2394253521537386	0.48245
GRWD1	78	44	-16.910165531791886	1e-05
GSTM2	78	24	-3.85962760462103	0.21423
GSTZ1	78	33	1.9355079905516448	0.68429
GTF2A2	78	48	-17.19532479002789	1e-05
GTF2E2	78	40	-13.47429672169128	0.00031
GTPBP8	78	29	-4.322315195912173	0.16691
H2AFV	78	45	-9.249315657181597	0.00528
HADH	78	46	-17.70459620886744	1e-05
HAT1	78	35	-19.59445747638262	1e-05
HDAC2	78	44	-23.45124620755999	1e-05
HDAC6	78	24	-6.54413420206778	0.09224
HDGFRP3	78	47	-15.349554177879881	1e-05
HEATR1	78	34	-8.014118802044171	0.02751
HEBP1	78	32	-11.977403652080014	0.00341
HERC6	78	34	-1.9260325564550747	0.31589
HERPUD1	78	34	-2.4765513579229794	0.27004
HES1	78	37	-3.756115182500612	0.1682
HIF1A	78	51	-13.80289173366265	3e-05
HIST1H2BK	78	26	-5.292827091097726	0.13154
HIST2H2BE	78	41	1.1558946983059917	0.62297
HK1	78	29	-18.556615744028093	4e-05
HLA-DMA	78	28	1.5290478042693445	0.63453
HLA-DRA	78	33	4.741795747296503	0.87397
HMG20B	78	21	-4.334810137389727	0.20219
HMGA2	78	17	-3.2377708490454205	0.28247
HMGCR	78	48	-13.527975977136364	7e-05
HMGCS1	78	19	-4.318337688186457	0.21455
HMOX1	78	29	-4.273947008890415	0.1695
HN1L	78	36	0.9796120461391671	0.59654
HOMER2	78	47	-3.4992309727455493	0.15587
HOOK2	78	15	-2.395516503198849	0.34437
HOXA10	78	22	-5.491901328574424	0.14121
HOXA5	78	44	-5.421431846469413	0.06554
HPRT1	78	38	-12.103157573680928	0.00126
HS2ST1	78	62	-9.33061948362538	0.00098
HSD17B10	78	41	-16.773752255543076	1e-05
HSD17B11	78	21	-5.234131949782164	0.15924
HSPA1A	78	38	-4.134238859993874	0.14132
HSPA4	78	58	-5.187708932378465	0.04909
HSPA8	78	35	3.3008419156720095	0.7944
HSPB1	78	42	-13.847387796621808	0.00013
HSPD1	78	41	-10.092670170747814	0.00401
HTATSF1	78	57	0.6142551568630985	0.57612
HTRA1	78	60	0.5764706820617682	0.5732
HYOU1	78	48	-4.910745136295598	0.07606
IARS2	78	26	-9.529212658442171	0.02601
ICAM1	78	33	-7.445714603538089	0.03886
ICAM3	78	39	-9.773241815709346	0.00579
ICMT	78	44	-23.646252265345165	1e-05
ID2	78	42	-12.598271293109603	0.0004
IDE	78	35	-18.1797224277325	3e-05
IER3	78	26	0.7031600180312084	0.55946
IFNAR1	78	52	1.995329516103895	0.72757
IFRD2	78	28	2.2239309385927086	0.69141
IGF1R	78	39	-4.1301007998613635	0.13914
IGF2BP2	78	26	-6.543086018143429	0.08492
IGF2R	78	38	2.728453301521351	0.76062
IGFBP3	78	43	-7.743704053143505	0.01781
IGHMBP2	78	52	-9.493122165528678	0.00231
IKBKAP	78	35	-12.700414002200603	0.00145
IKBKB	78	45	-6.734913163489755	0.02935
IKBKE	78	41	-4.63196383654036	0.1065
IKZF1	78	49	0.8003186216801077	0.59346
IL13RA1	78	50	2.922531870697294	0.80694
IL1B	78	55	-5.120919293123615	0.05599
IL4R	78	55	3.8057288181921574	0.88044
ILK	78	25	2.031469147242513	0.66982
INPP1	78	38	-20.221220567982545	1e-05
INPP4B	78	38	-3.9206854129272486	0.15404
INSIG1	78	36	-13.611171441202613	0.00072
INTS3	78	35	-8.26432171148589	0.02315
IPO13	78	54	-2.458657716169736	0.224
IQGAP1	78	43	-3.32644970574484	0.17952
ISOC1	78	51	-11.846665857582783	0.0002
ITFG1	78	34	3.799216414616655	0.82466
ITGAE	78	36	-5.212399649358978	0.09762
ITGB1BP1	78	31	0.6640305383565853	0.56284
ITGB5	78	22	-2.245297164971921	0.32682
JMJD6	78	38	-3.1652072288464255	0.20425
JUN	78	61	-12.118697954290793	6e-05
KAT6A	78	33	-2.7902991880998593	0.25148
KAT6B	78	30	-4.782147288571291	0.13534
KCNK1	78	30	-9.727377831287155	0.01543
KCTD5	78	43	-20.075179551628185	1e-05
KDELR2	78	39	-13.74372804702285	0.00027
KDM3A	78	17	5.899931587025844	0.84517
KDM5A	78	30	-9.587041206175714	0.01661
KDM5B	78	25	0.41746470273479835	0.53816
KEAP1	78	32	-9.599261588015743	0.01341
KIAA0100	78	39	-18.463743668284728	1e-05
KIAA0196	78	35	-3.1009795955577477	0.22049
KIAA0355	78	47	1.596793530754328	0.67917
KIAA0494	78	32	4.377882032452759	0.85226
KIAA0528	78	36	-2.7638010731838443	0.24381
KIAA0753	78	49	3.690869285155942	0.86168
KIAA0907	78	30	-1.3432496015909186	0.37566
KIAA1033	78	22	-8.346117618681022	0.05588
KIAA1279	78	26	-5.799643338306269	0.1105
KIF14	78	41	-15.428820496621414	5e-05
KIF20A	78	30	-10.601612399469419	0.00968
KIF2C	78	24	-0.3909063956781141	0.46725
KIF5C	78	35	-8.283498244224326	0.02284
KIT	78	65	1.1983390693083271	0.65808
KLHDC2	78	32	1.0188498377545727	0.59641
KLHL21	78	25	-8.134370116701517	0.04871
KLHL9	78	44	0.2742926184721786	0.53121
KTN1	78	44	-3.781202355475382	0.1449
LAGE3	78	41	-13.31675083559201	0.00023
LAMA3	78	24	-1.298377698128584	0.39198
LAP3	78	32	-4.102621760380177	0.16585
LBR	78	36	-29.60006207146643	1e-05
LGALS8	78	44	0.7182302676288064	0.58011
LGMN	78	37	-12.949236190246815	0.0008
LIG1	78	34	-28.731046643907934	1e-05
LIPA	78	32	-7.338050498127716	0.04407
LOXL1	78	23	-17.648384736494986	0.00069
LPAR2	78	30	0.2798747588594071	0.52376
LPGAT1	78	33	-12.178086312869532	0.00268
LRP10	78	23	0.020385109802858764	0.49951
LRPAP1	78	42	-4.710019081392225	0.10084
LRRC16A	78	24	-1.8826758011408822	0.34629
LRRC41	78	38	1.7457532512388312	0.67561
LSM5	78	25	17.637033643588705	0.99964
LSM6	78	49	-25.461252012711363	1e-05
LSR	78	42	6.894265057602816	0.96781
LYN	78	49	-6.683071208154522	0.02567
LYPLA1	78	36	-10.37375237358482	0.00596
LYRM1	78	17	-6.3732574097177865	0.13834
MACF1	78	25	1.080771766034334	0.59379
MALT1	78	31	-20.9815374138988	2e-05
MAMLD1	78	55	-8.531628412473843	0.00407
MAN2B1	78	19	-0.1284918934304738	0.49378
MAP2K5	78	42	1.2832411425755756	0.63632
MAP3K4	78	38	-14.225304044926869	0.00024
MAP4K4	78	32	5.394049689940117	0.89855
MAP7	78	43	1.3147053133221935	0.6402
MAPK13	78	35	-3.5853540123411283	0.18644
MAPK1IP1L	78	25	-0.5677470856326838	0.45264
MAPK9	78	51	-1.570908812003696	0.31811
MAPKAPK2	78	38	7.152621650267677	0.96601
MAPKAPK3	78	36	-17.11132244688038	4e-05
MAPKAPK5	78	39	-3.848103381637691	0.15606
MAST2	78	46	-9.8770464047332	0.00268
MAT2A	78	39	-1.618021478559845	0.33504
MBNL1	78	38	-3.067288168039233	0.21149
MBNL2	78	25	-2.5153683612271007	0.2957
MBOAT7	78	29	5.004012789027758	0.86994
MBTPS1	78	38	-1.0897563498582807	0.38617
MCM3	78	45	-21.601508210318507	1e-05
MCOLN1	78	21	1.668979675752582	0.62998
ME2	78	47	-17.00699530178746	1e-05
MEF2C	78	24	2.158401581166488	0.67417
MELK	78	57	-17.48358986609573	1e-05
MEST	78	42	0.9798570383813814	0.60426
METRN	78	17	3.174710259289035	0.71342
MFSD10	78	38	1.8811086538801485	0.68795
MICALL1	78	36	-16.858914824939653	5e-05
MIF	78	41	-16.01419649740435	2e-05
MKNK1	78	44	3.5675287249187595	0.83978
MLEC	78	31	-21.05551729302181	2e-05
MLLT11	78	35	-14.982646674081606	0.00028
MMP1	78	55	-9.026318360114441	0.00265
MMP2	78	49	7.0354733294253835	0.98017
MNAT1	78	46	-8.296720580536407	0.0095
MOK	78	43	-7.349862224188406	0.02283
MPZL1	78	34	-25.986183138049572	1e-05
MRPL12	78	33	-23.39814339168757	2e-05
MRPL19	78	41	-9.91404822525047	0.00464
MRPS16	78	19	-3.056315979406054	0.28656
MRPS2	78	25	0.34663042578196285	0.53168
MSH6	78	44	-17.772226933815393	1e-05
MSRA	78	46	-10.347102418397487	0.00179
MTA1	78	20	0.13940936896547187	0.50789
MTERFD1	78	30	-22.757817309790838	1e-05
MTF2	78	45	-1.1404793922613186	0.37241
MTFR1	78	42	-1.7456737186196294	0.31537
MTHFD2	78	38	-30.114954939683177	1e-05
MUC1	78	36	-0.04524744739819405	0.49484
MVP	78	32	1.1868523431884306	0.61226
MYBL2	78	49	-25.944626921429034	1e-05
MYC	78	22	-5.9782937048261005	0.12225
MYCBP	78	35	-16.441876864152004	0.00011
MYCBP2	78	44	-7.1667666018352705	0.02372
MYL9	78	35	-3.4801924343701645	0.19311
MYLK	78	38	-1.3803434984860876	0.35808
MYO10	78	39	2.2033950938158338	0.72097
NARFL	78	55	3.669963527226241	0.87178
NCAPD2	78	56	-11.612334534144107	0.00013
NCK1	78	40	-11.775546459348357	0.00124
NCK2	78	27	-1.9488804971829066	0.33295
NCOA3	78	40	-3.1136621001370752	0.2046
NENF	78	24	2.2831709918065037	0.68411
NET1	78	22	-3.243774542228206	0.25884
NFATC3	78	42	1.8592798085945133	0.69386
NFATC4	78	51	0.7451522247957022	0.58904
NFE2L2	78	43	0.9439643490261743	0.60128
NFIL3	78	41	-18.100804931912073	1e-05
NFKB2	78	28	2.6135778224884225	0.72076
NFKBIA	78	13	-5.9373237389486375	0.187
NFKBIB	78	38	-13.728900041695974	0.00037
NFKBIE	78	47	4.3354528161572405	0.89353
NGRN	78	48	-12.323190058998915	0.00026
NIPSNAP1	78	19	-3.7496381240283205	0.24528
NISCH	78	25	-1.538928005580564	0.37036
NIT1	78	47	-1.7227675711727362	0.30958
NMT1	78	47	-7.2765885079704296	0.01909
NNT	78	32	-1.5531378195507504	0.35481
NOL3	78	42	1.774936314577966	0.68562
NOLC1	78	38	-23.554340108158573	1e-05
NOS3	78	32	2.877196122023282	0.75398
NOSIP	78	44	-2.023125790636271	0.28539
NOTCH1	78	60	8.968263978308865	0.99819
NPC1	78	36	-1.8159558982816328	0.32514
NPDC1	78	19	2.1832082827653165	0.66116
NPEPL1	78	30	4.061820109832251	0.8248
NPRL2	78	46	-6.599815782826215	0.03073
NR1H2	78	38	0.4337007502478797	0.54385
NR2F6	78	37	-14.58001391243541	0.00033
NR3C1	78	54	2.6847757675455943	0.79741
NRAS	78	55	-8.873206011907286	0.00299
NRIP1	78	44	-5.456420646124668	0.06439
NSDHL	78	26	-3.934778342256973	0.19845
NT5DC2	78	26	4.747253041231069	0.84409
NUCB2	78	39	1.4589350863239625	0.65165
NUDCD3	78	22	-5.21687714119667	0.15284
NUDT9	78	48	0.20100104392256554	0.52362
NUP133	78	56	-3.8427649689643255	0.11382
NUP62	78	42	-10.603350269518605	0.00245
NUP85	78	28	-4.005371354706327	0.18496
NUP88	78	45	-16.292678418028817	1e-05
NUP93	78	42	-28.85240866318092	1e-05
NUSAP1	78	38	-4.831209179459585	0.10587
NVL	78	39	0.015571563027046535	0.50439
ORC1	78	57	4.483558694993306	0.92355
