	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
CDK5R1	90	68	-19.842673509438193	1e-05
CDK6	90	60	-18.77168718886401	1e-05
CDK7	90	29	3.9767110631974174	0.77594
CDKN1A	90	30	-7.404409189105757	0.08185
CDKN1B	90	35	-0.24576624775333003	0.47982
CDKN2A	90	43	0.3797195348646417	0.53545
CEBPA	90	47	1.001102759390107	0.59535
CEBPD	90	54	-6.439091772790564	0.04972
CEBPZ	90	54	-18.040573814046365	2e-05
CENPE	90	60	-18.310416508318553	1e-05
CEP57	90	41	1.4752073945674067	0.62797
CERK	90	56	2.0355319125957143	0.70218
CETN3	90	53	-12.985079908511706	0.00073
CFLAR	90	45	-8.592567941994867	0.02377
CGRRF1	90	55	-3.995239246823843	0.1488
CHAC1	90	38	-3.428985924770992	0.22709
CHEK1	90	66	-16.571948497753223	1e-05
CHEK2	90	69	-21.744509922354684	1e-05
CHERP	90	44	-16.060357378630123	0.00027
CHIC2	90	36	-1.3511103553447743	0.38933
CHMP4A	90	30	-2.1670732363376204	0.33895
CHMP6	90	65	-13.852954973756598	6e-05
CHN1	90	38	-3.9060831958577875	0.19778
CHP	90	18	0.35791191616145357	0.52246
CIAPIN1	90	47	-16.568587756701724	0.0001
CIRBP	90	35	-12.529760663863112	0.00654
CISD1	90	53	-2.0738568062923313	0.29982
CLIC4	90	43	-17.58351025814894	0.00011
CLPX	90	57	-16.713873670414703	3e-05
CLSTN1	90	46	-5.831280468413951	0.08461
CLTB	90	37	5.371014710397255	0.87359
CLTC	90	50	-2.375452411510892	0.27795
CNDP2	90	34	0.6133956520524811	0.54977
CNOT4	90	76	-10.152084917591962	0.00088
CNPY3	90	32	-1.2326766028745049	0.4038
COASY	90	55	-27.561724695594155	1e-05
COG2	90	32	3.1298697661807875	0.73384
COG4	90	30	-6.092814568009091	0.12325
COG7	90	29	-1.3686206565130148	0.39758
COL1A1	90	50	-7.631969070711152	0.0312
COL4A1	90	63	-21.13875528874657	1e-05
COPB2	90	45	-7.779941855503241	0.03529
COPS7A	90	30	0.663212094801713	0.55256
CORO1A	90	50	-9.751240846358394	0.00903
CPNE3	90	34	-4.438088543317161	0.18298
CPSF4	90	46	-12.166948056732366	0.0025
CREB1	90	51	5.319672749993055	0.906
CREG1	90	41	-0.7166840756819226	0.43362
CRELD2	90	47	-2.5005372331083384	0.27222
CRK	90	37	-1.4952982914941706	0.37783
CRKL	90	43	-4.22664142804222	0.16692
CRTAP	90	31	-6.194014708210914	0.11546
CRYZ	90	55	-17.904338652733653	1e-05
CSK	90	51	-20.2362509337516	1e-05
CSNK1A1	90	51	-4.200394845814327	0.14834
CSNK1E	90	41	-0.5182373730739631	0.45059
CSNK2A2	90	26	-1.6471914269306447	0.38479
CSRP1	90	30	12.38492788102622	0.98782
CTNNAL1	90	62	-15.703249790559141	1e-05
CTNND1	90	39	5.525456729595875	0.88485
CTSD	90	37	1.1410321589047285	0.59979
CTSL1	90	38	-14.633810747423489	0.00152
CTTN	90	47	-4.662416737926108	0.13282
CXCL2	90	58	-2.0836880557066983	0.29012
CXCR4	90	50	-3.6936087917758873	0.18015
CYB561	90	50	-2.4544808721632596	0.27151
CYCS	90	45	-1.3870129150656223	0.37015
CYTH1	90	63	-14.093125224867054	5e-05
DAG1	90	49	-16.00832306343729	5e-05
DAXX	90	54	-0.992064695817255	0.39765
DCK	90	69	-17.39592521160114	1e-05
DCTD	90	42	-14.453964254232254	0.00091
DCUN1D4	90	46	5.640179342625764	0.90873
DDB2	90	39	-13.042653933435975	0.00329
DDIT4	90	35	-19.88328595349042	7e-05
DDR1	90	45	-6.704764805724465	0.05874
DDX10	90	42	-11.937848103459428	0.0047
DDX42	90	61	-14.167552152574508	9e-05
DECR1	90	27	-4.374100178504653	0.21222
DENND2D	90	51	2.6692109022342683	0.74773
DERA	90	29	-2.5338237321652617	0.3141
DFFA	90	44	2.0955744068948645	0.6881
DFFB	90	43	-2.650707529501227	0.27198
DHDDS	90	55	6.868771042058091	0.96163
DHRS7	90	36	-1.124791114306995	0.40739
DHX29	90	57	-18.313266380925697	1e-05
DLD	90	34	5.7504660113478145	0.87885
DMTF1	90	45	0.15252033125401596	0.51258
DNAJA3	90	24	3.4486625437237297	0.72192
DNAJB1	90	59	-21.847020191330813	1e-05
DNAJB2	90	48	-2.3326224840578083	0.28849
DNAJB6	90	32	4.095783052293155	0.79213
DNAJC15	90	42	-9.809612501110323	0.01523
DNM1	90	47	-18.423804839553824	3e-05
DNM1L	90	21	-0.41220628322465447	0.47509
DNMT1	90	65	-13.900309771354225	5e-05
DNMT3A	90	42	2.0710600378566384	0.68218
DNTTIP2	90	60	-14.529238188444525	3e-05
DPH2	90	50	-15.123740999442427	0.00019
DRAP1	90	36	-15.370942971945707	0.00126
DSG2	90	54	4.456758813203571	0.87565
DUSP11	90	34	2.470883007645537	0.69481
DUSP14	90	36	-9.037113744660564	0.03243
DUSP22	90	53	2.6536835374898646	0.75119
DUSP3	90	48	-17.092375902544994	4e-05
DUSP4	90	33	-16.960222943628985	0.00074
DUSP6	90	45	-17.468097788304796	7e-05
DYNLT3	90	40	-23.168290807227052	1e-05
DYRK3	90	38	-7.218155805660569	0.06247
E2F2	90	54	-5.805181855815387	0.06919
EAPP	90	37	-6.32102359933515	0.09143
EBNA1BP2	90	61	-12.849458393493023	0.00028
EBP	90	57	-20.661512288057963	1e-05
ECD	90	48	-13.104591126197633	0.00098
ECH1	90	30	-9.767326533174447	0.03452
EDEM1	90	34	-8.546172554680343	0.0438
EDN1	90	34	2.6390640283282374	0.70669
EED	90	65	-23.98709533631178	1e-05
EGF	90	51	-8.919196944872777	0.01424
EGFR	90	49	-7.233894430507781	0.0406
EGR1	90	67	-8.654464493480996	0.00627
EIF4EBP1	90	47	-33.97767794010695	1e-05
EIF4G1	90	53	-20.94973819687971	1e-05
EIF5	90	51	-8.197197702843217	0.02173
ELAC2	90	44	1.7829834094917705	0.66231
ELAVL1	90	48	-28.326023281973292	1e-05
ELOVL6	90	49	-29.149816768686748	1e-05
EML3	90	46	-6.770540180528154	0.05604
ENOPH1	90	45	-4.185945006653808	0.16226
ENOSF1	90	59	-7.409886910046395	0.02363
EPB41L2	90	54	-11.635308813878305	0.00175
EPHA3	90	56	-4.683873617142568	0.11029
EPHB2	90	65	-13.563619134490732	7e-05
EPN2	90	37	5.209087060437651	0.86628
EPRS	90	41	-16.936587030910253	0.00011
ERBB2	90	29	-3.345845849989217	0.26152
ERBB3	90	34	-7.865162431938389	0.05739
ERO1L	90	60	-23.569391923887903	1e-05
ETFB	90	36	-4.341784973393463	0.18259
ETS1	90	47	-3.3536920458407145	0.20961
ETV1	90	44	-13.443515658755349	0.00147
EVL	90	61	-1.9870852459295363	0.29256
EXOSC4	90	42	-19.99885506485955	2e-05
EXT1	90	24	-2.6427943481380676	0.31884
EZH2	90	61	-24.336355106330824	1e-05
FAH	90	48	8.808390769298986	0.98259
FAIM	90	50	6.424201205454382	0.94165
FAM20B	90	58	-12.084025472011792	0.00076
FAM57A	90	54	-20.201869374849277	2e-05
FAM63A	90	39	-0.413878377639643	0.46316
FAM69A	90	30	-0.5485033949560586	0.45917
FAS	90	56	-9.642672408473956	0.00637
FASTKD5	90	62	-16.527871117290527	1e-05
FAT1	90	53	-5.296520878800608	0.08923
FBXL12	90	34	3.83348791779389	0.78395
FBXO11	90	71	-22.44520644487847	1e-05
FBXO21	90	35	0.7970724594780563	0.56732
FBXO7	90	37	-0.11756033769482355	0.49306
FCHO1	90	50	2.46234931093857	0.72863
FDFT1	90	42	-11.934311474928432	0.00473
FEZ2	90	57	-5.249971284537339	0.08234
FGFR2	90	50	3.9657802759188043	0.83657
FGFR4	90	47	-6.027221403806239	0.07623
FHL2	90	39	-6.905451652222055	0.06764
FIS1	90	21	0.08064708722690418	0.50668
FKBP14	90	50	-19.970920331112822	1e-05
FKBP4	90	40	1.6437075777272265	0.64248
FOS	90	51	-2.636063832194734	0.25528
FOSL1	90	39	-29.78372568189814	1e-05
FOXJ3	90	49	-16.44228754200814	5e-05
FOXO3	90	36	-6.070918197662881	0.10439
FOXO4	90	38	-1.5767187049362164	0.36421
FPGS	90	36	0.09125903277783257	0.50981
FRS2	90	44	-3.0435461104674393	0.24093
FSD1	90	51	-6.539930846496617	0.05328
FUT1	90	37	3.375614204999515	0.76523
FYN	90	35	-16.32343249187212	0.00076
FZD1	90	36	4.17577435255294	0.811
FZD7	90	54	-23.11865139794381	1e-05
G3BP1	90	43	-8.550656175962471	0.02701
GAA	90	42	-0.8049848740910001	0.42774
GABPB1	90	59	-19.733455888401	1e-05
GADD45A	90	40	-13.61953381144037	0.00185
GADD45B	90	44	-0.3859521058809722	0.46591
GALE	90	21	-3.55269185260164	0.28336
GAPDH	90	48	-18.81935645386593	3e-05
GATA2	90	45	-1.0360297807823835	0.40195
GATA3	90	76	-5.033970768485967	0.06077
GDPD5	90	53	-1.4530220022750302	0.35751
GFOD1	90	64	1.1354297640714552	0.62443
GFPT1	90	48	-18.86697091953426	3e-05
GHR	90	52	-3.19406923890564	0.21017
GLI2	90	60	-5.8098750033140805	0.05822
GLOD4	90	53	-12.10591135351707	0.00143
GLRX	90	31	-5.51155127442894	0.14252
GMNN	90	48	-19.32160326928538	3e-05
GNA11	90	65	-10.131480767292013	0.00231
GNA15	90	47	3.552101210702915	0.80292
GNAI1	90	46	-3.3905155205683566	0.20983
GNAI2	90	50	-7.050741971244855	0.04169
GNAS	90	30	-15.537418591147306	0.00287
GNB5	90	50	-8.98327308149568	0.01452
GNPDA1	90	27	-4.114355167998555	0.22669
GOLT1B	90	42	-11.1988607799208	0.00706
GPATCH8	90	51	-9.878828561920857	0.00801
GPC1	90	42	-12.18208296040947	0.00417
GPER	90	47	-1.4047218975074045	0.36739
GPR56	90	42	-7.4160148057460145	0.04892
GRB10	90	58	-4.126928941859269	0.13469
GRB7	90	35	2.0886177645174553	0.6676
GRN	90	34	-9.860969709464918	0.02551
GRWD1	90	60	-18.971902660866004	1e-05
GSTM2	90	50	-8.63967871157852	0.01761
GSTZ1	90	35	1.1503241792374266	0.59548
GTF2A2	90	54	-23.366433123506052	1e-05
GTF2E2	90	52	-18.016139313629225	1e-05
GTPBP8	90	37	-4.447745705719084	0.17443
H2AFV	90	56	1.4996935324353828	0.65132
HADH	90	69	-18.742051662375477	1e-05
HAT1	90	58	-21.286082812681183	1e-05
HDAC2	90	58	-27.65357522725205	1e-05
HDAC6	90	36	5.472472843662153	0.87486
HDGFRP3	90	70	-16.204619377665104	1e-05
HEATR1	90	37	-3.444864191642085	0.23343
HEBP1	90	34	-2.954832363563227	0.27159
HERC6	90	41	-1.8616989404088007	0.33434
HERPUD1	90	42	4.89633838167342	0.86702
HES1	90	56	-13.729443136115881	0.0002
HIF1A	90	46	1.5195464872309694	0.64286
HIST1H2BK	90	25	-1.1229613158866238	0.4213
HIST2H2BE	90	38	5.349338460240022	0.87455
HK1	90	59	-17.081532576722594	1e-05
HLA-DMA	90	35	4.665610838830772	0.83334
HLA-DRA	90	58	-2.0637242489029735	0.2918
HMG20B	90	20	-4.1421351293780635	0.25591
HMGA2	90	44	-18.4566213358898	3e-05
HMGCR	90	38	-4.080601382718041	0.18761
HMGCS1	90	55	-7.455145724769511	0.02734
HMOX1	90	35	-10.766326173405842	0.0151
HN1L	90	65	-17.628044518020978	1e-05
HOMER2	90	39	-6.16721178812731	0.0897
HOOK2	90	38	-2.707531559130121	0.27646
HOXA10	90	46	4.947510849860133	0.87922
HOXA5	90	56	-2.4313440814050713	0.26283
HPRT1	90	54	-17.983374336780038	2e-05
HS2ST1	90	62	-6.1745342578660525	0.04466
HSD17B10	90	38	-10.059684538917399	0.01746
HSD17B11	90	41	-15.33573993984802	0.00049
HSPA1A	90	62	-24.832791154411446	1e-05
HSPA4	90	52	-6.208568842262698	0.06018
HSPA8	90	50	-15.502856355951176	0.00013
HSPB1	90	54	-18.713272746796058	2e-05
HSPD1	90	60	-14.118030927632917	3e-05
HTATSF1	90	61	-0.745611808642304	0.4176
HTRA1	90	35	5.2719500045552925	0.86161
HYOU1	90	49	-9.118729036478229	0.01404
IARS2	90	39	-2.570855690365381	0.28576
ICAM1	90	34	-5.672715715319951	0.12627
ICAM3	90	51	-5.459307877060905	0.08781
ICMT	90	68	-23.767205320659315	1e-05
ID2	90	54	-9.529816999274384	0.00808
IDE	90	55	-13.487526557677594	0.00031
IER3	90	45	-28.125743486525035	1e-05
IFNAR1	90	39	3.0269846444512494	0.74638
IFRD2	90	34	-15.597644899835213	0.00154
IGF1R	90	35	5.07360649752213	0.85246
IGF2BP2	90	47	-13.08983987583127	0.00141
IGF2R	90	31	-0.30442788729295583	0.47521
IGFBP3	90	50	-19.74257282166637	1e-05
IGHMBP2	90	70	-17.246606308699224	1e-05
IKBKAP	90	42	-6.013393969808824	0.08883
IKBKB	90	42	-2.0948096612865093	0.31846
IKBKE	90	53	-6.313464771231081	0.05467
IKZF1	90	63	-3.5995975601119654	0.16072
IL13RA1	90	41	2.904802108018139	0.74009
IL1B	90	43	2.3839454680824153	0.70869
IL4R	90	48	3.364586724442755	0.79523
ILK	90	44	2.760144406409201	0.74077
INPP1	90	23	-0.8081222450890425	0.44206
INPP4B	90	46	-14.60116595925673	0.00043
INSIG1	90	56	-3.683625843456887	0.16855
INTS3	90	55	0.6312355178017335	0.5634
IPO13	90	45	1.6129493126151426	0.64648
IQGAP1	90	45	0.8049375603391714	0.57427
ISOC1	90	41	-0.21470995429282386	0.47773
ITFG1	90	33	3.866570506084803	0.78219
ITGAE	90	37	-10.030808515340198	0.01932
ITGB1BP1	90	45	-3.9958149663930262	0.17314
ITGB5	90	57	-17.02653028362153	3e-05
JMJD6	90	49	-15.298678930207197	9e-05
JUN	90	36	-4.028461562784084	0.20015
KAT6A	90	55	0.03785607869135359	0.50035
KAT6B	90	65	3.4744517263664068	0.83867
KCNK1	90	60	-10.22323516084756	0.00297
KCTD5	90	64	-18.186323324813017	1e-05
KDELR2	90	55	-23.67881495043489	1e-05
KDM3A	90	43	-6.502835438942173	0.07008
KDM5A	90	46	-0.7874082936948181	0.42647
KDM5B	90	43	-3.833543302390632	0.19014
KEAP1	90	56	-9.3661887914671	0.0077
KIAA0100	90	53	-9.833396726007367	0.00701
KIAA0196	90	34	6.190454930129536	0.89593
KIAA0355	90	53	-16.61812541728657	3e-05
KIAA0494	90	44	1.6161314677293606	0.64822
KIAA0528	90	32	-8.644394122922012	0.04791
KIAA0753	90	38	0.8046751565997903	0.56807
KIAA0907	90	41	-3.293119051500416	0.22856
KIAA1033	90	31	0.07476348242243352	0.50492
KIAA1279	90	47	-15.612036474614754	0.0002
KIF14	90	60	-25.38356961939679	1e-05
KIF20A	90	49	-26.98141513421939	1e-05
KIF2C	90	50	-7.363689663439357	0.03522
KIF5C	90	66	-17.088717112615708	1e-05
KIT	90	59	5.302173665190475	0.92099
KLHDC2	90	28	0.26587484594549815	0.52112
KLHL21	90	45	-12.204795547670045	0.00262
KLHL9	90	41	-7.881832234502416	0.0406
KTN1	90	40	2.526640381584567	0.71273
LAGE3	90	49	-5.472563184080804	0.09363
LAMA3	90	64	-2.028837247513488	0.28324
LAP3	90	33	1.8761109951381376	0.64739
LBR	90	58	-22.750346652092848	1e-05
LGALS8	90	31	1.324149879531847	0.60227
LGMN	90	64	-13.519939100774957	6e-05
LIG1	90	58	-23.143815131625338	1e-05
LIPA	90	35	-2.160336518391208	0.32614
LOXL1	90	62	-4.120799426226673	0.1277
LPAR2	90	21	-6.403611392002983	0.15498
LPGAT1	90	40	-11.363131894208403	0.00694
LRP10	90	33	0.14174209772675314	0.51287
LRPAP1	90	52	-19.42595700040873	1e-05
LRRC16A	90	58	-6.422340004611225	0.04327
LRRC41	90	16	-3.3163062854037526	0.32039
LSM5	90	48	-8.453307440011113	0.02238
LSM6	90	64	-17.261599946132698	1e-05
LSR	90	43	-17.197786249718906	0.00013
LYN	90	62	-12.76691044164081	0.00027
LYPLA1	90	47	-7.465028639525417	0.0387
LYRM1	90	57	-10.251296027721	0.00366
MACF1	90	39	-14.028180055541023	0.00184
MALT1	90	49	-16.65632446010976	4e-05
MAMLD1	90	60	-0.2767655138315821	0.47066
MAN2B1	90	33	-1.3503670172158313	0.39173
MAP2K5	90	37	-2.0111290075342607	0.33718
MAP3K4	90	52	-9.937953937143156	0.00682
MAP4K4	90	56	-8.086184877566891	0.01684
MAP7	90	62	5.744029838428427	0.94309
MAPK13	90	61	-9.659066305619765	0.00448
MAPK1IP1L	90	47	-14.36209184240904	0.00059
MAPK9	90	39	1.0949297518315517	0.59425
MAPKAPK2	90	44	-9.75019023226689	0.01425
MAPKAPK3	90	49	0.7446814000207997	0.57406
MAPKAPK5	90	52	-11.596903053794497	0.00237
MAST2	90	70	-16.862500624005385	1e-05
MAT2A	90	55	-12.552825370225607	0.00068
MBNL1	90	54	-21.947960970046726	1e-05
MBNL2	90	40	1.428961537831467	0.62442
MBOAT7	90	42	-11.111975224665942	0.00743
MBTPS1	90	40	-1.3590724705170214	0.38098
MCM3	90	60	-21.225392367903407	1e-05
MCOLN1	90	55	-10.797650143376682	0.00286
ME2	90	24	0.4258055951243676	0.52589
MEF2C	90	57	-2.2559840059524494	0.27395
MELK	90	64	-21.342816864459948	1e-05
MEST	90	29	4.9750951986252545	0.82633
METRN	90	32	-9.34566783295931	0.03637
MFSD10	90	41	0.6423357453473857	0.55403
MICALL1	90	48	-6.310054865346994	0.06524
MIF	90	46	-14.527932159531302	0.00045
MKNK1	90	43	1.4818755146422764	0.63434
MLEC	90	53	-26.734398297164862	1e-05
MLLT11	90	51	-21.992498423954487	1e-05
MMP1	90	46	-5.1763767295845104	0.11052
MMP2	90	36	2.538574064887518	0.70614
MNAT1	90	67	-14.358085311481826	1e-05
MOK	90	44	-8.826576108464653	0.02273
MPZL1	90	53	-15.262012472165766	0.0001
MRPL12	90	62	-16.466388246349567	1e-05
MRPL19	90	59	-10.090507398010905	0.00362
MRPS16	90	32	-3.3839343942644096	0.25317
MRPS2	90	43	-4.444486322952627	0.15495
MSH6	90	64	-12.624114541843394	0.00025
MSRA	90	32	6.46183606850665	0.89714
MTA1	90	38	-5.55898788151942	0.11637
MTERFD1	90	47	-13.08148863308771	0.00142
MTF2	90	55	-17.663560132844708	1e-05
MTFR1	90	41	3.985064268921426	0.813
MTHFD2	90	60	-21.398492924394287	1e-05
MUC1	90	49	-6.480144476553109	0.05887
MVP	90	21	-1.7002807320402558	0.39184
MYBL2	90	67	-21.730223965760437	1e-05
MYC	90	24	-13.068411306343231	0.01714
MYCBP	90	53	-15.906567847974467	7e-05
MYCBP2	90	56	-1.9967688351745487	0.30142
MYL9	90	52	1.3547388981942154	0.6346
MYLK	90	59	2.9696472167493773	0.78656
MYO10	90	62	-17.859471589778533	1e-05
NARFL	90	44	1.0121759417553349	0.59483
NCAPD2	90	48	-1.3878478422081264	0.36966
NCK1	90	34	0.7362881729110847	0.55965
NCK2	90	54	-5.93670496210235	0.06484
NCOA3	90	27	-2.3996307433201762	0.32875
NENF	90	30	1.5994534137192287	0.62319
NET1	90	40	-19.97210475757864	2e-05
NFATC3	90	54	-13.414107074820182	0.0004
NFATC4	90	49	4.287295891055887	0.85196
NFE2L2	90	51	-4.419322936930897	0.13603
NFIL3	90	56	-9.777677268660373	0.00588
NFKB2	90	32	4.026321080748661	0.78855
NFKBIA	90	33	-4.478104647339027	0.18441
NFKBIB	90	58	-15.07202941763257	8e-05
NFKBIE	90	57	-4.690745818928134	0.10683
NGRN	90	43	-5.200873617055131	0.11878
NIPSNAP1	90	26	-5.953146349939955	0.14661
NISCH	90	32	-4.564856098045835	0.18627
NIT1	90	38	1.891523791892453	0.65832
NMT1	90	46	4.005101771239392	0.83005
NNT	90	41	-1.3820182012125748	0.37477
NOL3	90	31	-0.6000794395759487	0.45154
NOLC1	90	53	-23.388700075178168	1e-05
NOS3	90	46	-0.4550466903982189	0.45794
NOSIP	90	39	2.5527397705086368	0.71147
NOTCH1	90	53	1.7528569069108693	0.67335
NPC1	90	47	-10.637715422495527	0.00699
NPDC1	90	21	-0.9338115775139725	0.44118
NPEPL1	90	36	-2.7810571976228986	0.28027
NPRL2	90	31	-0.37883556258495826	0.46917
NR1H2	90	49	-9.15252315482884	0.01368
NR2F6	90	47	-23.898167498208725	1e-05
NR3C1	90	60	-0.6946076009771053	0.42523
NRAS	90	49	-9.050650761805917	0.01466
NRIP1	90	61	-7.669135545317012	0.01826
NSDHL	90	40	-1.0505150143141344	0.40723
NT5DC2	90	48	-18.610617030866955	3e-05
NUCB2	90	57	-13.720909136158307	0.00022
NUDCD3	90	33	-1.1296169436084549	0.41005
NUDT9	90	53	-5.246035616154314	0.09132
NUP133	90	36	0.9991176972566231	0.58596
NUP62	90	65	-19.16772535484405	1e-05
NUP85	90	55	-17.66728119763747	1e-05
NUP88	90	58	-22.06522029967787	1e-05
NUP93	90	55	-25.706298371656548	1e-05
NUSAP1	90	54	-12.494188513436578	0.00079
NVL	90	28	3.1931012107995826	0.72496
ORC1	90	43	-1.7113123726340937	0.34742
