	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ADRBK2	90	57	-0.6555385760438426	0.43428
ADRM1	90	49	-14.40589879317412	0.00037
ADSL	90	46	-12.584951176675045	0.00195
ADSS	90	39	-10.878392001172095	0.01061
AEBP1	90	37	2.889248377670971	0.73221
AEN	90	53	-22.59016887184241	1e-05
AES	90	25	1.7775424625496052	0.62502
AFAP1	90	51	-16.04340255905633	6e-05
AFF1	90	46	-10.819748970269357	0.00615
AFF2	90	46	0.06722096426619625	0.50798
AFF3	90	46	-6.418332385237372	0.06693
AFF4	90	48	-18.731988094254888	3e-05
AFG3L2	90	44	-16.445210756167533	0.00017
AFM	90	56	-5.331350924600491	0.08183
AFP	90	48	-5.609855087407152	0.08771
AFTPH	90	46	0.344001437420277	0.53379
AGA	90	27	-2.920676778354755	0.29758
AGAP1	90	51	-0.9172365206199735	0.4082
AGAP2	90	48	5.994349870885095	0.92645
AGBL2	90	45	3.029437455215818	0.76369
AGBL3	90	49	0.15578282812022942	0.51757
AGBL5	90	35	-7.74874763159569	0.05742
AGER	90	37	7.637760060736883	0.9458
AGFG1	90	54	-12.260154149001954	0.00121
AGFG2	90	46	-2.2922804967026473	0.29521
AGGF1	90	34	-0.23788747132755403	0.48309
AGK	90	45	5.704623476733392	0.90815
AGL	90	52	-4.0262818400525795	0.15704
AGMAT	90	57	-5.25810160695716	0.08462
AGPAT1	90	34	-2.7441098365428185	0.28924
AGPAT2	90	47	-2.5280860586908083	0.27201
AGPAT3	90	42	4.8711561684609475	0.86518
AGPAT4	90	35	7.123308427099214	0.92722
AGPAT5	90	62	-18.81232066889872	1e-05
AGPS	90	54	-4.070390466499839	0.1476
AGR2	90	31	-4.447926291636225	0.19316
AGRN	90	45	0.32223660335666987	0.53204
AGRP	90	27	-2.1197541670308007	0.35005
AGT	90	48	-7.082498360606757	0.04425
AGTPBP1	90	34	-3.0343054038052575	0.269
AGTR1	90	57	-11.016396133233858	0.00213
AGTR2	90	46	1.7465547291181431	0.66133
AGXT	90	45	2.961736063835597	0.75857
AGXT2L1	90	53	-7.641342383891638	0.02719
AHCTF1	90	56	-13.516895761818967	0.00024
AHCY	90	40	-5.048442640093273	0.13338
AHCYL1	90	44	-5.258660142666781	0.11392
AHCYL2	90	37	5.483959469277205	0.8774
AHDC1	90	49	3.180630581823681	0.78502
AHI1	90	48	-9.64973653467957	0.0109
AHNAK	90	33	-0.5298292074856128	0.45799
AHNAK2	90	41	2.178734317343846	0.68683
AHR	90	39	8.225131248257647	0.96154
AHSA1	90	49	-19.527086120867956	1e-05
AHSG	90	54	-5.627438472013023	0.0735
AHSP	90	44	-11.493648156076954	0.00529
AICDA	90	40	3.8720141181817973	0.80575
AIDA	90	41	-0.5737721405019643	0.44857
AIF1	90	45	1.1388827077301487	0.60711
AIFM1	90	46	8.153023219921707	0.97182
AIM1	90	48	-0.4904812776447573	0.45364
AIM1L	90	37	1.142074454084521	0.59697
AIM2	90	42	-14.680117203481132	0.00069
AIMP1	90	43	-12.752714591077583	0.00233
AIMP2	90	57	-18.95896474273623	2e-05
AIP	90	31	-3.3690153743542854	0.25412
AIPL1	90	39	5.481635711618208	0.88421
AIRE	90	53	1.3071422635666579	0.63189
AJAP1	90	45	15.458449014843678	0.99973
AK1	90	37	-2.2205641094499433	0.31678
AK2	90	60	-7.68011743027748	0.01915
AK4	90	67	-19.364426092309447	1e-05
AK5	90	38	1.3645564277881403	0.61562
AKAP1	90	50	-6.0781584014347665	0.06794
AKAP10	90	50	-7.6794629398022645	0.03044
AKAP11	90	40	-0.6342372866193092	0.44654
AKAP12	90	38	-2.0580307983517936	0.32745
AKAP13	90	28	-1.6325387555054183	0.381
AKAP17A	90	38	-6.104051573594643	0.0953
AKAP3	90	49	-4.08611191524254	0.16077
AKAP4	90	39	-7.229442880426326	0.05956
AKAP5	90	58	3.9737599395228695	0.85448
AKAP6	90	38	5.133107109034977	0.86517
AKAP7	90	51	-11.815396707362662	0.00222
AKAP8	90	63	-13.210628940789247	0.00024
AKAP8L	90	43	-5.197509181125079	0.11785
AKAP9	90	37	-3.8758914588939	0.20537
AKIP1	90	34	2.3184797383119156	0.68408
AKIRIN1	90	54	-18.08395430017956	1e-05
AKIRIN2-AS1	90	60	-5.432610063697551	0.07111
AKR1A1	90	35	-3.3733442012883774	0.24213
AKR1B1	90	49	-3.7564283122716073	0.1811
AKR1B10	90	55	-3.7302248614107105	0.16676
AKR1C1	90	47	-5.335621477420272	0.10167
AKR1C2	90	49	-7.000284403067103	0.04579
AKR1C3	90	47	-4.480508119987512	0.14313
AKR1C4	90	43	4.514568500793427	0.84927
AKR1D1	90	43	-0.8390857462373688	0.42457
AKR7A2	90	31	1.2052076373305105	0.59413
AKR7A3	90	42	2.2836074013160736	0.70119
AKT1	90	57	-7.85672304461886	0.02113
AKT2	90	49	5.900637523108934	0.92581
AKT3	90	43	-16.96093442662262	0.00013
AKTIP	90	45	-0.6793521274827445	0.43808
ALAD	90	39	-6.8682974463735125	0.06956
ALAS1	90	37	4.602175708168251	0.83561
ALAS2	90	40	-5.372230001844149	0.11921
ALB	90	50	-1.6748910081645814	0.34046
ALCAM	90	50	-2.912815598036923	0.23711
ALDH18A1	90	66	-6.703579167413506	0.02831
ALDH1A1	90	45	-6.963723617545473	0.05195
ALDH1A2	90	54	-10.46610196741393	0.00422
ALDH1A3	90	50	-26.046781089250032	1e-05
ALDH1B1	90	34	0.8300064320077326	0.57156
ALDH1L1	90	34	-0.9639232504318178	0.42458
ALDH2	90	37	-1.5458618423466783	0.37008
ALDH3A1	90	42	-7.78863016533771	0.0419
ALDH3A2	90	31	1.5149549829834073	0.61728
ALDH3B1	90	28	2.9230919801653035	0.70991
ALDH3B2	90	38	-8.708160726758525	0.03234
ALDH4A1	90	42	-3.872044346212357	0.19207
ALDH5A1	90	34	2.447610688998145	0.69392
ALDH6A1	90	32	0.5031209541282659	0.54231
ALDH7A1	90	40	-6.505327797065793	0.07752
ALDH8A1	90	57	-7.167552943976179	0.0315
ALDH9A1	90	44	-0.29871583655341827	0.47225
ALDOA	90	33	-4.8665498433550445	0.16504
ALDOAP2	90	49	3.123816551789791	0.78097
ALDOB	90	56	8.637285499513125	0.98703
ALDOC	90	54	-18.521952867379603	1e-05
ALG12	90	49	-4.48239835766782	0.13801
ALG13	90	45	0.5729422690363958	0.55555
ALG3	90	46	-21.80991082192514	1e-05
ALG5	90	55	-15.026856233867333	6e-05
ALG6	90	45	-14.915333490104794	0.00032
ALG8	90	55	-7.083413556903581	0.0347
ALK	90	48	2.919887044044293	0.76168
ALKBH1	90	51	-11.796410057538003	0.00223
ALKBH4	90	43	-15.617726326526892	0.00035
ALLC	90	59	-9.750677733678382	0.00492
ALMS1	90	51	-5.030119337142986	0.1045
ALOX12	90	43	-1.2123434867585487	0.39084
ALOX12B	90	45	-1.4939719403003142	0.3636
ALOX12P2	90	42	2.174834329540684	0.69323
ALOX15	90	43	-4.928532440211584	0.1304
ALOX15B	90	45	-3.0210501525326903	0.23753
ALOX5	90	30	0.12587590121371384	0.50924
ALOX5AP	90	42	-0.6566746766980104	0.44195
ALOXE3	90	31	1.5249793537985838	0.61789
ALPI	90	54	-2.327467838389747	0.27451
ALPK1	90	34	-1.7006612604269957	0.36595
ALPK3	90	55	-6.715410292771979	0.04243
ALPL	90	63	-11.592707285774326	0.00076
ALPP	90	46	2.260906992091567	0.7063
ALPPL2	90	55	-14.33747537750995	0.00015
ALS2CL	90	26	6.638877267383447	0.88074
ALS2CR8	90	30	0.6106364270798879	0.54663
ALX1	90	37	-4.970325402155915	0.14593
ALX3	90	36	3.0522220100716613	0.74206
ALX4	90	37	-0.38124871586776227	0.46691
AMACR	90	59	-19.9693582803064	1e-05
AMBN	90	48	-13.570037838877777	0.00079
AMBP	90	50	0.6535567013109662	0.56511
AMBRA1	90	45	-2.511418710873485	0.27793
AMD1	90	53	-19.110909265063505	1e-05
AMDHD2	90	42	-2.795695969862373	0.26457
AMELX	90	40	0.4230599666450662	0.53862
AMELY	90	46	8.810965616468827	0.97988
AMFR	90	40	-11.643548711272835	0.00604
AMH	90	39	2.873846342755949	0.73888
AMHR2	90	35	9.07170602517058	0.96601
AMIGO2	90	46	5.726031100227262	0.91267
AMMECR1	90	49	-7.790092000218512	0.03032
AMN	90	35	6.518282035235957	0.90923
AMOT	90	40	1.14290034223133	0.60228
AMOTL2	90	39	3.6899438309622923	0.79187
AMPD1	90	31	-1.698161735330289	0.37055
AMPD2	90	41	-2.363728102164424	0.29725
AMPD3	90	41	4.289476027577109	0.83122
AMPH	90	32	-1.1804604536027539	0.4097
AMT	90	27	-0.07519447555024747	0.49323
AMZ2	90	39	-2.113977323693206	0.32167
ANAPC1	90	58	-17.65931107559759	1e-05
ANAPC10	90	57	-21.597338911775324	1e-05
ANAPC13	90	43	3.8543402490937306	0.81242
ANAPC2	90	45	-6.257331672568224	0.07154
ANAPC5	90	53	-6.696955443210008	0.04689
ANG	90	37	-0.34976899807379724	0.4692
ANGEL1	90	46	0.07981278747533259	0.50899
ANGEL2	90	34	2.4668443223722876	0.69539
ANGPT1	90	45	2.7604723166471405	0.74336
ANGPT2	90	42	3.1487363886233557	0.76411
ANGPT4	90	43	-2.46932672919389	0.28602
ANGPTL2	90	34	3.4723466985149147	0.76206
ANGPTL3	90	50	3.41799315979015	0.80127
ANGPTL4	90	46	-3.4643086809669423	0.20854
ANGPTL7	90	41	-2.4689318975976557	0.28901
ANK1	90	51	-11.51399713743187	0.00274
ANK2	90	44	-2.709062172657013	0.26593
ANK3	90	40	-6.9244356663837054	0.06593
ANKFY1	90	43	-0.8876208063151995	0.42008
ANKH	90	39	-6.0600455479288176	0.0947
ANKHD1	90	50	-21.032792709355732	1e-05
ANKLE2	90	51	-16.62449072424434	4e-05
ANKMY1	90	43	4.256630137947148	0.83521
ANKMY2	90	38	-3.0078022802656075	0.25742
ANKRA2	90	27	0.9737299853134148	0.57024
ANKRD1	90	52	-8.75022160788792	0.01455
ANKRD10	90	41	-3.371172331599054	0.22352
ANKRD11	90	44	-4.493996801242431	0.1518
ANKRD12	90	50	0.9091281400022234	0.58898
ANKRD17	90	51	-9.08948574938941	0.01309
ANKRD2	90	37	0.7256714676322236	0.56147
ANKRD26	90	48	5.849636317178647	0.92166
ANKRD27	90	60	-16.583203998821823	1e-05
ANKRD28	90	38	-3.918312325561366	0.19836
ANKRD34C	90	57	-6.655597275337923	0.0413
ANKRD36	90	47	-4.35244896856694	0.14972
ANKRD36B	90	39	-5.907866579668972	0.1004
ANKRD36BP2	90	50	-2.3444439813640097	0.28174
ANKRD40	90	52	-18.23818255010483	1e-05
ANKRD46	90	47	-8.176134268347663	0.02639
ANKRD49	90	50	-13.528712055763522	0.00067
ANKRD5	90	56	-7.744962775933719	0.02225
ANKRD53	90	43	4.809719871431656	0.86457
ANKRD55	90	43	-6.358657797964379	0.07392
ANKRD57	90	60	-2.4481726564585604	0.25369
ANKRD6	90	29	2.207474437273477	0.65976
ANKRD7	90	46	1.8600771126409068	0.67145
ANKS1A	90	41	4.603113110326579	0.84832
ANKS1B	90	49	3.365662985784219	0.79806
ANKZF1	90	30	-3.4928896813209653	0.25078
ANO1	90	49	-7.517859576240586	0.0355
ANO10	90	62	-2.478667064654953	0.24464
ANO2	90	31	3.04546070584153	0.72714
ANO3	90	57	1.3900005635516202	0.64406
ANP32A	90	58	-21.44479827328987	1e-05
ANP32A-IT1	90	41	-2.001507335730412	0.32556
ANP32B	90	46	-16.642572561674363	9e-05
ANP32C	90	49	0.17532572144769512	0.51968
ANP32E	90	62	-21.284552072902702	1e-05
ANPEP	90	62	-5.038076318698483	0.08256
ANTXR1	90	50	-5.486326962617216	0.0888
ANXA1	90	48	-9.79382666435206	0.01008
ANXA10	90	42	1.9929928818705587	0.67852
ANXA11	90	40	-0.48902927162865056	0.45895
ANXA13	90	52	-2.069442187091672	0.30243
ANXA2	90	49	-2.543725527794598	0.26834
ANXA2P1	90	55	0.9097697284734583	0.59249
ANXA2P2	90	52	-12.309239649703837	0.00142
ANXA2P3	90	43	-2.718254779039738	0.26787
ANXA3	90	56	-15.059483617308423	9e-05
ANXA4	90	29	0.9973085468739732	0.57397
ANXA5	90	57	-1.8750606343208458	0.3138
ANXA6	90	49	-6.2880438788452455	0.06426
ANXA7	90	56	-20.677251408364942	1e-05
ANXA9	90	29	2.156514043207727	0.65637
AOAH	90	51	-0.29565406194262517	0.46871
AOC2	90	57	-6.035304285359968	0.05711
AOC3	90	42	-2.6784632808033453	0.2732
AOC4	90	36	-4.9085393269864035	0.15372
AOX1	90	37	0.981631009756718	0.58362
AP1AR	90	55	-10.373236141665835	0.00419
AP1B1	90	41	-0.2626531892325185	0.47622
AP1G1	90	44	10.120833786654535	0.98883
AP1G2	90	45	-0.7394779252454985	0.43238
AP1M2	90	40	4.966873441188907	0.86536
AP1S1	90	50	-11.843700127138336	0.00242
AP1S2	90	44	-7.8898017327401595	0.03694
AP2A2	90	44	2.653199759722917	0.73219
AP2B1	90	46	-3.928434121911163	0.17876
AP2M1	90	50	-7.369781597224666	0.03549
AP2S1	90	54	-17.972755552151188	1e-05
AP3B1	90	37	1.5136783362518627	0.62797
AP3B2	90	50	-3.2879385586019794	0.21095
AP3D1	90	38	2.823946593194381	0.72922
AP3M2	90	58	-6.027317862493714	0.05488
AP3S1	90	36	0.010809638022934949	0.50064
AP3S2	90	34	5.608625219718941	0.8741
AP4E1	90	46	-0.14273795618001314	0.48798
AP4M1	90	37	-2.7471283963713002	0.27862
AP4S1	90	48	-1.8783385231880458	0.32348
APAF1	90	49	-8.695269560732735	0.01832
APBA1	90	48	-16.516197449565322	9e-05
APBA2	90	33	-1.0589210035923171	0.41613
APBA3	90	40	2.174808455026427	0.68661
APBB1	90	40	1.829691706172889	0.65939
APBB1IP	90	46	-3.529943940691792	0.20407
APBB2	90	54	0.48993120945689894	0.54993
APBB3	90	31	-0.157408130685295	0.48839
APC	90	54	-4.799129606853119	0.10842
APC2	90	41	0.9814563204856356	0.58797
APCS	90	49	-0.6873902118499542	0.43601
APEH	90	31	4.503726498591876	0.80975
APEX1	90	36	-2.5989256107582586	0.29272
APEX2	90	46	-16.351091369762187	0.0001
APH1A	90	42	1.5059968218818478	0.63723
APH1B	90	42	1.9679434347683846	0.67629
API5	90	54	-16.26028622645704	2e-05
APIP	90	47	3.23402256148782	0.77979
APITD1	90	57	-21.02383767492845	1e-05
APLNR	90	41	-2.1950316492426016	0.31068
APLP1	90	55	1.85044666746954	0.68335
APLP2	90	53	-14.880176083653309	9e-05
APOA1	90	39	5.729460768183193	0.89376
APOA2	90	44	2.3170477873659427	0.7055
APOA4	90	56	-2.1217735479058732	0.28945
APOB	90	46	4.773817050266098	0.87273
APOBEC1	90	48	2.1300036892927863	0.69832
APOBEC2	90	45	-1.7053307500881898	0.3455
APOBEC3A	90	46	-12.674769430255505	0.00186
APOBEC3B	90	52	-26.28810768680645	1e-05
APOBEC3C	90	35	-0.8598968764556711	0.42997
APOBEC3F	90	40	-4.427473137330627	0.16441
APOBEC3G	90	31	-0.4582436988895017	0.46503
APOBR	90	31	0.19036671390161933	0.51716
APOC1	90	50	-5.325544535268261	0.09552
APOC2	90	44	0.35571397606804706	0.53209
APOC3	90	55	3.42469232877561	0.81131
APOC4	90	42	-7.14558011599063	0.05583
APOD	90	35	3.764587732899803	0.78234
APOE	90	53	1.4160397759981893	0.64232
APOF	90	43	6.715112857157203	0.93687
APOH	90	54	2.2038321894890625	0.71181
