	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ADAM10	138	61	-0.8524654218258366	0.40518
ADAM11	138	74	-5.08031886930404	0.06052
ADAM12	138	57	-0.03479038786180251	0.49377
ADAM15	138	53	-0.25558018684180245	0.47441
ADAM17	138	67	2.7459987916134474	0.78816
ADAM18	138	49	-1.1846473009587792	0.38509
ADAM19	138	75	-9.461563106957348	0.0018
ADAM2	138	52	-0.6436326690544352	0.43286
ADAM20	138	59	-9.141766594266949	0.00733
ADAM22	138	67	-7.695164361368891	0.01351
ADAM23	138	87	-13.672329737422258	1e-05
ADAM28	138	64	-6.576029297060264	0.0316
ADAM29	138	63	-0.6127485834971924	0.43163
ADAM30	138	65	5.2251282538201576	0.9316
ADAM3A	138	48	-4.884975923274638	0.11488
ADAM5P	138	65	-1.983421331058979	0.28448
ADAM7	138	69	5.748132648237033	0.95421
ADAM8	138	73	2.2182082880865392	0.7487
ADAM9	138	58	-1.7141576899088549	0.3225
ADAMDEC1	138	58	0.9960114611892854	0.60562
ADAMTS1	138	47	-7.823250364814982	0.02975
ADAMTS12	138	65	2.270214652930301	0.74219
ADAMTS13	138	49	-1.547936449202814	0.34955
ADAMTS2	138	68	-2.224870131825841	0.25604
ADAMTS20	138	67	6.3856221855862785	0.96817
ADAMTS3	138	78	-11.74115525202446	0.0002
ADAMTS5	138	46	1.6019394999173389	0.65027
ADAMTS6	138	57	6.265103901458178	0.95255
ADAMTS7	138	56	4.6468444857163735	0.89263
ADAMTS8	138	43	1.1235723813768728	0.60444
ADAMTS9	138	56	1.463540787084141	0.65351
ADAMTSL2	138	50	-2.032662118477858	0.30238
ADAMTSL3	138	79	-14.090644152899992	1e-05
ADAMTSL4	138	63	5.241193121666676	0.92953
ADAP1	138	49	2.020227479011299	0.69421
ADAP2	138	63	4.527660792309099	0.89828
ADAR	138	60	4.876312645351753	0.90984
ADARB1	138	55	0.7656258537095757	0.58028
ADARB2	138	61	-1.1159201589230012	0.37756
ADAT1	138	82	1.879885503859045	0.72733
ADCK2	138	51	-8.590036549390915	0.01661
ADCK3	138	104	-5.3775443485871195	0.02522
ADCK4	138	54	5.246104386610248	0.91337
ADCY1	138	74	3.6258838212764157	0.86675
ADCY10	138	44	2.115880320747941	0.68918
ADCY2	138	69	2.6152343815376984	0.77834
ADCY3	138	86	-17.358400902011013	1e-05
ADCY6	138	60	0.6083782529175296	0.56646
ADCY7	138	78	-12.144661585354822	0.00014
ADCY8	138	42	8.052674448804485	0.96531
ADCY9	138	55	-0.14013144197595853	0.48612
ADCYAP1	138	65	-5.5959914585476636	0.056
ADCYAP1R1	138	72	-10.028312732725395	0.00149
ADD1	138	87	-0.6907375104225664	0.40994
ADD2	138	82	-7.661898435464967	0.00686
ADD3	138	78	-5.56910580500799	0.04092
ADH1A	138	61	-9.387805368933313	0.00524
ADH1B	138	70	1.765981890414875	0.7007
ADH1C	138	64	0.42712385064141517	0.55105
ADH5	138	76	1.0350030762794524	0.62335
ADH6	138	64	-3.866703106320203	0.13718
ADH7	138	68	4.319709241991334	0.89722
ADI1	138	92	-12.244879050810383	7e-05
ADIPOQ	138	65	-0.3777536012456989	0.45688
ADIPOR1	138	79	-3.755573090846168	0.11986
ADIPOR2	138	51	-6.089548205064197	0.06198
ADK	138	73	-12.291026963461283	0.0001
ADM	138	72	3.0778542603609145	0.82349
ADM2	138	66	4.861954082751632	0.91914
ADNP	138	82	-7.025369824268474	0.01214
ADNP2	138	77	-0.9038936389198214	0.38756
ADO	138	101	-2.8858957638833043	0.15438
ADORA1	138	39	-2.186676967410429	0.31534
ADORA2B	138	70	-8.977157551528727	0.00456
ADORA3	138	50	-0.36792295821002524	0.46165
ADPGK	138	58	3.3527616843574117	0.81791
ADPRH	138	78	-13.453902414236358	3e-05
ADRA1A	138	54	1.494816428114439	0.65208
ADRA1B	138	66	-1.2507520416182554	0.3591
ADRA1D	138	80	-4.229887154566162	0.09005
ADRA2A	138	69	-6.56957294046681	0.02678
ADRA2B	138	53	-0.6272054225468049	0.43634
ADRA2C	138	55	-0.0888131563963782	0.492
ADRB1	138	62	0.675569919026364	0.57248
ADRB2	138	87	-3.6643991111651593	0.11335
ADRB3	138	94	-6.72699593176984	0.01012
ADRBK1	138	80	-0.19642121901913115	0.47468
ADRBK2	138	66	3.2936347995680033	0.83043
ADRM1	138	85	-7.4806870561802965	0.00773
ADSL	138	68	-8.17998792414042	0.00909
ADSS	138	76	-9.564231308741196	0.00195
AEBP1	138	80	-3.5204514263663684	0.131
AEN	138	89	-17.138855367138554	1e-05
AES	138	55	-1.1751537969396357	0.37856
AFAP1	138	74	-2.5463643116110757	0.21702
AFF1	138	60	-2.6663999940720986	0.23153
AFF2	138	54	5.612327618078362	0.92751
AFF3	138	60	-7.683411133857042	0.01879
AFF4	138	73	-3.3862309793361582	0.15026
AFG3L2	138	77	-10.976731346025193	0.00036
AFM	138	72	-5.55369204728472	0.048
AFP	138	81	-1.3795414004793798	0.33015
AFTPH	138	57	-0.015285921218063237	0.49589
AGA	138	55	0.5714480636752326	0.56027
AGAP1	138	67	-3.3068843432386807	0.16765
AGAP2	138	62	4.106474472399871	0.87358
AGBL2	138	61	-2.3832633169314774	0.25115
AGBL3	138	65	2.374542862204786	0.75139
AGBL5	138	48	-4.4249129492835575	0.13759
AGER	138	54	0.6157832414046653	0.56496
AGFG1	138	71	-4.597527483865512	0.08494
AGFG2	138	89	-7.287621812688479	0.00723
AGGF1	138	72	-2.7897718159278035	0.20084
AGK	138	94	-15.73448932196485	1e-05
AGL	138	90	3.978634050619688	0.90957
AGMAT	138	76	-6.725402993834589	0.01917
AGPAT1	138	64	-0.9183777033918603	0.39929
AGPAT2	138	68	-1.459448431471612	0.33431
AGPAT3	138	58	2.5615626834589125	0.75474
AGPAT4	138	48	-1.527533291321342	0.35183
AGPAT5	138	90	-18.17575491330576	1e-05
AGPS	138	83	-3.980307709987357	0.09841
AGR2	138	95	-10.922558206832036	8e-05
AGRN	138	48	1.8641390755009262	0.67647
AGRP	138	70	1.2025420667911149	0.64003
AGT	138	69	-7.4766456993023604	0.0145
AGTPBP1	138	62	3.8603228559394407	0.85904
AGTR1	138	64	-7.171554986440148	0.02162
AGTR2	138	54	-0.09188357995600276	0.49007
AGXT	138	67	-8.124282430935885	0.00979
AGXT2L1	138	79	-5.542001174527758	0.04069
AHCTF1	138	93	-19.985597891082968	1e-05
AHCY	138	48	-0.1515071583309402	0.4843
AHCYL1	138	72	-0.06708833593193572	0.49156
AHCYL2	138	52	0.7006460607379824	0.57142
AHDC1	138	60	-6.534364943325943	0.03703
AHI1	138	78	-8.209632993314173	0.00543
AHNAK	138	47	-3.6642564188466613	0.18484
AHNAK2	138	56	-3.0600873904691124	0.20856
AHR	138	67	0.19276303405736023	0.52344
AHSA1	138	74	-15.267505142230371	1e-05
AHSG	138	70	-5.9103839696036635	0.04055
AHSP	138	81	1.9663467483489578	0.73553
AICDA	138	54	5.483814307083949	0.92303
AIDA	138	79	-3.9709292732617456	0.10657
AIF1	138	51	-0.8829753015628896	0.41085
AIFM1	138	70	-3.3088857842490453	0.16489
AIM1	138	76	6.427544891574343	0.97565
AIM1L	138	69	0.8450474890582299	0.59836
AIM2	138	75	-3.9397685518995025	0.11364
AIMP1	138	105	-16.293778159946164	1e-05
AIMP2	138	91	-3.3752496646833237	0.12665
AIP	138	51	6.377588843034108	0.94541
AIPL1	138	58	5.74613456490837	0.93917
AIRE	138	72	0.905335168194346	0.60891
AJAP1	138	66	-3.631854117404012	0.14824
AK1	138	83	-10.347613778815884	0.00052
AK2	138	63	-0.04482149963802998	0.49668
AK4	138	64	-7.824566840298478	0.01354
AK5	138	59	0.5042212240755781	0.55854
AKAP1	138	73	2.052864312648379	0.73256
AKAP10	138	72	-3.8406200947562947	0.12595
AKAP11	138	77	-5.025138125975685	0.05841
AKAP12	138	74	-6.106152087808723	0.03162
AKAP13	138	51	-0.34352588272547463	0.46381
AKAP17A	138	80	0.5281468939947352	0.56667
AKAP3	138	68	-2.1239892532605156	0.26521
AKAP4	138	46	-6.106207446484947	0.07268
AKAP5	138	59	3.3775377309869152	0.82306
AKAP6	138	56	0.49076460923883286	0.55363
AKAP7	138	69	-7.251582715390704	0.01696
AKAP8	138	89	-7.53800793245854	0.00583
AKAP8L	138	77	-0.9931712721043002	0.37717
AKAP9	138	68	1.1793224880071118	0.63453
AKIP1	138	80	4.376066317846435	0.91753
AKIRIN1	138	79	-10.934039954756328	0.00035
AKIRIN2-AS1	138	75	2.2880845246002597	0.76016
AKR1A1	138	36	3.269822389311263	0.75902
AKR1B1	138	66	-1.8190865109363492	0.29914
AKR1B10	138	65	-7.449673248395482	0.01745
AKR1C1	138	67	-5.269637941956246	0.06236
AKR1C2	138	70	-7.0372390918983685	0.01955
AKR1C3	138	60	-3.3953934292737107	0.17578
AKR1C4	138	67	-9.03713684883881	0.00489
AKR1D1	138	59	-4.595080637170971	0.10664
AKR7A2	138	52	4.300371320713359	0.86514
AKR7A3	138	52	1.9729623829998562	0.69408
AKT1	138	44	9.256359880432864	0.98317
AKT2	138	58	-1.5874871125819503	0.3351
AKT3	138	54	3.4719973109189963	0.81655
AKTIP	138	62	-3.4998876669684083	0.16323
ALAD	138	79	-4.255776893285977	0.09089
ALAS1	138	57	-1.8583872771440488	0.30644
ALAS2	138	81	-2.2965335271819955	0.23176
ALB	138	71	-4.294679283189938	0.09995
ALCAM	138	69	-2.423990790812242	0.2378
ALDH18A1	138	65	-16.762955659230357	2e-05
ALDH1A1	138	65	2.0695034812958673	0.72383
ALDH1A2	138	80	1.9305530050840134	0.73002
ALDH1A3	138	83	-5.658470043004849	0.03305
ALDH1B1	138	55	0.33123207658454773	0.53541
ALDH1L1	138	62	-2.999487486355841	0.19933
ALDH2	138	54	-0.9667745227780951	0.39998
ALDH3A1	138	76	-10.292065488139846	0.00101
ALDH3A2	138	66	4.202460757039641	0.88694
ALDH3B1	138	39	-2.1363629021535964	0.31929
ALDH3B2	138	86	-7.661350432506695	0.00593
ALDH4A1	138	57	-1.7278570010140333	0.31914
ALDH5A1	138	56	-1.8516587221650604	0.31065
ALDH6A1	138	50	-3.255310774119234	0.20405
ALDH7A1	138	55	0.2625165610643016	0.52819
ALDH8A1	138	63	-5.002212801615142	0.08045
ALDH9A1	138	54	-4.055040417761657	0.14425
ALDOA	138	79	-4.980735224221493	0.05896
ALDOAP2	138	54	-1.7318973311912464	0.32609
ALDOB	138	61	3.117137459395902	0.80772
ALDOC	138	60	-7.863129156499892	0.01687
ALG12	138	51	2.3396817840454487	0.72383
ALG13	138	79	-7.963865259296785	0.00618
ALG3	138	90	-20.62808048832652	1e-05
ALG5	138	91	-20.936528072587578	1e-05
ALG6	138	91	-16.75081124656037	1e-05
ALG8	138	89	-15.81640001748778	1e-05
ALK	138	78	0.7757232302596634	0.59612
ALKBH1	138	72	-8.676856959568129	0.0049
ALKBH4	138	71	-22.79945372262609	1e-05
ALLC	138	63	0.5364727900261418	0.5616
ALMS1	138	71	3.5123414408155753	0.85417
ALOX12	138	90	-5.2133140764514785	0.03952
ALOX12B	138	88	2.6840977718673513	0.81454
ALOX12P2	138	62	-2.2221188770323916	0.26583
ALOX15	138	45	1.857245580078205	0.67166
ALOX15B	138	61	3.6875813285976276	0.84771
ALOX5	138	65	2.026811395883396	0.71957
ALOX5AP	138	61	5.013039029277765	0.91739
ALOXE3	138	84	1.3403061157168061	0.66933
ALPI	138	61	-2.844830104247624	0.21147
ALPK1	138	77	4.198840394248839	0.90479
ALPK3	138	69	-7.273720295551676	0.01671
ALPL	138	68	-3.2585358220787883	0.1708
ALPP	138	78	1.681395033122645	0.70074
ALPPL2	138	65	0.006555328070401497	0.50191
ALS2CL	138	63	-1.3468695113695655	0.3536
ALS2CR8	138	58	-1.3714911822622455	0.35688
ALX1	138	78	-14.776537129555072	2e-05
ALX3	138	45	0.7256257568608177	0.56688
ALX4	138	64	-2.893517501895073	0.2072
AMACR	138	69	-0.5414836788755678	0.43621
AMBN	138	63	-0.3945349933563775	0.45682
AMBP	138	70	-9.465380749366181	0.00314
AMBRA1	138	71	-0.5127380553571019	0.44014
AMD1	138	89	-14.975971793314734	1e-05
AMDHD2	138	67	-2.6882325007322674	0.21699
AMELX	138	60	4.45139509298174	0.88972
AMELY	138	51	5.067048129620536	0.89848
AMFR	138	76	-4.842990239633923	0.06714
AMH	138	60	1.7435157445433591	0.68484
AMHR2	138	66	0.3054530485482714	0.53596
AMIGO2	138	53	-0.08239086144869934	0.49259
AMMECR1	138	94	-8.815221213528762	0.00106
AMN	138	55	-0.5898777473474279	0.43922
AMOT	138	61	6.176922705860732	0.95546
AMOTL2	138	51	-1.2927873898176934	0.37177
AMPD1	138	77	-4.2603876921258195	0.09082
AMPD2	138	50	-2.236223096301344	0.28462
AMPD3	138	70	-2.1476729822069514	0.26284
AMPH	138	49	3.484890694617697	0.80756
AMT	138	56	1.587804986482702	0.6654
AMZ2	138	57	0.7122646559345005	0.57495
ANAPC1	138	84	-20.739320065260795	1e-05
ANAPC10	138	102	-23.493438772507133	1e-05
ANAPC13	138	78	-3.1968850633868784	0.15837
ANAPC2	138	66	-0.18563336693443078	0.4795
ANAPC5	138	68	-17.711607233331975	1e-05
ANG	138	41	1.998236838759389	0.6752
ANGEL1	138	72	2.896501919207205	0.80875
ANGEL2	138	88	-9.84728655078219	0.00055
ANGPT1	138	68	3.3651168067922534	0.83847
ANGPT2	138	59	-0.5498567642224343	0.44251
ANGPT4	138	75	0.5008579219793439	0.56348
ANGPTL2	138	69	2.329211707054758	0.75305
ANGPTL3	138	67	-6.2894828742953175	0.03496
ANGPTL4	138	64	3.32509450869872	0.82785
ANGPTL7	138	71	-3.193673902562072	0.17037
ANK1	138	82	-3.708283171614572	0.11393
ANK2	138	87	-15.624082201279682	1e-05
ANK3	138	73	1.65024976948159	0.68989
ANKFY1	138	86	-4.703022732115761	0.06059
ANKH	138	69	-0.7348906390136264	0.41442
ANKHD1	138	85	-19.084883377518665	1e-05
ANKLE2	138	71	-0.8027470166840159	0.40659
ANKMY1	138	77	-18.030631264848587	1e-05
ANKMY2	138	86	-1.9893229753849306	0.25641
ANKRA2	138	57	3.461212866040161	0.82536
ANKRD1	138	91	-10.093715460031484	0.00033
ANKRD10	138	76	-2.6422343450962615	0.2055
ANKRD11	138	67	-1.3842201997933803	0.34124
ANKRD12	138	55	0.3459393219806296	0.53703
ANKRD17	138	85	-17.150715526505778	1e-05
ANKRD2	138	64	-0.5505884551957902	0.43982
ANKRD26	138	73	-16.398768893817238	1e-05
ANKRD27	138	66	-3.906954594533963	0.13059
ANKRD28	138	75	-2.205002330849923	0.25086
ANKRD34C	138	61	6.062743418364192	0.95244
ANKRD36	138	74	1.6581605129534989	0.69484
ANKRD36B	138	60	-1.3425934083249613	0.35589
ANKRD36BP2	138	56	6.853386828392062	0.96494
ANKRD40	138	90	-17.79718115852997	1e-05
ANKRD46	138	68	-7.432711506868095	0.01514
ANKRD49	138	93	-5.892289416736595	0.02214
ANKRD5	138	67	-4.394649500423763	0.10048
ANKRD53	138	44	1.6213830285235926	0.64749
ANKRD55	138	70	-5.127603317933091	0.06535
ANKRD57	138	71	-1.9777374945057529	0.27727
ANKRD6	138	46	-0.9069782255148796	0.41397
ANKRD7	138	68	-5.1165545078202275	0.06741
ANKS1A	138	68	0.26391438116527444	0.53021
ANKS1B	138	55	1.919506576861795	0.69211
ANKZF1	138	44	-0.6366676520004712	0.43968
ANO1	138	81	-6.436035255315003	0.02034
ANO10	138	54	-2.4384089961342488	0.26167
ANO2	138	46	-0.2782325314464911	0.47248
ANO3	138	77	5.67800424350826	0.9611
ANP32A	138	96	-18.644958224495873	1e-05
ANP32A-IT1	138	72	1.881088602274898	0.71462
ANP32B	138	94	-16.608652027728862	1e-05
ANP32C	138	74	-1.9207486759926424	0.27713
ANP32E	138	95	-22.882937768126798	1e-05
ANPEP	138	72	4.010429544239237	0.88658
ANTXR1	138	87	-10.309366450601187	0.00025
ANXA1	138	78	-9.09658508102558	0.00248
ANXA10	138	65	-7.197596949451907	0.02044
ANXA11	138	70	-0.45864869508535355	0.44603
ANXA13	138	42	-1.2286548168232245	0.38746
ANXA2	138	61	1.4922691977031581	0.66119
ANXA2P1	138	58	2.5632641779877288	0.75491
ANXA2P2	138	61	-4.178099709969164	0.12036
ANXA2P3	138	45	-1.3756140808371473	0.36936
ANXA3	138	80	-10.981034915741148	0.00021
ANXA4	138	41	-1.0658134574018838	0.40389
ANXA5	138	58	-5.6564502760450255	0.0639
ANXA6	138	66	-6.205739586765286	0.03785
ANXA7	138	71	-9.990520369526992	0.0015
ANXA9	138	57	-0.10285647164360992	0.48695
AOAH	138	63	4.067768394284388	0.87455
AOC2	138	75	1.060759511865519	0.62967
AOC3	138	59	-2.1824409933334734	0.27647
AOC4	138	58	0.10909557899075607	0.51098
AOX1	138	61	2.7690566440753774	0.78016
AP1AR	138	94	-17.028403815318917	1e-05
AP1B1	138	69	2.769265030153179	0.79096
AP1G1	138	89	-9.26430934793019	0.00094
AP1G2	138	50	2.0904543539550815	0.69861
AP1M2	138	45	0.034818177249047205	0.50151
AP1S1	138	86	-16.717347988776602	1e-05
AP1S2	138	77	-1.2003337117226018	0.35252
AP2A2	138	55	-2.3976875630808197	0.26308
AP2B1	138	63	-0.19382061803239584	0.48
AP2M1	138	63	-3.400402576325034	0.17071
AP2S1	138	74	-22.5481519957861	1e-05
AP3B1	138	63	1.0381433324983658	0.61593
AP3B2	138	57	-1.4769609145438172	0.34333
AP3D1	138	62	0.2159300727587584	0.52174
AP3M2	138	71	-17.279589463344013	1e-05
AP3S1	138	53	-1.2974381128965056	0.36953
AP3S2	138	75	-1.870524400330705	0.28423
AP4E1	138	44	4.932576526455205	0.87513
AP4M1	138	66	-3.4413589661205735	0.16169
AP4S1	138	69	2.1700701509857154	0.73818
APAF1	138	79	-12.243348881817008	0.00011
APBA1	138	73	-4.308933829731227	0.09463
APBA2	138	66	-4.693370342144122	0.08923
APBA3	138	64	-0.2120080080900673	0.47731
APBB1	138	47	0.9462008880714755	0.59245
APBB1IP	138	56	0.2539531489312149	0.52859
APBB2	138	77	5.421576967656717	0.95395
APBB3	138	47	-0.3326673192584847	0.46733
APC	138	84	-6.544017393286561	0.01673
APC2	138	56	2.975333277207847	0.78729
APCS	138	69	-1.4026887058767998	0.34002
APEH	138	55	-2.152821477836173	0.28389
APEX1	138	41	-1.0333201537601262	0.40648
APEX2	138	86	-14.718043088899522	1e-05
APH1A	138	86	-3.934381191295437	0.09732
APH1B	138	49	-1.2769145430227395	0.37621
API5	138	98	-16.95373371722145	1e-05
APIP	138	77	-9.266174545700759	0.00206
APITD1	138	82	-24.451453571671237	1e-05
APLNR	138	75	-8.239073042543927	0.00584
APLP1	138	62	-11.97705021566775	0.00045
APLP2	138	63	5.043862841607538	0.92185
APOA1	138	53	0.08740287338292474	0.51025
APOA2	138	70	2.728492928416861	0.79145
APOA4	138	57	3.4241163740412226	0.82295
APOB	138	68	1.1515734632280834	0.6318
APOBEC1	138	66	-0.6018558051077928	0.43146
APOBEC2	138	89	-5.346572718671188	0.03644
APOBEC3A	138	79	-2.5485230203242644	0.21144
APOBEC3B	138	90	-16.078560021475838	1e-05
APOBEC3C	138	84	-4.731426302329559	0.06107
APOBEC3F	138	66	-0.08148199626953494	0.4914
APOBEC3G	138	57	-0.885933693425775	0.40336
APOBR	138	70	3.5814851376590426	0.85709
APOC1	138	69	1.174752149617177	0.63547
APOC2	138	67	-2.1784423287929915	0.26295
APOC3	138	69	-4.215318920958347	0.10713
APOC4	138	58	3.1679929185452136	0.80418
APOD	138	69	-1.4664452553866019	0.33291
