	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ACAP1	174	73	-0.5059220027318875	0.38232
ACAP2	174	98	1.1193261672124248	0.78013
ACAT1	174	80	-0.13179430096793598	0.46621
ACAT2	174	98	-10.365205222135915	1e-05
ACBD3	174	101	-4.627317321488977	0.00084
ACBD4	174	52	0.12552310337437947	0.52643
ACCN1	174	84	2.212453014633155	0.92011
ACCN2	174	93	-4.135227098325642	0.0035
ACCN3	174	85	1.8646708115678838	0.88222
ACCN4	174	66	0.4258970523394141	0.59533
ACD	174	78	0.16377846948286146	0.53989
ACE	174	86	-0.9295680884324423	0.27253
ACE2	174	96	-4.93524991962157	0.00065
ACHE	174	75	-0.17541963498865792	0.45743
ACIN1	174	91	-4.474951091668747	0.00191
ACLY	174	96	-9.097161100194771	1e-05
ACN9	174	106	-6.3309521110230325	2e-05
ACO1	174	116	-4.502450060268345	0.00052
ACO2	174	94	-1.664509301107604	0.13003
ACOT11	174	76	0.26311903701345823	0.56477
ACOT13	174	78	-1.8330146102880136	0.13043
ACOT7	174	110	-8.964010992928442	1e-05
ACOT8	174	79	-0.8802621661136054	0.29219
ACOT9	174	63	-5.752098393839543	0.00152
ACOX1	174	109	-6.9264945342275395	1e-05
ACOX2	174	75	-0.0743938507138222	0.48219
ACOX3	174	88	-9.34622684313239	1e-05
ACOXL	174	88	-0.8869277746806872	0.28188
ACP1	174	86	-3.6571122162771146	0.01015
ACP2	174	97	-1.2332709421574952	0.19747
ACP5	174	84	-0.3948819757488273	0.39873
ACP6	174	94	1.4629003785761796	0.83789
ACPP	174	83	-0.6547248698432186	0.33827
ACR	174	102	-0.5916301367337898	0.33733
ACRV1	174	91	0.8141427859214828	0.70537
ACSBG1	174	106	0.49499878332867997	0.63897
ACSBG2	174	88	-0.3446722373374296	0.41291
ACSF2	174	76	-5.345152410915917	0.00091
ACSL1	174	102	-9.129933199442506	1e-05
ACSL3	174	84	-4.730061834344501	0.00194
ACSL4	174	125	-5.0727768111897795	8e-05
ACSL5	174	111	-5.090766762816176	0.00014
ACSL6	174	108	-1.2018047245503374	0.19237
ACSM1	174	79	2.2555616323755174	0.91644
ACSM3	174	76	-1.4136410525483165	0.19532
ACSM5	174	99	-3.3412401715355897	0.01175
ACSS3	174	75	-0.5586259205107885	0.36668
ACTA1	174	89	1.877851365463042	0.88886
ACTA2	174	108	-1.7027946821042146	0.10795
ACTB	174	83	-8.864868171550393	1e-05
ACTC1	174	80	-2.8833619199862977	0.03817
ACTG1	174	80	-6.917817748273608	2e-05
ACTG2	174	81	-0.1486771970284093	0.4654
ACTL6A	174	108	-8.232936526730743	1e-05
ACTL6B	174	78	-0.21431475389881202	0.44874
ACTL7A	174	99	-2.239683786985915	0.06146
ACTL7B	174	76	-0.08804667500388524	0.47805
ACTL8	174	86	-0.1763926299833374	0.4538
ACTN1	174	82	-6.467221618179977	0.0001
ACTN2	174	106	-1.9163386869091052	0.08568
ACTN3	174	92	0.028438118029728423	0.50893
ACTN4	174	82	-5.2570311874695035	0.00082
ACTR10	174	84	1.5008961041588897	0.83074
ACTR1A	174	89	-8.438784842323551	1e-05
ACTR1B	174	69	-3.079743067416637	0.03931
ACTR2	174	103	-2.641867185111534	0.03162
ACTR3	174	97	1.9676589939539797	0.9082
ACTR3B	174	98	-4.995796350195362	0.00043
ACTR5	174	108	-5.0635686649680745	0.00021
ACTR6	174	100	-2.6310372590266824	0.03459
ACTR8	174	89	0.7297291486638114	0.68458
ACVR1	174	93	-1.6421710483503074	0.13356
ACVR1B	174	105	-2.024626238414242	0.07367
ACVR2A	174	88	-5.129906868485213	0.0007
ACVR2B	174	70	-2.5176498654515562	0.07304
ACVRL1	174	84	0.4543187693907963	0.61382
ACYP1	174	123	-9.97873538758487	1e-05
ACYP2	174	87	-0.40684877352710475	0.39271
ADA	174	101	0.6250923079780603	0.66919
ADAM10	174	74	-0.18379268232804932	0.45733
ADAM11	174	96	-0.4972879751363818	0.36759
ADAM12	174	103	-1.0273663893932954	0.2331
ADAM15	174	94	-4.037034827638353	0.00418
ADAM17	174	76	-2.0544141534337443	0.10753
ADAM18	174	77	-0.6653637493510454	0.34208
ADAM19	174	123	-3.1438756688157663	0.00822
ADAM2	174	66	-1.3872373021193984	0.21469
ADAM20	174	96	-4.591395405524154	0.00123
ADAM22	174	93	1.437713194726278	0.83362
ADAM23	174	90	-4.369354332470269	0.00273
ADAM28	174	87	0.7696928067244868	0.69212
ADAM29	174	91	-0.6298512159949566	0.33726
ADAM30	174	100	-1.0068209469894154	0.24139
ADAM3A	174	78	-2.674452319424697	0.05261
ADAM5P	174	110	-3.0193966449572747	0.01487
ADAM7	174	82	-1.3181536206957587	0.20288
ADAM8	174	104	-0.15291322494811402	0.45605
ADAM9	174	102	-2.3400627165779984	0.0505
ADAMDEC1	174	91	-0.5605049096737054	0.3538
ADAMTS1	174	83	-2.7665770961768406	0.04197
ADAMTS12	174	79	-0.2593283378574015	0.43458
ADAMTS13	174	54	-1.3720781132916358	0.23984
ADAMTS2	174	86	-0.6872859853075924	0.32568
ADAMTS20	174	82	0.6513814535651478	0.66149
ADAMTS3	174	109	0.4274746726363638	0.62304
ADAMTS5	174	92	-1.5705533506838243	0.14751
ADAMTS6	174	87	0.38604405822147153	0.59823
ADAMTS7	174	52	-1.2044389286807409	0.26954
ADAMTS8	174	72	0.5850376777198406	0.63931
ADAMTS9	174	92	-1.8784433657217894	0.10616
ADAMTSL2	174	60	-1.578938623650018	0.19732
ADAMTSL3	174	125	-6.863122240028018	1e-05
ADAMTSL4	174	103	-2.309333016413724	0.05176
ADAP1	174	74	0.51778580459846	0.62364
ADAP2	174	72	0.5887534464752698	0.64018
ADAR	174	93	-6.514599950697234	3e-05
ADARB1	174	73	0.21842109522039083	0.55249
ADARB2	174	72	-0.7276975627538897	0.33283
ADAT1	174	104	-1.052113773304835	0.22632
ADCK2	174	93	-3.7951474413139326	0.0066
ADCK3	174	110	-1.2541225600306383	0.18113
ADCK4	174	93	-0.8650749552538312	0.27992
ADCY1	174	68	-2.999593585120689	0.04653
ADCY10	174	91	-2.3265299885846806	0.06211
ADCY2	174	98	0.3656911560762703	0.60028
ADCY3	174	102	-3.2607009931353885	0.01188
ADCY6	174	76	-1.614213113076636	0.16323
ADCY7	174	104	-6.752083532528482	1e-05
ADCY8	174	82	0.5521321109722398	0.63816
ADCY9	174	80	-3.8363464208606493	0.01045
ADCYAP1	174	93	1.9198937357563344	0.89992
ADCYAP1R1	174	83	-0.788132347603619	0.30682
ADD1	174	86	0.17515483472732304	0.54517
ADD2	174	80	0.16422991116301136	0.53967
ADD3	174	103	-4.09118269227057	0.00229
ADH1A	174	88	0.23366610933830667	0.56218
ADH1B	174	96	-0.7546091475447423	0.30433
ADH1C	174	98	1.6526145910205279	0.87266
ADH5	174	92	-4.034894915728896	0.00465
ADH6	174	111	-1.5373524627161412	0.1313
ADH7	174	83	-0.17405293663098872	0.45619
ADI1	174	75	-7.514272937505303	4e-05
ADIPOQ	174	77	-0.58675975386473	0.35963
ADIPOR1	174	74	-3.7350927769945392	0.01512
ADIPOR2	174	71	-2.093964241900055	0.1086
ADK	174	94	-8.397150748618904	1e-05
ADM	174	79	0.17269400668673618	0.54072
ADM2	174	100	-1.400966580111026	0.16474
ADNP	174	83	-0.21183384394372184	0.44714
ADNP2	174	71	0.3597083497233578	0.58477
ADO	174	110	-7.288322645410667	1e-05
ADORA1	174	91	-0.5793330001320278	0.34942
ADORA2B	174	89	-2.1824244121199885	0.07787
ADORA3	174	81	-1.7447553174403694	0.14104
ADPGK	174	104	-2.8169403206819905	0.02428
ADPRH	174	94	-3.1698284586147736	0.01726
ADRA1A	174	75	-0.3030284521011625	0.42709
ADRA1B	174	79	-1.58991214521893	0.16208
ADRA1D	174	78	-0.2022263304637745	0.45148
ADRA2A	174	103	-0.6021361995195728	0.3341
ADRA2B	174	79	-0.5721157478143265	0.35957
ADRA2C	174	36	-1.2053362716156215	0.30278
ADRB1	174	84	-0.16873571048310085	0.45608
ADRB2	174	110	-3.5301489912426582	0.00557
ADRB3	174	84	0.5387862893414052	0.63446
ADRBK1	174	106	-2.5620774365242003	0.03493
ADRBK2	174	103	-4.353944757084933	0.00136
ADRM1	174	99	-1.8963459800891225	0.09626
ADSL	174	86	-3.104522434130479	0.02369
ADSS	174	107	-0.3164703177791861	0.40738
AEBP1	174	90	-1.1455455365219105	0.22359
AEN	174	82	-9.082944453593342	1e-05
AES	174	69	0.5731998227327765	0.62898
AFAP1	174	92	-0.39810754839094786	0.39675
AFF1	174	78	2.179395383281836	0.90747
AFF2	174	98	1.754252553577456	0.88645
AFF3	174	74	1.0558358048538725	0.73778
AFF4	174	101	0.3993449393505621	0.61044
AFG3L2	174	88	-5.8824074323836415	0.00017
AFM	174	105	-2.0709166090160234	0.06921
AFP	174	90	0.11356453500483743	0.5301
AFTPH	174	76	0.41563800983665966	0.60026
AGA	174	72	0.266219496563869	0.56541
AGAP1	174	99	-0.7739207667188894	0.29707
AGAP2	174	73	-0.5544965987038323	0.37099
AGBL2	174	87	-1.588118302421122	0.15175
AGBL3	174	93	-1.7339277299742928	0.121
AGBL5	174	54	1.7822060474317938	0.8196
AGER	174	68	1.4996029956112935	0.80263
AGFG1	174	82	-7.34237471441874	1e-05
AGFG2	174	81	-1.1623774203887933	0.23606
AGGF1	174	86	-0.6220738097477271	0.34119
AGK	174	122	-5.998030956588538	1e-05
AGL	174	124	-4.401874122839213	0.00048
AGMAT	174	112	-1.1236463794407685	0.20419
AGPAT1	174	81	-0.7833254415730371	0.31526
AGPAT2	174	85	-1.6865932504193026	0.13892
AGPAT3	174	91	-1.1479207581306505	0.22299
AGPAT4	174	87	0.03564498670664223	0.50804
AGPAT5	174	120	-5.577517810500214	3e-05
AGPS	174	117	-8.241247641113448	1e-05
AGR2	174	103	-1.75468355054211	0.10736
AGRN	174	71	-1.208595341166555	0.23652
AGRP	174	85	-0.35804519911345856	0.40493
AGT	174	113	-2.0987451278810076	0.06048
AGTPBP1	174	85	1.369655781577023	0.81005
AGTR1	174	80	-1.6162258162419494	0.15629
AGTR2	174	77	-0.09480758103599475	0.47752
AGXT	174	94	-1.9499295613652528	0.09366
AGXT2L1	174	106	-1.792959768992905	0.10038
AHCTF1	174	91	-9.884765073379448	1e-05
AHCY	174	73	0.09921976996593884	0.52453
AHCYL1	174	78	-0.015956967181187873	0.49678
AHCYL2	174	108	0.11702337040832682	0.53191
AHDC1	174	90	0.06856232381783184	0.51826
AHI1	174	102	-1.7257729926022196	0.11166
AHNAK	174	81	-1.708567754321284	0.14581
AHNAK2	174	87	-0.5233403026398673	0.36394
AHR	174	71	-0.7777216321148608	0.32092
AHSA1	174	120	-5.360726950829691	4e-05
AHSG	174	79	0.8556107944300337	0.70048
AHSP	174	63	1.1627646863511647	0.74105
AICDA	174	86	0.42841559637824034	0.60839
AIDA	174	90	2.276820655748233	0.93243
AIF1	174	61	1.0529192387056279	0.7172
AIFM1	174	62	-8.69073341215881	4e-05
AIM1	174	74	0.019220985156919144	0.50653
AIM1L	174	72	-1.6733769217357268	0.16354
AIM2	174	84	0.16090861990753932	0.54048
AIMP1	174	102	-4.589460098562947	0.00088
AIMP2	174	91	-11.601608324580928	1e-05
AIP	174	56	1.3051135499917736	0.75413
AIPL1	174	93	0.36964869369039743	0.59765
AIRE	174	78	-0.3542337458301852	0.41479
AJAP1	174	73	0.049408707113668134	0.51288
AK1	174	105	-6.467605799424916	2e-05
AK2	174	94	-7.402586812567569	1e-05
AK4	174	101	-10.202408195544425	1e-05
AK5	174	85	1.4119622054544216	0.81734
AKAP1	174	83	-1.0538471022879685	0.25107
AKAP10	174	62	0.9176038972149674	0.69675
AKAP11	174	93	-2.449250374483631	0.05037
AKAP12	174	82	-1.5685963283617728	0.16198
AKAP13	174	75	0.7058979259591817	0.66638
AKAP17A	174	78	1.5540687594746365	0.83045
AKAP3	174	104	0.45801517507442296	0.6259
AKAP4	174	77	-1.3490999937936747	0.20384
AKAP5	174	90	-4.100598930031333	0.00442
AKAP6	174	81	0.7361699666904234	0.67985
AKAP7	174	81	-1.914516700306597	0.11843
AKAP8	174	96	-7.940430177986663	1e-05
AKAP8L	174	67	0.7510594451870032	0.66795
AKAP9	174	80	0.07562559566706042	0.51767
AKIP1	174	103	-3.783341797313093	0.00444
AKIRIN1	174	99	-6.308475354571134	2e-05
AKIRIN2-AS1	174	102	-0.39426432117014304	0.38831
AKR1A1	174	65	-7.354740705692329	0.00011
AKR1B1	174	97	-0.15186436226877162	0.45867
AKR1B10	174	101	-3.1824113063005557	0.01403
AKR1C1	174	87	-3.49569835593069	0.01302
AKR1C2	174	86	-5.160939776514084	0.00063
AKR1C3	174	75	-6.613958385470686	0.0002
AKR1C4	174	92	-0.2783871198717919	0.42741
AKR1D1	174	100	-2.265290221893231	0.05754
AKR7A2	174	41	-1.1595400164310765	0.29779
AKR7A3	174	70	-1.7943220734796792	0.14798
AKT1	174	71	-7.5871726289505075	5e-05
AKT2	174	87	-0.017534175087260958	0.49372
AKT3	174	78	-0.6591330400266329	0.34249
AKTIP	174	89	-8.053746218609124	1e-05
ALAD	174	73	-4.95882555896721	0.00252
ALAS1	174	82	3.235608804731662	0.97713
ALAS2	174	64	0.7762510003764698	0.67094
ALB	174	89	0.5649221428823076	0.64429
ALCAM	174	86	-4.07398367633519	0.00503
ALDH18A1	174	94	-9.66892218836592	1e-05
ALDH1A1	174	92	-0.9483574223858687	0.26386
ALDH1A2	174	96	-3.306581608377752	0.01383
ALDH1A3	174	91	0.8489280439365124	0.71379
ALDH1B1	174	78	0.32343958546864676	0.57857
ALDH1L1	174	82	2.058743989282535	0.9016
ALDH2	174	100	0.27919708196718473	0.57998
ALDH3A1	174	87	-2.4195101250130935	0.05919
ALDH3A2	174	95	-1.9558890623121759	0.09262
ALDH3B1	174	84	-1.207504025762683	0.22078
ALDH3B2	174	72	-1.1157760624390964	0.25417
ALDH4A1	174	61	-0.8422710619234013	0.32197
ALDH5A1	174	77	0.8585845625378868	0.70021
ALDH6A1	174	93	-1.1448013413211544	0.22025
ALDH7A1	174	46	-2.2098631369496577	0.14743
ALDH8A1	174	108	-2.6655377687026527	0.02858
ALDH9A1	174	81	-7.316301550266488	4e-05
ALDOA	174	87	-1.524127915684825	0.16138
ALDOAP2	174	72	-0.7129659951674947	0.33584
ALDOB	174	90	-0.826562375885372	0.29031
ALDOC	174	89	-9.808106228595145	1e-05
ALG12	174	81	-2.2338384963306535	0.0842
ALG13	174	80	-1.4634070590154438	0.18007
ALG3	174	84	-11.116587347076702	1e-05
ALG5	174	81	-9.758870820154858	1e-05
ALG6	174	103	-10.354326873326723	1e-05
ALG8	174	106	-6.613171240145801	2e-05
ALK	174	68	-0.2691329401911173	0.43524
ALKBH1	174	96	-9.004161296586984	1e-05
ALKBH4	174	88	-1.8043601816439876	0.1185
ALLC	174	110	-0.20359508611846153	0.44036
ALMS1	174	105	-2.0229334664352425	0.07387
ALOX12	174	94	0.43483238696071536	0.61645
ALOX12B	174	87	0.11514456800343328	0.52857
ALOX12P2	174	85	-0.23072776617620044	0.43762
ALOX15	174	87	-1.689967719418441	0.13685
ALOX15B	174	93	-1.3363248060481483	0.18395
ALOX5	174	101	3.1285238254827075	0.98475
ALOX5AP	174	97	1.4642047198586405	0.84105
ALOXE3	174	91	0.3533369956755296	0.59273
ALPI	174	86	-1.747542629168373	0.12985
ALPK1	174	93	1.2075742038064805	0.79176
ALPK3	174	89	-0.6371169249056091	0.3355
ALPL	174	121	-3.765324784588543	0.00234
ALPP	174	85	-1.5117784579250058	0.16532
ALPPL2	174	94	-2.885963631487987	0.02711
ALS2CL	174	76	-9.67300385460368	1e-05
ALS2CR8	174	66	-0.7685072421186415	0.32962
ALX1	174	77	0.1622981489591383	0.54122
ALX3	174	81	1.6978116998899984	0.85651
ALX4	174	80	-0.5325981542935412	0.36784
AMACR	174	82	-3.110639239888146	0.02836
AMBN	174	89	0.08759905337207091	0.52269
AMBP	174	105	0.17019565858980668	0.54576
AMBRA1	174	99	-4.378817610791539	0.00158
AMD1	174	97	-7.935129206492019	1e-05
AMDHD2	174	72	-1.2656910240927284	0.22686
AMELX	174	81	-0.5233414842493562	0.37447
AMELY	174	105	0.74552165516768	0.70157
AMFR	174	103	-4.518819723456021	0.001
AMH	174	66	-1.3466373531908276	0.22129
AMHR2	174	83	-0.509823300317268	0.3722
AMIGO2	174	51	0.6162850634370166	0.62296
AMMECR1	174	108	-7.098523804959516	1e-05
AMN	174	61	-2.6082755415521732	0.08129
AMOT	174	97	2.173895892969547	0.92899
AMOTL2	174	84	-1.136947736196922	0.2342
AMPD1	174	103	0.09033183495602604	0.52392
AMPD2	174	94	0.13920302129721476	0.53727
AMPD3	174	93	0.7762891120794883	0.69947
AMPH	174	97	0.4908936790998337	0.6298
AMT	174	68	-0.9025122511801338	0.29861
AMZ2	174	74	-0.7897486019352385	0.31773
ANAPC1	174	107	-8.45612622127784	1e-05
ANAPC10	174	115	-7.5987070161553705	1e-05
ANAPC13	174	82	-0.769333266669342	0.31347
ANAPC2	174	60	-2.273734544013604	0.11163
ANAPC5	174	84	-7.98644757621643	2e-05
ANG	174	95	0.25929787569837764	0.568
ANGEL1	174	87	-3.288209219059735	0.01781
ANGEL2	174	85	0.5651990316507076	0.6406
ANGPT1	174	106	1.0241017137094968	0.76913
ANGPT2	174	84	1.620238247134774	0.84879
ANGPT4	174	91	-1.4487849680751028	0.16734
ANGPTL2	174	83	-0.6345536346602622	0.34286
ANGPTL3	174	109	-0.5314368894569049	0.35037
ANGPTL4	174	87	-1.483941871348004	0.16768
ANGPTL7	174	102	0.3919889897413773	0.60859
ANK1	174	103	-2.2608714265903216	0.05559
ANK2	174	117	1.3588250176753447	0.84616
ANK3	174	68	-0.6470184494615909	0.35104
ANKFY1	174	109	-4.589227806814931	0.00058
ANKH	174	88	0.8801844167654833	0.72024
ANKHD1	174	96	-9.145293901958542	1e-05
ANKLE2	174	108	-6.744394186841713	1e-05
ANKMY1	174	62	-0.6504086356772611	0.36179
ANKMY2	174	101	-5.104488201500403	0.00032
ANKRA2	174	70	0.10529306531307313	0.52409
ANKRD1	174	118	-6.396997500540379	1e-05
ANKRD10	174	90	-2.8302381972073674	0.03241
ANKRD11	174	97	0.6377858459133154	0.66668
ANKRD12	174	82	0.6072269519954949	0.65111
ANKRD17	174	100	-6.700898830840913	1e-05
ANKRD2	174	93	-3.2324833156061104	0.01612
ANKRD26	174	80	0.5913130927609925	0.64283
ANKRD27	174	86	-5.289681906473551	0.00053
ANKRD28	174	88	0.9193372514478348	0.72908
ANKRD34C	174	102	1.3781617654467084	0.83447
ANKRD36	174	76	0.6937355575790322	0.66315
ANKRD36B	174	76	0.36914404827767616	0.58979
ANKRD36BP2	174	87	0.6013322551209327	0.652
ANKRD40	174	90	-6.534375538526702	2e-05
ANKRD46	174	105	-3.7403558220403625	0.00423
ANKRD49	174	107	-3.6357343418815256	0.00538
ANKRD5	174	99	-5.9748994590159175	5e-05
ANKRD53	174	82	-0.10520387357996494	0.47479
ANKRD55	174	86	-0.4181876685816834	0.39208
ANKRD57	174	79	-0.5543182964105974	0.36337
ANKRD6	174	80	-1.02859985338671	0.25858
ANKRD7	174	98	1.1422161337818928	0.78537
ANKS1A	174	83	-2.138446567808967	0.08965
ANKS1B	174	76	1.0925559735119903	0.7474
ANKZF1	174	54	1.234254319956045	0.73784
ANO1	174	87	0.8461400090573657	0.70933
ANO10	174	85	-6.682311162196805	6e-05
ANO2	174	85	-1.2181142411928694	0.2156
ANO3	174	83	-0.7873952491943015	0.30697
ANP32A	174	105	-3.5627652186369754	0.00603
ANP32A-IT1	174	82	-0.8042612193530045	0.30564
ANP32B	174	82	-4.179408574515289	0.00591
ANP32C	174	97	-0.2931309658488245	0.42028
ANP32E	174	118	-9.171532778237777	1e-05
ANPEP	174	94	-5.467259855800235	0.00029
ANTXR1	174	99	-4.002496679700224	0.00337
ANXA1	174	85	-3.094523783803506	0.02648
ANXA10	174	92	-0.1539663395223948	0.46029
ANXA11	174	98	-4.579131004450386	0.0011
ANXA13	174	76	-1.6905661940315424	0.15255
ANXA2	174	89	-4.766270365535754	0.00137
ANXA2P1	174	89	-2.730117023359347	0.03862
ANXA2P2	174	83	-8.314163725204882	1e-05
ANXA2P3	174	78	-5.101401305117153	0.00147
ANXA3	174	79	-1.4544728699288951	0.18326
ANXA4	174	60	-1.35348615599497	0.23255
ANXA5	174	85	-6.293946424081834	0.00011
ANXA6	174	75	0.6936221007411364	0.66341
ANXA7	174	91	-8.946733806557063	1e-05
ANXA9	174	65	-1.5593860145922693	0.19039
AOAH	174	79	1.4153092033315342	0.81005
AOC2	174	111	-3.660338372380033	0.00434
AOC3	174	78	-0.16665524034954815	0.46042
AOC4	174	67	-2.691748598705789	0.06458
AOX1	174	80	-3.4181292493507187	0.01883
AP1AR	174	79	-0.8899495829919233	0.29043
AP1B1	174	87	-8.600784833692236	1e-05
AP1G1	174	89	-6.18140171667409	3e-05
AP1G2	174	69	-2.457321480443647	0.07776
AP1M2	174	64	-0.5542662854708494	0.37593
AP1S1	174	117	-3.94443800295239	0.0017
AP1S2	174	86	0.19017550846765444	0.54935
AP2A2	174	65	-0.363624742832791	0.41909
AP2B1	174	113	-0.15586775246880102	0.4513
AP2M1	174	83	-8.218047031811341	1e-05
AP2S1	174	100	-7.798392593508352	1e-05
AP3B1	174	82	0.08914550868371839	0.52458
AP3B2	174	69	0.9723405703089726	0.71206
AP3D1	174	78	0.8191315693149742	0.69348
AP3M2	174	108	0.704353223019911	0.6939
AP3S1	174	73	-0.8431440385594499	0.30655
AP3S2	174	66	0.7300560933294508	0.66252
AP4E1	174	76	0.7198584001143764	0.66945
AP4M1	174	92	-0.9760767271893254	0.25777
AP4S1	174	102	-1.4548093670209017	0.15214
APAF1	174	100	-0.47219057151773286	0.37281
APBA1	174	100	-0.7676966174179861	0.29648
APBA2	174	74	0.6906563717102902	0.66208
APBA3	174	89	-0.38602301320797444	0.39959
APBB1	174	86	0.3757002947112656	0.59518
APBB1IP	174	92	-0.12084187563359093	0.46889
APBB2	174	98	-1.5337689392106446	0.14574
APBB3	174	63	-1.2832883019717032	0.23737
APC	174	104	-1.5182567097089559	0.13987
APC2	174	74	-0.34887250047695406	0.41843
APCS	174	100	1.1264543705963033	0.78383
APEH	174	53	-2.607224812718128	0.09453
APEX1	174	60	0.09725155143363601	0.52352
APEX2	174	79	-1.320151553017247	0.206
APH1A	174	99	-2.212376847060591	0.06364
APH1B	174	88	0.18757897253220004	0.55065
API5	174	115	-8.718302201995112	1e-05
APIP	174	102	-1.2793750082990571	0.18214
APITD1	174	92	-11.565674049463961	1e-05
APLNR	174	86	0.6581183061885764	0.66379
APLP1	174	99	0.20690207042260325	0.55787
APLP2	174	80	-0.4878360799699673	0.37859
APOA1	174	81	0.8908215600025736	0.7139
APOA2	174	90	1.9313944442689168	0.89844
APOA4	174	79	-0.7381860607793553	0.32184
APOB	174	98	2.145268323817552	0.92865
APOBEC1	174	103	0.5654398221127261	0.65489
APOBEC2	174	101	-0.5165429746301496	0.3572
APOBEC3A	174	92	-1.0224071894886133	0.24773
APOBEC3B	174	87	-3.393485206235366	0.01532
APOBEC3C	174	84	-3.183436417549988	0.02424
APOBEC3F	174	75	-0.4840972789895589	0.38327
APOBEC3G	174	66	-1.2550706785565744	0.23699
