	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
HMGCS1	96	37	-7.836132491330822	0.01207
HMOX1	96	24	-0.16730862053038134	0.48493
HN1L	96	72	-7.69415698841714	0.00066
HOMER2	96	67	-9.883459510647812	7e-05
HOOK2	96	44	2.9600740177065035	0.83293
HOXA10	96	69	-4.74358585988707	0.02597
HOXA5	96	51	-2.582918681464266	0.18133
HPRT1	96	74	-11.4722782962476	1e-05
HS2ST1	96	60	-2.8609234193867237	0.13921
HSD17B10	96	64	-10.766285463349465	2e-05
HSD17B11	96	39	2.088151552095401	0.73962
HSPA1A	96	26	-3.0988123898257465	0.21605
HSPA4	96	48	-3.9126684950712547	0.09366
HSPA8	96	58	-14.929426820773376	1e-05
HSPB1	96	30	-5.389729208501039	0.07762
HSPD1	96	64	-17.405223915034114	1e-05
HTATSF1	96	44	-7.809630154604409	0.00723
HTRA1	96	44	2.4510277843239447	0.78787
HYOU1	96	52	-4.116636291001888	0.07449
IARS2	96	34	-9.194939030413895	0.00682
ICAM1	96	55	1.9706706266671266	0.76133
ICAM3	96	60	-12.222393206770768	1e-05
ICMT	96	55	-11.181454625830652	7e-05
ID2	96	53	-1.0603234195803233	0.35172
IDE	96	61	-6.966356568047508	0.00433
IER3	96	54	-12.09891989172456	4e-05
IFNAR1	96	41	0.738574148757227	0.59272
IFRD2	96	66	-11.077801078768509	1e-05
IGF1R	96	52	-4.7557281182369024	0.04797
IGF2BP2	96	54	-6.609111520881178	0.00967
IGF2R	96	42	3.2737239897830186	0.84984
IGFBP3	96	43	-0.41334024715035544	0.447
IGHMBP2	96	67	-3.8384336798233405	0.0632
IKBKAP	96	56	-11.179702685508886	3e-05
IKBKB	96	23	-5.452386541116002	0.10425
IKBKE	96	78	-10.11737850174552	1e-05
IKZF1	96	62	0.9730565125388251	0.64734
IL13RA1	96	47	3.5533786065852624	0.88327
IL1B	96	38	-1.455025504567214	0.33009
IL4R	96	55	-4.082366366617785	0.06933
ILK	96	33	-0.6624954751840106	0.42349
INPP1	96	54	-10.395933685708632	0.0002
INPP4B	96	43	-8.913746314860727	0.00305
INSIG1	96	40	1.032009653463566	0.62615
INTS3	96	55	-0.8832128573120313	0.37264
IPO13	96	47	-0.3874943006242307	0.44917
IQGAP1	96	42	-3.5602880033434943	0.12988
ISOC1	96	47	0.01982570903070974	0.50388
ITFG1	96	15	0.48787756705876045	0.54073
ITGAE	96	53	-5.585011263760246	0.02473
ITGB1BP1	96	51	-9.789953936576646	0.00045
ITGB5	96	42	-5.385577601077778	0.04608
JMJD6	96	34	3.1324627187110172	0.81608
JUN	96	66	-3.6189840176467105	0.07358
KAT6A	96	51	-0.40348030119012707	0.44206
KAT6B	96	55	-2.8623041995618297	0.14738
KCNK1	96	36	-3.245976984247552	0.16837
KCTD5	96	60	-13.594774745954798	1e-05
KDELR2	96	50	-14.210793484173012	2e-05
KDM3A	96	25	0.7022389405249506	0.57218
KDM5A	96	26	-1.6067974142538142	0.33973
KDM5B	96	40	-0.9973527220668925	0.37929
KEAP1	96	29	-2.9497429856057304	0.2176
KIAA0100	96	57	-10.169472029995275	0.00014
KIAA0196	96	36	-0.3821753000576597	0.45174
KIAA0355	96	60	-2.6079331926516285	0.16068
KIAA0494	96	20	0.15111514704573822	0.51377
KIAA0528	96	42	0.07627926273055612	0.51143
KIAA0753	96	37	-3.731251228388508	0.13259
KIAA0907	96	35	1.6219121804728258	0.68222
KIAA1033	96	32	1.7592613809308526	0.68631
KIAA1279	96	45	-1.839148540892555	0.27274
KIF14	96	54	3.771528809488521	0.91299
KIF20A	96	37	4.795820265050442	0.92187
KIF2C	96	58	-5.835229319865538	0.0155
KIF5C	96	60	1.5859716070790781	0.72848
KIT	96	49	0.5106343914526466	0.5705
KLHDC2	96	19	-0.17499245827441998	0.48374
KLHL21	96	46	-0.9295478447292826	0.37734
KLHL9	96	55	-4.577892882372834	0.04871
KTN1	96	24	-0.9096039702049137	0.41168
LAGE3	96	56	-15.447044393482562	1e-05
LAMA3	96	54	-4.811410282040607	0.04175
LAP3	96	35	-4.879456805230844	0.08113
LBR	96	72	-11.150640573524871	1e-05
LGALS8	96	34	0.5485956654879222	0.56591
LGMN	96	41	-1.899736592367126	0.2755
LIG1	96	60	-8.900878306394496	0.00045
LIPA	96	66	-13.92092252140008	1e-05
LOXL1	96	50	-8.708093190048995	0.00179
LPAR2	96	24	3.3244315343259614	0.79083
LPGAT1	96	49	-14.283254912490506	1e-05
LRP10	96	22	-0.5873510199048287	0.4466
LRPAP1	96	36	-0.5281514693383993	0.43538
LRRC16A	96	45	-3.7727242549531756	0.10831
LRRC41	96	35	3.3537128715524296	0.83498
LSM5	96	35	14.644870306764773	0.99996
LSM6	96	64	-10.820142070416562	2e-05
LSR	96	43	1.4480229698206353	0.67995
LYN	96	62	-6.433542825555194	0.00691
LYPLA1	96	46	-6.562116166511109	0.01654
LYRM1	96	62	3.7779030939576366	0.92583
MACF1	96	36	-4.2085270368755205	0.10847
MALT1	96	60	-6.925525027527784	0.00448
MAMLD1	96	67	-12.184451492848904	1e-05
MAN2B1	96	23	-0.25192873476219585	0.47795
MAP2K5	96	37	-5.865566676285371	0.04298
MAP3K4	96	67	-8.19032445592125	0.0007
MAP4K4	96	63	-8.416889356470131	0.00058
MAP7	96	60	-4.841018637793135	0.03245
MAPK13	96	54	-8.3363064760749	0.00169
MAPK1IP1L	96	52	-0.41448802474028396	0.44056
MAPK9	96	53	3.9330752777506977	0.9181
MAPKAPK2	96	46	5.000768283556422	0.95019
MAPKAPK3	96	68	-14.15509806196371	1e-05
MAPKAPK5	96	29	-5.656750724922046	0.07261
MAST2	96	76	-9.85352768906775	1e-05
MAT2A	96	61	-4.2982462720590755	0.05045
MBNL1	96	59	-6.870542882893013	0.00518
MBNL2	96	32	-5.705323841054357	0.05983
MBOAT7	96	38	4.53469470494161	0.9119
MBTPS1	96	24	-2.815862390728335	0.24641
MCM3	96	76	-14.48394459417841	1e-05
MCOLN1	96	58	0.4142084622295969	0.56053
ME2	96	71	-12.146793600411097	1e-05
MEF2C	96	48	-1.223251241501647	0.33848
MELK	96	65	-8.98721888392735	0.00016
MEST	96	38	4.288783572206789	0.90035
METRN	96	49	-3.0582179940501066	0.14833
MFSD10	96	49	-6.0704360804056625	0.02031
MICALL1	96	41	-0.6611410152916467	0.41712
MIF	96	53	-11.834026601772717	2e-05
MKNK1	96	18	-4.7572383946666665	0.16334
MLEC	96	39	-16.08392726271031	2e-05
MLLT11	96	56	-12.067300266653588	1e-05
MMP1	96	62	0.7940724026837159	0.62097
MMP2	96	37	0.9000125933870613	0.60865
MNAT1	96	70	-12.135543217391403	1e-05
MOK	96	56	-4.65611822800918	0.04575
MPZL1	96	51	-4.333546187979752	0.06568
MRPL12	96	65	-14.62999372831496	1e-05
MRPL19	96	73	-10.082294017609307	5e-05
MRPS16	96	48	-5.486043424575949	0.03352
MRPS2	96	65	-8.196576071398644	0.00057
MSH6	96	70	-10.214752088363724	5e-05
MSRA	96	58	-6.525007313018858	0.00788
MTA1	96	48	-4.831518151520971	0.05249
MTERFD1	96	40	-0.6797623678581804	0.41714
MTF2	96	67	-6.977426633120256	0.00285
MTFR1	96	50	-0.47761198606667743	0.43363
MTHFD2	96	50	-14.443713830019162	2e-05
MUC1	96	40	-5.484718197794424	0.04657
MVP	96	29	-0.49696680191782994	0.44773
MYBL2	96	76	-14.100031674087637	1e-05
MYC	96	53	-1.9189864669957126	0.24641
MYCBP	96	51	-13.068032466618023	2e-05
MYCBP2	96	51	2.1583880769679946	0.77412
MYL9	96	49	-8.114343990856312	0.00354
MYLK	96	59	1.3841100667818544	0.70011
MYO10	96	45	-1.5630075143263815	0.30385
NARFL	96	49	-0.9848190236941152	0.36648
NCAPD2	96	34	1.9142350150915048	0.71133
NCK1	96	38	-7.003550250008695	0.02048
NCK2	96	29	1.661014487242579	0.67286
NCOA3	96	15	-2.0234090559206908	0.34458
NENF	96	42	0.9865668161495158	0.62494
NET1	96	33	-6.04665229666107	0.04729
NFATC3	96	63	6.85552026665439	0.99594
NFATC4	96	41	1.679696272658779	0.70206
NFE2L2	96	25	-1.0823594412256323	0.39481
NFIL3	96	41	-13.627136703618524	6e-05
NFKB2	96	53	1.1433866275398978	0.65786
NFKBIA	96	20	-4.527890764297665	0.16224
NFKBIB	96	63	-7.498590055150557	0.00166
NFKBIE	96	66	2.491369193647154	0.83986
NGRN	96	59	-10.140608411157837	0.00012
NIPSNAP1	96	30	-6.890213899537526	0.03692
NISCH	96	34	0.7739053766273829	0.5909
NIT1	96	30	-1.4762134132064773	0.34286
NMT1	96	51	0.7604488404603942	0.60443
NNT	96	48	-4.74490583881584	0.05582
NOL3	96	53	-3.2611868470419125	0.12236
NOLC1	96	77	-15.473953451384372	1e-05
NOS3	96	55	1.4289760893936188	0.69521
NOSIP	96	53	-0.6387504654657941	0.4081
NOTCH1	96	53	2.7482016300624896	0.83427
NPC1	96	46	-0.515524686799756	0.43103
NPDC1	96	19	-2.769207068521279	0.273
NPEPL1	96	37	0.16826212997356066	0.52168
NPRL2	96	55	-1.027059472010235	0.35302
NR1H2	96	38	-2.9488485207901607	0.18684
NR2F6	96	34	4.165138397360081	0.88203
NR3C1	96	69	-2.6463258861602434	0.13865
NRAS	96	65	-9.89538583492059	5e-05
NRIP1	96	57	-11.272912039096258	5e-05
NSDHL	96	45	1.3372632397033524	0.67432
NT5DC2	96	38	3.7331009639972064	0.86984
NUCB2	96	46	-7.36296493931766	0.00875
NUDCD3	96	53	-6.547605536591796	0.01095
NUDT9	96	41	2.4611798903953557	0.7803
NUP133	96	45	4.167105612027041	0.91327
NUP62	96	64	-7.124741724999557	0.00263
NUP85	96	48	-3.294579934807879	0.13331
NUP88	96	67	-13.55392278443996	1e-05
NUP93	96	69	-14.642590142451624	1e-05
