	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
BTK	96	60	-5.0274161611369435	0.03538
BUB1B	96	58	-6.022784205754841	0.01711
BZW2	96	50	0.9456983530069539	0.62051
C2CD2	96	75	-2.703534576333084	0.13669
C2CD2L	96	65	-8.58058741284265	0.00079
C5	96	35	-2.4868024634423755	0.24427
CAB39	96	44	-12.481057387970042	0.00023
CALM3	96	57	-1.9085440615910405	0.25103
CALU	96	38	-0.017931495316708252	0.50082
CAMSAP2	96	40	2.0935393602093204	0.73327
CANT1	96	57	-2.154905125392844	0.22444
CAPN1	96	54	2.2341171289621964	0.78001
CASC3	96	56	1.0039167472625856	0.63962
CASK	96	62	-5.627060654413786	0.01906
CASP10	96	59	2.290854966967086	0.79385
CASP2	96	68	-12.57600502840281	1e-05
CASP3	96	76	-5.74954889512423	0.00943
CASP7	96	47	-7.721875615929027	0.00817
CAST	96	36	-9.842846589883454	0.00457
CAT	96	20	-2.647266470293806	0.28458
CBLB	96	32	0.1803189026399354	0.51769
CBR1	96	38	1.651077861437473	0.6863
CBR3	96	58	-11.124016387760175	5e-05
CCDC85B	96	24	-0.790765793859703	0.42789
CCDC86	96	55	1.3050709981693618	0.67439
CCDC90A	96	53	-4.59812134938411	0.06164
CCDC92	96	41	-8.14313915649761	0.00909
CCL2	96	54	4.105886389148037	0.92113
CCNA1	96	39	3.8937167790137432	0.87126
CCNA2	96	78	-15.228016053608698	1e-05
CCNB1	96	62	-5.285148932525903	0.02612
CCNB2	96	51	-3.5727710550778102	0.11892
CCND1	96	72	-9.185054941384514	0.00016
CCND3	96	54	-15.499008826996677	1e-05
CCNE2	96	63	-14.69993882570727	1e-05
CCNF	96	66	-14.771387645790561	1e-05
CCNH	96	45	-7.543475063131402	0.01072
CCP110	96	71	-13.227309523679304	1e-05
CD320	96	66	-10.795125782209244	2e-05
CD40	96	51	-7.198970023150421	0.00961
CD44	96	38	-1.4468962702498758	0.33858
CD58	96	56	-5.677284927489528	0.02447
CD97	96	56	-4.983134986273484	0.04161
CDC20	96	60	-8.948423747125444	0.00084
CDC25A	96	67	-17.72372609600423	1e-05
CDC25B	96	39	0.4706777773234508	0.556
CDC42	96	53	-1.3618537499253616	0.31891
CDC45	96	70	-14.091250771383429	1e-05
CDCA4	96	76	-13.145041637550602	1e-05
CDH3	96	59	1.6247782530410457	0.7187
CDK1	96	70	-15.483956421445903	1e-05
CDK19	96	46	-1.7970966032927698	0.28348
CDK2	96	70	-15.987452991435198	1e-05
CDK4	96	64	-7.3924661332818555	0.00313
CDK5R1	96	57	-4.712953671510996	0.04897
CDK6	96	64	-4.155586555511282	0.06141
CDK7	96	37	-0.6002327769964056	0.43217
CDKN1A	96	36	-8.11581225726628	0.01433
CDKN1B	96	35	0.7667785042237674	0.58601
CDKN2A	96	43	-2.1501629921655105	0.25412
CEBPA	96	48	-2.000035830614336	0.2595
CEBPD	96	33	-0.6534485006553564	0.42819
CEBPZ	96	78	-13.117943185284421	1e-05
CENPE	96	69	-15.721699117160242	1e-05
CEP57	96	57	1.3863156353460848	0.68841
CERK	96	52	-5.29427568065444	0.03829
CETN3	96	67	-7.782647234474814	0.00141
CFLAR	96	35	2.0754973807647055	0.71834
CGRRF1	96	57	-1.6294287131668754	0.28324
CHAC1	96	32	-2.831764230027083	0.22372
CHEK1	96	71	-11.979606800749382	1e-05
CHEK2	96	78	-11.479227457413353	1e-05
CHERP	96	71	-5.8954936349432385	0.01076
CHIC2	96	34	-11.462870333454061	0.00181
CHMP4A	96	28	6.139571543620555	0.93085
CHMP6	96	50	-5.646036425108301	0.03249
CHN1	96	54	-4.475242727710048	0.06236
CHP	96	43	-2.0170989598766136	0.2677
CIAPIN1	96	51	-1.6035357194418816	0.29682
CIRBP	96	33	0.7580235522200016	0.58048
CISD1	96	49	-1.7757368702540202	0.27945
CLIC4	96	27	-7.459900680306925	0.03964
CLPX	96	46	-4.18558810310013	0.09283
CLSTN1	96	40	1.6930278569983828	0.69176
CLTB	96	50	-5.078477383325119	0.04752
CLTC	96	43	-0.7044429324359059	0.41461
CNDP2	96	23	-3.1021933579196515	0.24053
CNOT4	96	55	-2.7176543467622998	0.17188
CNPY3	96	58	1.1661561557986881	0.66335
COASY	96	45	-8.129891056612564	0.00688
COG2	96	61	-8.927898106866472	0.00065
COG4	96	49	1.1269031224857329	0.64159
COG7	96	37	-5.60455168211561	0.05844
COL1A1	96	49	-3.4687073005262596	0.12906
COL4A1	96	33	1.2152809873843997	0.62854
COPB2	96	39	2.580984294565248	0.77592
COPS7A	96	54	2.824426769625006	0.83547
CORO1A	96	55	-3.5596926125420105	0.10827
CPNE3	96	34	-1.8356823929855188	0.30612
CPSF4	96	64	-0.4100303606039252	0.43986
CREB1	96	55	1.4228979309206418	0.68919
CREG1	96	35	1.3503007161692189	0.64638
CRELD2	96	51	-0.08083697482936818	0.48886
CRK	96	47	-3.0104250551481164	0.1678
CRKL	96	47	-6.460530491072007	0.02134
CRTAP	96	50	0.6860372384395047	0.58689
CRYZ	96	27	0.43370151241240285	0.54133
CSK	96	44	-11.932015569372245	0.00032
CSNK1A1	96	50	-1.9580587724691922	0.25708
CSNK1E	96	38	0.06168946933218014	0.50956
CSNK2A2	96	45	1.6874172695513558	0.70358
CSRP1	96	45	-1.6692682695911416	0.29882
CTNNAL1	96	58	-3.1177176867297964	0.1333
CTNND1	96	41	-0.79754662962157	0.40191
CTSD	96	14	-2.3824992965395304	0.33159
CTSL1	96	44	-0.04100191096084719	0.49445
CTTN	96	43	-6.382370687273752	0.02709
CXCL2	96	44	-1.833569374536241	0.28659
CXCR4	96	57	-5.2632132650616406	0.03238
CYB561	96	47	-2.0986310297288586	0.24931
CYCS	96	63	-1.587674740735379	0.27562
CYTH1	96	44	-2.8631974945999112	0.18836
DAG1	96	36	-7.971588052177416	0.01568
DAXX	96	47	0.999953374753694	0.62602
DCK	96	71	-11.139580220205042	2e-05
DCTD	96	59	-3.6851958945029755	0.09401
DCUN1D4	96	46	0.37470859011126423	0.54669
DDB2	96	63	-10.514332390419046	6e-05
DDIT4	96	41	-8.670696588992161	0.00637
DDR1	96	31	-0.41771761036355315	0.4564
DDX10	96	50	0.36353137813046343	0.5456
DDX42	96	34	-2.3425814345212936	0.26073
DECR1	96	31	-1.8106823716588403	0.3174
DENND2D	96	55	-5.518352663849772	0.02895
DERA	96	48	-7.889831106513359	0.00614
DFFA	96	44	-0.5496816798537897	0.43227
DFFB	96	64	-3.3937017784192447	0.10309
DHDDS	96	42	1.3503847185756497	0.65881
DHRS7	96	24	1.3284170877783845	0.62297
DHX29	96	61	-3.954126780894792	0.07433
DLD	96	52	-5.424513684970074	0.03484
DMTF1	96	57	-1.4563348311648394	0.30408
DNAJA3	96	47	0.9739160653643792	0.62313
DNAJB1	96	49	-6.906781131359267	0.01358
DNAJB2	96	23	-1.7631503438147345	0.34395
DNAJB6	96	41	1.41368541620467	0.66215
DNAJC15	96	35	0.2743785630209237	0.5321
DNM1	96	48	1.4058139679930672	0.67575
DNM1L	96	40	-0.8453619075793829	0.399
DNMT1	96	71	-14.129801637515298	1e-05
DNMT3A	96	26	0.3429040208321822	0.5315
DNTTIP2	96	70	0.29115776510018293	0.54783
DPH2	96	65	-5.864728290138465	0.01363
DRAP1	96	74	-5.695079194043459	0.01121
DSG2	96	29	4.933143512482255	0.89073
DUSP11	96	42	2.5209315232582026	0.77785
DUSP14	96	64	-8.09263601641159	0.00155
DUSP22	96	49	2.035427607790239	0.7465
DUSP3	96	26	-1.2492543232822233	0.37923
DUSP4	96	45	-12.156195635108922	0.00027
DUSP6	96	45	-15.526799985104908	1e-05
DYNLT3	96	51	-6.723985808515025	0.01403
DYRK3	96	58	2.219132718493893	0.78794
E2F2	96	59	-3.5007985264789943	0.10537
EAPP	96	58	1.5142351666191394	0.7079
EBNA1BP2	96	57	-9.176830024695876	0.00078
EBP	96	57	-13.064381272529465	1e-05
ECD	96	55	2.6277040133891063	0.81785
ECH1	96	24	0.16810993074323943	0.51647
EDEM1	96	32	-3.5968910009166155	0.16916
EDN1	96	39	1.7234857136381094	0.69504
EED	96	65	-18.609085804485506	1e-05
EGF	96	46	0.5471110661817599	0.56829
EGFR	96	46	-1.7876645232473032	0.28457
EGR1	96	57	-0.8201008091258813	0.38616
EIF4EBP1	96	55	-16.598696841040663	1e-05
EIF4G1	96	59	4.056600382467312	0.92579
EIF5	96	54	-7.0935101977978015	0.00807
ELAC2	96	48	-8.672224655826087	0.00318
ELAVL1	96	75	-11.610303871409693	1e-05
ELOVL6	96	51	-15.942607988120264	1e-05
EML3	96	33	1.887500707483615	0.69505
ENOPH1	96	61	-6.081508996309491	0.01317
ENOSF1	96	62	-5.378984048841425	0.02402
EPB41L2	96	67	-2.666966874087477	0.1537
EPHA3	96	58	-0.7332268430192094	0.39809
EPHB2	96	60	-7.946521332986866	0.00263
EPN2	96	50	-1.475433729338923	0.30805
EPRS	96	45	1.1726826590719004	0.64354
ERBB2	96	30	-2.760476751071011	0.23832
ERBB3	96	48	-1.0849540614797892	0.36261
ERO1L	96	44	-14.513194380771528	2e-05
ETFB	96	22	-3.029589475751407	0.25075
ETS1	96	50	-1.2250207454201116	0.33783
ETV1	96	40	-16.45233398209881	1e-05
EVL	96	65	-6.799436978485565	0.00541
EXOSC4	96	58	-3.5886715046558013	0.09974
EXT1	96	36	4.029359890306243	0.87222
EZH2	96	77	-16.402500231167615	1e-05
FAH	96	47	-7.052819771719998	0.01354
FAIM	96	31	-1.152221229509551	0.38143
FAM20B	96	55	-1.8613818791510433	0.25871
FAM57A	96	51	-6.777795963484675	0.0135
FAM63A	96	42	0.6887529769795568	0.58208
FAM69A	96	42	1.0957910299320968	0.6294
FAS	96	55	-7.483681957428041	0.00525
FASTKD5	96	46	-3.529147142319874	0.13216
FAT1	96	42	-2.0040291552103118	0.27094
FBXL12	96	48	-5.104210284011694	0.05095
FBXO11	96	56	-11.279646854920887	9e-05
FBXO21	96	44	-2.142951253376971	0.25503
FBXO7	96	52	-0.8195580684427278	0.39062
FCHO1	96	35	2.479253019929898	0.75507
FDFT1	96	22	2.6743680272062065	0.72555
FEZ2	96	57	-3.431690797684128	0.1132
FGFR2	96	40	-3.456894132595819	0.15311
FGFR4	96	55	-3.1686153080906783	0.13556
FHL2	96	46	-8.079606555640543	0.00655
FIS1	96	58	-3.8213022955838043	0.08646
FKBP14	96	47	-5.095595709786178	0.05313
FKBP4	96	30	2.129265842054469	0.70964
FOS	96	45	-4.605121040270867	0.07542
FOSL1	96	75	-10.784948688586235	2e-05
FOXJ3	96	62	-2.1126302913997077	0.21799
FOXO3	96	30	-2.7088674365488026	0.24228
FOXO4	96	28	1.978647215191628	0.68976
FPGS	96	36	-1.2260914281532738	0.36471
FRS2	96	47	-1.73955985504168	0.2878
FSD1	96	48	-1.8349697560711236	0.27649
FUT1	96	32	0.5155747620329215	0.55338
FYN	96	28	1.0379002212105197	0.60277
FZD1	96	51	-4.106153527626609	0.08805
FZD7	96	39	-5.366058664923654	0.06174
G3BP1	96	56	-7.051727508914526	0.00752
GAA	96	32	1.4539243324357278	0.64961
GABPB1	96	59	-10.579426521773868	0.00012
GADD45A	96	25	1.3964947541726382	0.63077
GADD45B	96	38	-3.1478566524565488	0.18231
GALE	96	57	-2.030982237891257	0.23812
GAPDH	96	30	-3.1542312408986013	0.20809
GATA2	96	49	-5.300653210897691	0.04396
GATA3	96	57	-7.1272285262144175	0.00652
GDPD5	96	34	4.233062137019455	0.87365
GFOD1	96	57	-3.3238751512363516	0.12052
GFPT1	96	39	-0.03344653135041268	0.49707
GHR	96	50	-0.099374869808416	0.48445
GLI2	96	33	-2.9033437202761228	0.2164
GLOD4	96	37	-8.09955956152499	0.01349
GLRX	96	36	-1.5924562951843981	0.32647
GMNN	96	73	-10.2381976397339	3e-05
GNA11	96	62	-6.605748373175913	0.00778
GNA15	96	46	-3.1687592102907436	0.15745
GNAI1	96	59	-1.3975993357537875	0.30694
GNAI2	96	34	-3.2050488407400377	0.19029
GNAS	96	43	3.201088907471878	0.8363
GNB5	96	56	1.3508518855840865	0.68347
GNPDA1	96	29	-0.09678462243601851	0.4913
GOLT1B	96	35	-1.033078632214181	0.38683
GPATCH8	96	48	-2.7198961667147743	0.19002
GPC1	96	30	-5.171875914408324	0.09537
GPER	96	40	-2.152088568840311	0.25952
GPR56	96	45	-4.1565291960742865	0.09661
GRB10	96	33	-2.060277576670084	0.2877
GRB7	96	39	0.8963169434700768	0.60541
GRN	96	19	3.2509438746175503	0.75038
GRWD1	96	58	-4.634515081069471	0.0499
GSTM2	96	38	-6.510223777638138	0.03268
GSTZ1	96	28	0.6091292683769924	0.56072
GTF2A2	96	61	-4.350374808943395	0.05629
GTF2E2	96	51	4.044333749795527	0.91063
GTPBP8	96	56	-2.6352988805992723	0.18081
H2AFV	96	47	-6.801359995309525	0.01674
HADH	96	52	0.1771650828622783	0.52307
HAT1	96	58	-10.417302250315203	0.00021
HDAC2	96	56	-7.905963918042269	0.00337
HDAC6	96	25	1.6991894239349548	0.65721
HDGFRP3	96	59	-8.368348619192538	0.00152
HEATR1	96	38	1.1306270948528758	0.63101
HEBP1	96	47	-1.0209674804042919	0.37098
HERC6	96	56	-7.3912929087212556	0.00557
HERPUD1	96	21	-1.7036162279591067	0.35442
HES1	96	44	-9.223867962233694	0.00273
HIF1A	96	32	-0.24388704922276558	0.47171
HIST1H2BK	96	46	-6.726654375610392	0.01835
HIST2H2BE	96	53	-2.258450540121539	0.22114
HK1	96	59	-3.78043189593348	0.08839
HLA-DMA	96	35	0.8697211813496527	0.59652
HLA-DRA	96	53	-6.184301661471677	0.01929
HMG20B	96	40	-0.9736385617716121	0.38453
HMGA2	96	58	-5.430931766822196	0.02703
HMGCR	96	29	-0.4537632283440004	0.45506
HMGCS1	96	36	3.250633298214484	0.82152
HMOX1	96	36	0.38514847291975807	0.54249
HN1L	96	44	-0.21351415105823607	0.47272
HOMER2	96	35	-3.0050833695149914	0.20178
HOOK2	96	38	-0.5275752749324694	0.44051
HOXA10	96	55	-1.644941839198622	0.28368
HOXA5	96	55	-7.474587042404945	0.00532
HPRT1	96	62	-13.613051755585401	1e-05
HS2ST1	96	46	-9.662687915849972	0.0017
HSD17B10	96	54	1.871484655524683	0.74102
HSD17B11	96	60	-4.362696280123668	0.05838
HSPA1A	96	34	0.7456771387445313	0.57962
HSPA4	96	36	-3.3966879877043605	0.17227
HSPA8	96	54	-4.99570513841208	0.04365
HSPB1	96	36	-1.895824500153529	0.29734
HSPD1	96	53	-10.774160528673686	0.00022
HTATSF1	96	49	2.4319302302969317	0.78594
HTRA1	96	43	0.14796735937782982	0.51787
HYOU1	96	39	-9.351525838778652	0.00463
IARS2	96	33	1.1193319481919468	0.61851
ICAM1	96	26	1.0373112790045862	0.5976
ICAM3	96	57	-8.002314598131093	0.00264
ICMT	96	64	-15.946641880756006	1e-05
ID2	96	61	-0.27703569064719336	0.45736
IDE	96	57	-7.769509587033452	0.00354
IER3	96	44	-7.699712469965115	0.01032
IFNAR1	96	45	0.4245624377499211	0.55172
IFRD2	96	44	-15.695784403924124	1e-05
IGF1R	96	40	3.1412670327210463	0.82344
IGF2BP2	96	42	-1.076409673046271	0.37062
IGF2R	96	27	1.6441533964100303	0.65575
IGFBP3	96	53	-3.463792153258799	0.12058
IGHMBP2	96	62	-8.242432483303148	0.00116
IKBKAP	96	53	-2.435614312790302	0.20369
IKBKB	96	38	-7.26119337850569	0.02072
IKBKE	96	53	-2.3963756036977992	0.20728
IKZF1	96	58	-1.9705196570577987	0.24103
IL13RA1	96	50	-4.255460230889027	0.08063
IL1B	96	45	0.44429633733415314	0.55407
IL4R	96	62	-1.2002102094192837	0.32939
ILK	96	42	-1.69188888702307	0.3021
INPP1	96	67	-6.335143194872889	0.00758
INPP4B	96	58	-3.317203729235986	0.1183
INSIG1	96	36	-3.1111891048966744	0.19255
INTS3	96	42	-2.4039399206647425	0.23249
IPO13	96	44	-1.6697249446759606	0.304
IQGAP1	96	34	-1.309645678404122	0.35843
ISOC1	96	46	-1.0576090767298985	0.36751
ITFG1	96	51	1.6393057531035509	0.70958
ITGAE	96	41	-3.8763626111856158	0.12304
ITGB1BP1	96	42	3.831573294758753	0.87655
ITGB5	96	42	-10.710275004793901	0.00095
JMJD6	96	54	-3.4406342254437368	0.11849
JUN	96	67	-4.578270667798105	0.04072
KAT6A	96	56	-4.492642497352279	0.059
KAT6B	96	55	-3.811391203216274	0.09383
KCNK1	96	70	0.23774337194213388	0.53909
KCTD5	96	67	-11.539096056074218	2e-05
KDELR2	96	71	-10.365192455442008	4e-05
KDM3A	96	42	3.1562032517457697	0.82982
KDM5A	96	44	2.1977915642788988	0.75178
KDM5B	96	37	-3.4324104827842277	0.16482
KEAP1	96	45	-0.9162608801107245	0.3852
KIAA0100	96	40	-7.991641643578671	0.01111
KIAA0196	96	34	-0.20642030124430244	0.47545
KIAA0355	96	46	-0.933868454251713	0.38214
KIAA0494	96	29	-6.211950660848106	0.06286
KIAA0528	96	42	-2.793755818155596	0.19863
KIAA0753	96	55	-2.2154667672206285	0.22005
KIAA0907	96	47	0.3157491077985711	0.54098
KIAA1033	96	36	2.4953833810526365	0.76038
KIAA1279	96	52	-2.481064834156671	0.20296
KIF14	96	62	-12.145834278714071	1e-05
KIF20A	96	74	-7.360713043991121	0.00177
KIF2C	96	40	-2.358584182206495	0.24135
KIF5C	96	67	-9.177986244032493	0.00014
KIT	96	51	-0.2664962706543619	0.46464
KLHDC2	96	27	1.021248521211142	0.59793
KLHL21	96	61	3.643319006509122	0.9061
KLHL9	96	54	-1.29063897354328	0.32863
KTN1	96	37	-2.9023455421863322	0.20481
LAGE3	96	56	-1.1780801973804704	0.34233
LAMA3	96	45	-7.269274206376864	0.01327
LAP3	96	45	-1.420977068977364	0.3267
LBR	96	57	-21.81121640350802	1e-05
LGALS8	96	28	1.708612565214877	0.66587
LGMN	96	42	4.680074413313431	0.92031
LIG1	96	64	-18.964550500910804	1e-05
LIPA	96	26	-0.452410594031327	0.45416
LOXL1	96	63	-4.992867341928894	0.03216
LPAR2	96	27	2.3506448476972506	0.71721
LPGAT1	96	32	-10.467309028017425	0.00478
LRP10	96	32	-0.3942773499909026	0.45637
LRPAP1	96	43	2.4958830893855914	0.77858
LRRC16A	96	51	-1.06566572116864	0.3613
LRRC41	96	24	0.06919767309647212	0.50742
LSM5	96	50	8.585326089413101	0.99698
LSM6	96	59	-14.867205810480481	1e-05
LSR	96	45	-0.5239618074970938	0.43232
LYN	96	61	5.274229965207205	0.9715
LYPLA1	96	52	-7.678613594228633	0.00539
LYRM1	96	56	-4.408827135547227	0.06263
MACF1	96	48	-2.4557265497137326	0.21414
MALT1	96	39	-3.094483544617864	0.18363
MAMLD1	96	71	-10.809560947223234	2e-05
MAN2B1	96	33	0.8554097695720354	0.59118
MAP2K5	96	30	-2.571088521237635	0.25289
MAP3K4	96	63	-11.602220550609882	3e-05
MAP4K4	96	53	-10.794150473126008	0.00022
MAP7	96	59	1.9540153563560771	0.75703
MAPK13	96	57	-5.683773699910217	0.02373
MAPK1IP1L	96	38	-4.185483795349452	0.11623
MAPK9	96	58	-3.645307818523236	0.09654
MAPKAPK2	96	51	2.863192325416105	0.83139
MAPKAPK3	96	54	-0.7478833229463693	0.39842
MAPKAPK5	96	38	-6.130735500253959	0.04083
MAST2	96	56	-1.1620282288113064	0.34422
MAT2A	96	51	-7.195102973114557	0.00967
MBNL1	96	54	-4.169316084085913	0.07629
MBNL2	96	30	1.240985944712029	0.62683
MBOAT7	96	21	6.78341989145605	0.92138
MBTPS1	96	28	-4.287961611980226	0.14604
MCM3	96	80	-17.43222235694927	1e-05
MCOLN1	96	58	-5.65259336979537	0.02294
ME2	96	60	-6.378015687876911	0.01133
MEF2C	96	55	-0.7072291450952212	0.40185
MELK	96	69	-19.57937374410642	1e-05
MEST	96	37	0.7351954786229007	0.58234
METRN	96	49	-4.079778552865841	0.09203
MFSD10	96	48	2.4710016300283555	0.78834
MICALL1	96	63	-6.985854086855188	0.00533
MIF	96	43	-1.1521019794810683	0.3617
MKNK1	96	25	-3.9511459602446184	0.17817
MLEC	96	60	-6.241075809812606	0.01288
MLLT11	96	65	4.560174672396846	0.95807
MMP1	96	50	-9.127917520106779	0.00176
MMP2	96	36	0.4118667490984499	0.54548
MNAT1	96	56	1.2920111434414112	0.6762
MOK	96	38	-5.165115855950612	0.07046
MPZL1	96	44	-6.631494962421992	0.02199
MRPL12	96	63	-4.582332904146845	0.04454
MRPL19	96	65	-2.095515314689996	0.21445
MRPS16	96	41	-2.968308686886891	0.18474
MRPS2	96	47	4.049195380568925	0.90201
MSH6	96	57	-13.399385837749554	1e-05
MSRA	96	52	2.974316803869278	0.84143
MTA1	96	46	-3.4235176269737733	0.13918
MTERFD1	96	36	-0.19555683902250667	0.47702
MTF2	96	53	-7.997975341802785	0.0038
MTFR1	96	27	2.5397251028089642	0.73259
MTHFD2	96	65	-14.909160952369174	1e-05
MUC1	96	54	-0.9501397487911344	0.37111
MVP	96	14	-3.7282227130524093	0.25228
MYBL2	96	63	-13.903942831674888	1e-05
MYC	96	50	-7.009649219090175	0.01156
MYCBP	96	68	-11.682642715031486	1e-05
MYCBP2	96	73	-2.9870450245677365	0.11811
MYL9	96	19	-2.1752669316945985	0.32517
MYLK	96	47	-1.4148123187188844	0.32432
MYO10	96	73	-6.733850061045095	0.00372
NARFL	96	64	-2.378719120632159	0.18709
NCAPD2	96	61	-9.08472964570539	0.00056
NCK1	96	43	2.666685241897444	0.79375
NCK2	96	57	-5.588710719295881	0.02547
NCOA3	96	29	-0.7508887515445686	0.42555
NENF	96	27	-1.7670071890128305	0.32963
NET1	96	47	-8.567592998408564	0.00384
NFATC3	96	64	-4.071175219710083	0.06511
NFATC4	96	51	1.2414911123892407	0.66214
NFE2L2	96	43	4.571057182206419	0.91839
NFIL3	96	51	-0.35377686732263175	0.453
NFKB2	96	57	0.1795118157419411	0.52577
NFKBIA	96	39	1.0527549185357143	0.62297
NFKBIB	96	62	-5.866925404908193	0.01528
NFKBIE	96	44	0.22067145902319907	0.52635
NGRN	96	47	-3.2739521866484718	0.1474
NIPSNAP1	96	21	-3.976221562044079	0.19579
NISCH	96	30	1.97644369118433	0.69562
NIT1	96	45	1.2300528341839267	0.65035
NMT1	96	49	-5.004849575224956	0.05314
NNT	96	60	2.152131067071661	0.78215
NOL3	96	39	-1.5352702024666351	0.32615
NOLC1	96	48	-1.4775702163613134	0.31647
NOS3	96	45	-4.338433621223469	0.0878
NOSIP	96	37	-7.950763168990114	0.01481
NOTCH1	96	43	-5.916471389323641	0.03672
NPC1	96	34	0.4673837286783518	0.54895
NPDC1	96	28	0.2538898037138532	0.52519
NPEPL1	96	43	-3.174009568946993	0.16638
NPRL2	96	38	-3.8444781703601176	0.13504
NR1H2	96	56	-2.1003995584137303	0.23337
NR2F6	96	46	0.9584285993926563	0.61911
NR3C1	96	69	0.7723089445452558	0.61692
NRAS	96	47	-0.04174062638251282	0.49446
NRIP1	96	44	-3.82672181405537	0.11837
NSDHL	96	44	-1.968340405565379	0.27277
NT5DC2	96	65	-5.640193145869617	0.01676
NUCB2	96	50	-4.673287771566378	0.06227
NUDCD3	96	41	-8.56445228199621	0.00679
NUDT9	96	34	-5.379396598551556	0.07388
NUP133	96	49	-0.5117843209938405	0.43192
NUP62	96	67	-12.637623409710473	1e-05
NUP85	96	58	-5.1890670428781	0.03265
NUP88	96	68	-13.503671823970196	1e-05
NUP93	96	49	-3.8365617113829207	0.10532
