	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ABLIM3	96	66	-5.621530708920759	0.01275
ABO	96	57	-4.967927296766718	0.03395
ABP1	96	58	2.0518160021686733	0.77812
ABR	96	50	-2.109428917892418	0.23334
ABT1	96	54	-0.6751119289945665	0.40087
ABTB2	96	66	-2.178330108025213	0.19295
ACAA1	96	41	-9.720568764275175	0.0019
ACAA2	96	56	-10.785893540233628	9e-05
ACACA	96	64	-14.946956530958033	1e-05
ACACB	96	52	-0.8137114308405385	0.38577
ACAD10	96	30	-4.253132928551891	0.12615
ACAD8	96	40	-1.3185347723502612	0.34296
ACADL	96	71	-8.243529199782412	0.0004
ACADM	96	57	-0.6393598522160986	0.40245
ACADS	96	46	-2.7788048107769914	0.17967
ACADSB	96	40	0.8634674352673773	0.61009
ACADVL	96	25	-0.2418416573754267	0.47469
ACAN	96	44	2.6462684699829024	0.80351
ACAP1	96	47	-1.3498712808673885	0.3246
ACAP2	96	28	1.7269191094004466	0.68038
ACAT1	96	61	-7.001251668277699	0.00395
ACAT2	96	55	-7.960671308926469	0.00253
ACBD3	96	45	-0.7813011848940887	0.40029
ACBD4	96	34	-0.5424838726953052	0.43752
ACCN1	96	57	0.12671574996241333	0.51496
ACCN2	96	52	-5.248573399181374	0.03266
ACCN3	96	40	0.819037665668671	0.60488
ACCN4	96	49	3.6337622154209304	0.89436
ACD	96	75	-10.885145787698082	1e-05
ACE	96	44	-0.2978815338581913	0.4621
ACE2	96	52	-10.247515982425025	0.00029
ACHE	96	57	-0.3156666174664537	0.44882
ACIN1	96	49	-0.3461918274860055	0.45559
ACLY	96	62	-15.839615571242142	1e-05
ACN9	96	66	-9.41458552282695	8e-05
ACO1	96	54	-12.11668568081722	3e-05
ACO2	96	42	4.884392755314991	0.93739
ACOT11	96	50	-6.827892155679599	0.01012
ACOT13	96	26	3.7383459265273284	0.8244
ACOT7	96	73	-9.375200703478116	6e-05
ACOT8	96	38	1.7185375480465965	0.70077
ACOT9	96	67	-12.894311845893856	1e-05
ACOX1	96	40	-13.795408544741282	5e-05
ACOX2	96	33	-4.398277022816939	0.10924
ACOX3	96	54	-11.762634754010913	6e-05
ACOXL	96	52	-1.5924023469215782	0.28387
ACP1	96	47	-4.534603414551761	0.0656
ACP2	96	38	3.167655428400587	0.83119
ACP5	96	52	1.042147358604085	0.64353
ACP6	96	40	3.6291165893662964	0.87131
ACPP	96	29	0.022274645117584365	0.50338
ACR	96	52	1.455996367367987	0.69672
ACRV1	96	53	4.726810786986951	0.95331
ACSBG1	96	40	-0.7533616218039542	0.40968
ACSBG2	96	42	0.4067170791612842	0.55289
ACSF2	96	36	-3.060365352922478	0.18421
ACSL1	96	52	-7.7088358227063045	0.00378
ACSL3	96	62	-4.977987349167074	0.02851
ACSL4	96	44	-6.622586221367193	0.01762
ACSL5	96	56	-5.146269213477893	0.03052
ACSL6	96	39	-1.8038690246611688	0.28961
ACSM1	96	64	-10.442425812449288	4e-05
ACSM3	96	58	-2.0562840950069847	0.22113
ACSM5	96	38	-0.6124975712553653	0.42625
ACSS3	96	37	2.4817176742680864	0.77235
ACTA1	96	62	-3.722626056582251	0.07649
ACTA2	96	56	-0.2306495831887844	0.4642
ACTB	96	53	-10.230736878862317	0.00028
ACTC1	96	56	-9.859575720362532	0.00021
ACTG1	96	51	-6.87110086411978	0.00952
ACTG2	96	43	-1.2904722795729306	0.339
ACTL6A	96	52	-6.345466305703195	0.01356
ACTL6B	96	52	3.2085455607514004	0.87003
ACTL7A	96	57	-1.7109967624200175	0.26105
ACTL7B	96	47	-4.249931071746288	0.07823
ACTL8	96	36	-0.048723823628672315	0.49652
ACTN1	96	60	-5.32325637334394	0.02225
ACTN2	96	63	-6.603888525563729	0.00575
ACTN3	96	65	-0.7662699364904723	0.37994
ACTN4	96	45	-2.3236463004690724	0.22253
ACTR10	96	28	-0.8127533265934591	0.41882
ACTR1A	96	70	-9.108815795653499	0.00015
ACTR1B	96	40	0.3550346957476762	0.5472
ACTR2	96	42	-7.2179619671191775	0.01339
ACTR3	96	42	-4.5751630873451035	0.0755
ACTR3B	96	55	-2.776919315045943	0.1558
ACTR5	96	61	-10.47779411627885	4e-05
ACTR6	96	51	-6.9467970094124825	0.00887
ACTR8	96	46	-3.018812336333113	0.16001
ACVR1	96	35	2.9163263236875427	0.8041
ACVR1B	96	55	-1.2293554937413003	0.32781
ACVR2A	96	32	-7.693152633814241	0.02061
ACVR2B	96	36	-0.3662374982412264	0.45804
ACVRL1	96	51	-1.0949096029660679	0.35033
ACYP1	96	61	-5.265546085030657	0.02236
ACYP2	96	16	-2.3015820362616832	0.32062
ADA	96	45	-1.2202094561918366	0.3455
ADAM10	96	35	-2.69249162022105	0.21466
ADAM11	96	56	-1.5984039429766197	0.27443
ADAM12	96	53	2.0576181809515828	0.76926
ADAM15	96	53	-0.21415032710458887	0.46914
ADAM17	96	36	-4.141179565142538	0.113
ADAM18	96	51	-1.7899289960948257	0.26504
ADAM19	96	64	-5.187882514313666	0.02074
ADAM2	96	53	-0.30099704963798435	0.45657
ADAM20	96	43	-0.6107421622408565	0.42103
ADAM22	96	58	0.32149793005243926	0.54763
ADAM23	96	41	6.793306476256566	0.98187
ADAM28	96	49	-0.582660064101116	0.42273
ADAM29	96	51	-1.9955112544667035	0.2415
ADAM30	96	31	-3.4089702847358603	0.1771
ADAM3A	96	53	2.1841077296594884	0.78345
ADAM5P	96	62	-2.203970049712904	0.19781
ADAM7	96	55	-1.9758946490065494	0.23674
ADAM8	96	42	-4.631495502608142	0.07287
ADAM9	96	49	-1.7314522629021942	0.27729
ADAMDEC1	96	44	-0.03683157915833103	0.49599
ADAMTS1	96	46	-3.1870166424477535	0.1466
ADAMTS12	96	59	1.559298270448385	0.72197
ADAMTS13	96	46	0.01716729325086142	0.50334
ADAMTS2	96	48	4.911626707551002	0.95184
ADAMTS20	96	48	1.8605183086241666	0.73927
ADAMTS3	96	55	1.0868158614161454	0.65482
ADAMTS5	96	46	-3.810438206932749	0.1054
ADAMTS6	96	57	2.6307631310032242	0.83283
ADAMTS7	96	38	-2.230780080174779	0.24689
ADAMTS8	96	52	1.1685894951313502	0.65965
ADAMTS9	96	61	-6.809111916943118	0.00475
ADAMTSL2	96	33	-1.6691353638795718	0.31692
ADAMTSL3	96	44	2.417198287930324	0.78161
ADAMTSL4	96	47	0.28346013205928355	0.53891
ADAP1	96	50	-1.8385862886018467	0.26288
ADAP2	96	38	1.956822329037139	0.72582
ADAR	96	40	-4.0942529916324775	0.10484
ADARB1	96	46	2.0861982766301055	0.75563
ADARB2	96	56	-1.0764373429939902	0.34351
ADAT1	96	62	0.16304918000223562	0.52415
ADCK2	96	64	-13.337683842276004	1e-05
ADCK3	96	70	0.006982094635563608	0.49987
ADCK4	96	51	2.3230273393531644	0.79235
ADCY1	96	56	-5.612712079267586	0.02089
ADCY10	96	50	-1.8551580406041221	0.26113
ADCY2	96	41	0.11062859253971014	0.51201
ADCY3	96	71	-6.198893871143992	0.00511
ADCY6	96	24	-0.19926511811464379	0.47728
ADCY7	96	49	-6.476402473167001	0.014
ADCY8	96	40	-0.9965570957845014	0.38056
ADCY9	96	30	2.398702041154293	0.74311
ADCYAP1	96	59	1.1651801844019276	0.67101
ADCYAP1R1	96	30	-3.8114897119881177	0.15191
ADD1	96	41	0.46793583005305134	0.5578
ADD2	96	52	2.696368839136689	0.82873
ADD3	96	42	-0.4855909201473889	0.43823
ADH1A	96	39	-0.8090429162997905	0.4011
ADH1B	96	54	2.3945486005957606	0.80601
ADH1C	96	46	4.0026227631973175	0.90798
ADH5	96	47	3.030426511494318	0.84487
ADH6	96	29	4.776035930310503	0.89431
ADH7	96	30	0.27764389124669536	0.53103
ADI1	96	43	-2.0937028690594537	0.2513
ADIPOQ	96	60	-1.6705726747463394	0.26226
ADIPOR1	96	23	-1.1427160406070653	0.38753
ADIPOR2	96	33	-1.1118369188792834	0.37437
ADK	96	66	-13.027998266084676	1e-05
ADM	96	57	3.2908451427164636	0.88653
ADM2	96	56	-4.454383679653286	0.0514
ADNP	96	69	-6.949159033527292	0.00243
ADNP2	96	62	-10.591796402254703	3e-05
ADO	96	67	-11.565085406727276	2e-05
ADORA1	96	58	-0.4842713625204329	0.42839
ADORA2B	96	56	-12.960363544290562	1e-05
ADORA3	96	26	-1.5239979414219347	0.3485
ADPGK	96	39	-3.5403976930330985	0.13857
ADPRH	96	49	-5.78606443700932	0.02462
ADRA1A	96	51	-0.5969655064646193	0.41636
ADRA1B	96	53	1.665768248071163	0.726
ADRA1D	96	39	0.038988840504687435	0.5046
ADRA2A	96	55	0.5503023287858633	0.58032
ADRA2B	96	48	1.3244850914487916	0.67497
ADRA2C	96	37	3.20978797668257	0.83207
ADRB1	96	46	-2.5381229480957517	0.20144
ADRB2	96	68	-4.377291222002673	0.03943
ADRB3	96	56	-10.840193800854415	9e-05
ADRBK1	96	55	1.0871824618512442	0.6549
ADRBK2	96	27	6.407406681665648	0.94366
ADRM1	96	65	-7.627464233667045	0.00121
ADSL	96	73	-14.491787127575321	1e-05
ADSS	96	41	5.617910594879736	0.9591
AEBP1	96	56	-2.005672883638828	0.22736
AEN	96	67	-16.031898748601204	1e-05
AES	96	41	-1.2858673898449855	0.33901
AFAP1	96	59	0.6297191292762433	0.5948
AFF1	96	30	-0.659488969643796	0.42878
AFF2	96	40	-1.5595972619413534	0.3165
AFF3	96	43	-0.08648255626311555	0.48861
AFF4	96	53	-2.8659564333939698	0.15553
AFG3L2	96	57	-12.270083726658493	1e-05
AFM	96	46	1.7271632495592795	0.71682
AFP	96	50	3.400304454023807	0.88042
AFTPH	96	40	-1.8078922500294063	0.28871
AGA	96	34	-3.8301723157004193	0.13699
AGAP1	96	61	-14.74351710621742	1e-05
AGAP2	96	49	-0.21245546595617942	0.47436
AGBL2	96	38	1.37183278165196	0.66354
AGBL3	96	51	-0.6572878471859468	0.40851
AGBL5	96	35	-0.8269023729880125	0.4032
AGER	96	42	0.20567358819446036	0.52708
AGFG1	96	55	-10.879532323589205	6e-05
AGFG2	96	38	-0.4309309725894952	0.44907
AGGF1	96	45	-4.57208527868085	0.06711
AGK	96	72	-7.982348873742302	0.00051
AGL	96	54	-1.9372705195676179	0.24102
AGMAT	96	48	0.9531722797116169	0.62866
AGPAT1	96	52	-0.01813207108337788	0.49743
AGPAT2	96	61	-5.9811661134712555	0.01139
AGPAT3	96	54	-1.3196979435472338	0.31496
AGPAT4	96	52	-2.394357575216761	0.19763
AGPAT5	96	65	-9.301947001001489	8e-05
AGPS	96	56	0.8056489906909895	0.61577
AGR2	96	62	1.4402156617581585	0.70956
AGRN	96	36	-5.948288833230385	0.04334
AGRP	96	54	-5.822482935669057	0.01921
AGT	96	57	-3.3742479424532754	0.10518
AGTPBP1	96	57	-2.88251104801527	0.14225
AGTR1	96	56	0.6753232807389662	0.59687
AGTR2	96	42	5.032638859661804	0.94253
AGXT	96	54	-0.3773091413057759	0.44351
AGXT2L1	96	28	1.1804966287961658	0.62666
AHCTF1	96	55	-4.059310898210983	0.07015
AHCY	96	56	-15.99372211479261	1e-05
AHCYL1	96	30	-3.217456378795276	0.19204
AHCYL2	96	39	-1.1970146120676026	0.35606
AHDC1	96	44	1.305467174827273	0.66442
AHI1	96	58	3.8895977643998383	0.9243
AHNAK	96	37	0.9837356568638677	0.61678
AHNAK2	96	37	5.74189524893689	0.95448
AHR	96	35	-2.0506910323263408	0.27269
AHSA1	96	47	-2.204806538335666	0.22813
AHSG	96	40	1.8048423214522893	0.71693
AHSP	96	34	0.21485881138954055	0.52448
AICDA	96	41	1.2848475783873756	0.65681
AIDA	96	46	1.1957212476395422	0.65571
AIF1	96	25	5.056547323550698	0.88996
AIFM1	96	54	-11.773094802983604	6e-05
AIM1	96	42	-1.4570012798690257	0.321
AIM1L	96	42	-1.11763717146054	0.36145
AIM2	96	39	0.1959235975435035	0.5247
AIMP1	96	65	-7.391150487505694	0.00166
AIMP2	96	63	-13.229259738408087	1e-05
AIP	96	48	-0.6793883903138178	0.40987
AIPL1	96	38	1.8509826635128825	0.71518
AIRE	96	52	-7.326807408020748	0.00542
AJAP1	96	42	-0.6817795345827683	0.41421
AK1	96	64	-11.039099433993199	1e-05
AK2	96	69	-16.326188350688668	1e-05
AK4	96	61	-20.267276103373543	1e-05
AK5	96	39	2.300812947892332	0.76042
AKAP1	96	73	-3.785308280068703	0.05789
AKAP10	96	30	1.224652017192828	0.63215
AKAP11	96	37	-2.508275975703121	0.22298
AKAP12	96	70	-6.946046944301796	0.00251
AKAP13	96	30	1.341573562672283	0.64365
AKAP17A	96	35	1.5080190862821317	0.67113
AKAP3	96	50	3.645073361410343	0.89572
AKAP4	96	45	-2.1776205739935572	0.23692
AKAP5	96	42	-2.925534651254529	0.17575
AKAP6	96	50	-2.297375303340051	0.21326
AKAP7	96	40	-9.178786905697418	0.00363
AKAP8	96	66	-12.783327610899283	1e-05
AKAP8L	96	49	1.6025284976917664	0.71081
AKAP9	96	32	0.01326197966903796	0.50089
AKIP1	96	63	-7.104567053863229	0.00356
AKIRIN1	96	51	-8.170002044623327	0.00287
AKIRIN2-AS1	96	50	-2.0534307515570602	0.23939
AKR1A1	96	26	-1.3929495479155434	0.36038
AKR1B1	96	53	-9.092449219446134	0.00093
AKR1B10	96	46	-13.045676673582104	2e-05
AKR1C1	96	46	-12.540005676413458	4e-05
AKR1C2	96	47	-14.22904172315174	1e-05
AKR1C3	96	46	-10.729217493616504	0.00041
AKR1C4	96	31	2.646491759507898	0.76581
AKR1D1	96	47	-2.379119684667491	0.2111
AKR7A2	96	44	5.179971256698477	0.95185
AKR7A3	96	53	3.1451566414493155	0.86989
AKT1	96	59	-8.540766969973657	0.00072
AKT2	96	56	1.5301791381592562	0.71179
AKT3	96	48	-2.4883767424673997	0.19896
AKTIP	96	47	-6.715697465523666	0.01361
ALAD	96	27	-0.903837266932498	0.40667
ALAS1	96	31	2.0415623168127084	0.71418
ALAS2	96	39	0.014591864265307614	0.50139
ALB	96	47	2.8434341643623835	0.83004
ALCAM	96	55	-6.347827632054359	0.01109
ALDH18A1	96	65	-12.995576540019938	1e-05
ALDH1A1	96	48	-2.690148997855561	0.18039
ALDH1A2	96	56	-3.2500555923899235	0.11487
ALDH1A3	96	66	-3.914381843679166	0.05935
ALDH1B1	96	42	-4.28588127932195	0.08922
ALDH1L1	96	34	3.381916860579173	0.83402
ALDH2	96	39	5.103330411615215	0.9372
ALDH3A1	96	40	-3.9561333142223565	0.11205
ALDH3A2	96	30	-1.0384736924534117	0.38845
ALDH3B1	96	36	-4.144616982626655	0.11287
ALDH3B2	96	57	-8.64227618692496	0.00093
ALDH4A1	96	33	1.1020909969036075	0.62299
ALDH5A1	96	20	-0.7108503846365468	0.43527
ALDH6A1	96	27	0.2586392354951421	0.52666
ALDH7A1	96	47	3.316344720632033	0.86607
ALDH8A1	96	36	0.642629702905088	0.57916
ALDH9A1	96	43	-8.453401370638531	0.00462
ALDOA	96	61	-13.39948974064492	1e-05
ALDOAP2	96	38	-4.443020171636374	0.0905
ALDOB	96	51	-1.5086288246549169	0.29788
ALDOC	96	56	-14.906975179299547	1e-05
ALG12	96	28	5.537649961579907	0.92308
ALG13	96	45	-1.0662212927798542	0.36445
ALG3	96	61	-13.027036753799623	1e-05
ALG5	96	61	-11.752868996864365	1e-05
ALG6	96	53	-8.862460746030344	0.0013
ALG8	96	55	-8.480787413218437	0.00145
ALK	96	48	5.767487313510981	0.9738
ALKBH1	96	56	0.6863948687340173	0.59843
ALKBH4	96	54	-3.4190658171139248	0.10799
ALLC	96	68	-4.7048564747598265	0.02952
ALMS1	96	34	2.044306332031158	0.72292
ALOX12	96	46	-4.4943808650869626	0.07091
ALOX12B	96	57	2.6998396292947984	0.83929
ALOX12P2	96	31	-0.0769850510976548	0.49206
ALOX15	96	36	-0.2585295923280506	0.47127
ALOX15B	96	57	-1.5413983015471675	0.28211
ALOX5	96	28	4.662241047063942	0.88762
ALOX5AP	96	22	-1.8493609260676291	0.3334
ALOXE3	96	56	-1.3076135690752895	0.3124
ALPI	96	46	-2.3353062879770357	0.22098
ALPK1	96	40	-1.1192465540869645	0.36603
ALPK3	96	43	4.71758577385185	0.9328
ALPL	96	52	0.11807837283449715	0.51609
ALPP	96	47	-2.9984752972383006	0.156
ALPPL2	96	53	-4.217115211415421	0.06818
ALS2CL	96	51	1.2138928907496813	0.66497
ALS2CR8	96	38	0.9483025280235643	0.61505
ALX1	96	27	0.5424877972231151	0.55719
ALX3	96	34	2.262815631054886	0.74325
ALX4	96	55	-3.9926146684900705	0.07331
AMACR	96	43	-5.62783625221502	0.03891
AMBN	96	53	0.17671055188079407	0.52505
AMBP	96	39	-0.1607635394960626	0.47965
AMBRA1	96	37	1.2437394132207802	0.64612
AMD1	96	68	-12.98663508686062	1e-05
AMDHD2	96	43	0.29355579824244027	0.53838
AMELX	96	47	-3.7245786829608023	0.10647
AMELY	96	43	-1.7464208276090754	0.28777
AMFR	96	63	-3.6460402487907535	0.07894
AMH	96	49	-2.1719912700324433	0.2297
AMHR2	96	51	-9.796475119802482	0.00041
AMIGO2	96	59	-4.897248360444851	0.03257
AMMECR1	96	66	-14.467755420007101	1e-05
AMN	96	44	-3.0790802001109325	0.16113
AMOT	96	58	2.7508661331455064	0.84662
AMOTL2	96	51	-2.4704797630258994	0.1934
AMPD1	96	54	2.177998894159521	0.78368
AMPD2	96	37	-3.2758970089274415	0.16166
AMPD3	96	42	-2.4034342822515224	0.22083
AMPH	96	50	-1.0306145292205633	0.36146
AMT	96	33	1.878186413929479	0.70364
AMZ2	96	53	-5.509772203463133	0.02656
ANAPC1	96	72	-15.676809585013123	1e-05
ANAPC10	96	71	-10.359653847746678	1e-05
ANAPC13	96	68	-13.120603292388074	1e-05
ANAPC2	96	29	-1.6328615917111098	0.33054
ANAPC5	96	54	-7.504603886415446	0.00431
ANG	96	34	0.37816933408795994	0.5435
ANGEL1	96	41	-0.07010715702147587	0.48889
ANGEL2	96	37	-0.9637931553411625	0.38366
ANGPT1	96	49	1.0091015928520932	0.63856
ANGPT2	96	42	0.6954699437904377	0.58919
ANGPT4	96	57	-5.381572020816733	0.02452
ANGPTL2	96	36	0.3749240978594647	0.54693
ANGPTL3	96	41	1.0306449368177761	0.62755
ANGPTL4	96	45	-0.8546651682413657	0.39096
ANGPTL7	96	59	-7.10692424118065	0.00408
ANK1	96	69	-14.356914276435065	1e-05
ANK2	96	60	-1.7107924473059035	0.25752
ANK3	96	45	1.29823362486088	0.6684
ANKFY1	96	65	-7.278789271410308	0.00189
ANKH	96	48	-7.028860801439852	0.00982
ANKHD1	96	60	-2.5219856981316275	0.16848
ANKLE2	96	58	-8.46598687983815	0.00095
ANKMY1	96	48	-7.689416572694085	0.00594
ANKMY2	96	44	0.28700332234517745	0.53857
ANKRA2	96	29	2.134692416153129	0.71592
ANKRD1	96	74	-10.4702466587315	1e-05
ANKRD10	96	21	3.5697180099926453	0.78732
ANKRD11	96	41	-1.692939412725287	0.29407
ANKRD12	96	31	-0.6367050615313159	0.43071
ANKRD17	96	47	-2.929978491353166	0.16154
ANKRD2	96	56	-7.426745350452746	0.00363
ANKRD26	96	44	-3.8139796808859234	0.11033
ANKRD27	96	50	-3.57405128153345	0.10892
ANKRD28	96	51	-3.109185651214664	0.13763
ANKRD34C	96	62	0.45922164436343227	0.56932
ANKRD36	96	51	0.030298060371857945	0.5047
ANKRD36B	96	33	3.4149811614952545	0.83155
ANKRD36BP2	96	50	2.332586620020353	0.79121
ANKRD40	96	62	-9.326418182018093	0.0002
ANKRD46	96	28	3.7622038007644556	0.84003
ANKRD49	96	45	-3.897452938667112	0.10041
ANKRD5	96	51	-9.038712897410843	0.00107
ANKRD53	96	52	2.8980230678217254	0.84628
ANKRD55	96	56	1.5348484165681138	0.71236
ANKRD57	96	57	-1.5052673833645067	0.2864
ANKRD6	96	44	2.150490381967475	0.75593
ANKRD7	96	45	0.0455168444896986	0.508
ANKS1A	96	32	-2.2866763177851266	0.26282
ANKS1B	96	46	-0.8854798800465304	0.3856
ANKZF1	96	45	2.695889051486266	0.81604
ANO1	96	48	-4.8925260982562895	0.04934
ANO10	96	53	-6.759701354876272	0.00918
ANO2	96	41	-0.8377179819602427	0.39253
ANO3	96	32	2.2270583866442832	0.73371
ANP32A	96	54	-5.926292502356068	0.01761
ANP32A-IT1	96	41	-0.5248894620491656	0.43203
ANP32B	96	64	-3.322416027510622	0.09597
ANP32C	96	56	2.7361254189031627	0.84059
ANP32E	96	66	-7.963837934529495	0.00095
ANPEP	96	46	0.5964583152855505	0.58025
ANTXR1	96	59	-1.700800098013008	0.26055
ANXA1	96	67	-5.507353358628941	0.01413
ANXA10	96	63	-7.407655722944213	0.00249
ANXA11	96	41	-1.2599561527214334	0.34176
ANXA13	96	40	3.7597808404797757	0.87961
ANXA2	96	65	-4.099395156906241	0.05247
ANXA2P1	96	66	-9.070447187015144	0.00013
ANXA2P2	96	67	-12.754212500769462	1e-05
ANXA2P3	96	63	-14.864538703436876	1e-05
ANXA3	96	68	-0.9983039744741219	0.34285
ANXA4	96	43	2.6545120868205165	0.80502
ANXA5	96	51	-5.188922642826607	0.0364
ANXA6	96	57	3.7012327208531004	0.91301
ANXA7	96	40	-8.152424949745267	0.00779
ANXA9	96	26	-1.8314021162983602	0.3203
AOAH	96	46	1.0902320043487574	0.64323
AOC2	96	46	4.774295364578469	0.94245
AOC3	96	41	0.4689523271470277	0.55794
AOC4	96	33	-2.0187993080844655	0.28226
AOX1	96	41	2.144361712458162	0.74984
AP1AR	96	36	-4.688682562080376	0.08623
AP1B1	96	38	-10.026170480097742	0.00202
AP1G1	96	37	-2.3381538687446692	0.23793
AP1G2	96	29	1.0667957732231823	0.61262
AP1M2	96	34	-3.418181617697915	0.16385
AP1S1	96	60	-8.841174217152844	0.00043
AP1S2	96	60	-4.254015197364241	0.05367
AP2A2	96	48	-0.7841570852208788	0.39553
AP2B1	96	62	1.1494177672769006	0.67054
AP2M1	96	53	-7.609257601172315	0.00419
AP2S1	96	58	-8.279611355581984	0.00125
AP3B1	96	41	-5.147367309324204	0.0551
AP3B2	96	50	-0.8447248710804406	0.38579
AP3D1	96	38	-2.569954979056179	0.21584
AP3M2	96	61	-4.392849646285711	0.04673
AP3S1	96	35	0.3016283328360167	0.53422
AP3S2	96	46	-1.044398855023251	0.36576
AP4E1	96	54	1.2715073130882502	0.67754
AP4M1	96	63	-3.4754674570043393	0.08922
AP4S1	96	52	-0.36765675233763134	0.4477
APAF1	96	49	-4.346471570372965	0.06884
APBA1	96	48	-6.674594787469758	0.01333
APBA2	96	52	-4.0870431624044965	0.07421
APBA3	96	36	0.6686780535873167	0.58239
APBB1	96	43	1.3282099114566666	0.66744
APBB1IP	96	38	0.8098919820416145	0.5991
APBB2	96	50	3.354708220224581	0.87703
APBB3	96	28	-0.147873231891203	0.48913
APC	96	31	3.4516477502657716	0.82611
APC2	96	54	-3.313125287297826	0.11489
APCS	96	35	2.333919543625085	0.75268
APEH	96	43	-1.2667340952372905	0.34153
APEX1	96	50	-1.3027727622884973	0.32645
APEX2	96	70	-13.728423176473568	1e-05
APH1A	96	46	-1.5665820980972553	0.30266
APH1B	96	36	-1.6201669828956202	0.31725
API5	96	50	-13.43603058023676	1e-05
APIP	96	57	-1.4558457361536592	0.29255
APITD1	96	63	-7.917952421479409	0.00132
APLNR	96	67	0.04710595461716229	0.50989
APLP1	96	57	-7.5307107494495575	0.00316
APLP2	96	54	-3.724087652743154	0.08894
APOA1	96	37	-0.9454677163357803	0.3857
APOA2	96	36	2.0423929611093903	0.72979
APOA4	96	49	-4.454937664448917	0.06403
APOB	96	39	0.33032704510612465	0.54144
APOBEC1	96	54	-2.2189599514535425	0.20971
APOBEC2	96	55	-2.2374488546439286	0.20864
APOBEC3A	96	61	-3.2116386164434534	0.10885
APOBEC3B	96	52	-4.489759345978417	0.05637
APOBEC3C	96	36	-1.2529796959274255	0.35629
APOBEC3F	96	47	2.9913155062932253	0.84172
APOBEC3G	96	36	-0.3903263989384083	0.45529
APOBR	96	28	1.2175164328659194	0.63021
APOC1	96	32	0.3932831989879034	0.54363
APOC2	96	28	-3.718702249574282	0.16796
APOC3	96	39	-0.2453301771032703	0.46952
