	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
ACTR1B	101	38	-4.308379880194111	0.034
ACTR2	101	55	-8.40457619764628	1e-05
ACTR3	101	59	-6.132055064643173	0.00061
ACTR3B	101	70	-5.194522309770556	0.0014
ACTR5	101	72	-1.269172754120009	0.22257
ACTR6	101	72	-6.77306606643205	4e-05
ACTR8	101	51	-2.4142743123209693	0.11228
ACVR1	101	32	0.36231968394024067	0.55971
ACVR1B	101	41	0.9491034271538664	0.66669
ACVR2A	101	72	-0.2829087037345648	0.43417
ACVR2B	101	28	-2.0931860947526713	0.21263
ACVRL1	101	35	0.939310438095038	0.65632
ACYP1	101	70	-9.017794244059992	1e-05
ACYP2	101	19	4.953615453732855	0.92869
ADA	101	55	0.30523498527622395	0.56776
ADAM10	101	58	-0.5878532698761395	0.37379
ADAM11	101	42	-7.071612560847655	0.00137
ADAM12	101	57	-0.6050500691746687	0.37273
ADAM15	101	51	-7.1264117404427525	0.00036
ADAM17	101	54	-2.478622092753464	0.09784
ADAM18	101	41	0.44278702947116033	0.57825
ADAM19	101	49	2.7746814101494137	0.91584
ADAM2	101	24	-0.25254770506591767	0.462
ADAM20	101	78	-6.157535141038698	6e-05
ADAM22	101	59	-0.4801023523863034	0.39628
ADAM23	101	62	-2.233968530215003	0.10578
ADAM28	101	51	-0.9282812991512762	0.3188
ADAM29	101	40	1.3533094516137476	0.73064
ADAM30	101	62	-4.591408834719069	0.00627
ADAM3A	101	37	2.7636731075445837	0.88223
ADAM5P	101	70	1.54443564841031	0.8202
ADAM7	101	42	0.6379023203391987	0.61906
ADAM8	101	49	1.213409910702278	0.72882
ADAM9	101	44	-0.8214852682655949	0.34643
ADAMDEC1	101	67	-4.393490788333809	0.00611
ADAMTS1	101	65	1.561135755220531	0.81367
ADAMTS12	101	29	-5.268521563100301	0.02869
ADAMTS13	101	26	-3.364571094378344	0.11435
ADAMTS2	101	44	1.312973995735791	0.7353
ADAMTS20	101	44	-2.138573555277049	0.1556
ADAMTS3	101	51	-3.950940899614446	0.02585
ADAMTS5	101	50	-2.500863382864187	0.10717
ADAMTS6	101	35	0.45015129541092064	0.57645
ADAMTS7	101	24	1.0035940999895299	0.64192
ADAMTS8	101	36	3.571856870071914	0.93309
ADAMTS9	101	70	1.5985557831299169	0.82815
ADAMTSL2	101	35	-1.2444361297422386	0.29796
ADAMTSL3	101	47	-1.3676608096192173	0.25094
ADAMTSL4	101	54	-0.6862075032982339	0.35718
ADAP1	101	28	-0.08553450801415714	0.4859
ADAP2	101	27	-2.905832028392746	0.14067
ADAR	101	43	-4.290453159004504	0.02588
ADARB1	101	27	-0.23132861089348836	0.46243
ADARB2	101	24	1.5316004738174116	0.70928
ADAT1	101	44	-8.248541437659812	0.00026
ADCK2	101	73	-5.65064946481713	0.00034
ADCK3	101	48	-1.1421257636645723	0.28507
ADCK4	101	28	1.6125485193094151	0.73047
ADCY1	101	48	-1.5651569227389852	0.21893
ADCY10	101	46	-0.5126905086379737	0.39909
ADCY2	101	41	-0.6815894592659497	0.37365
ADCY3	101	72	-4.939867540593585	0.00195
ADCY6	101	45	0.19559808220260907	0.53992
ADCY7	101	52	-10.512986345553397	1e-05
ADCY8	101	31	-0.7842984823105557	0.3741
ADCY9	101	53	-2.7332323237254785	0.07976
ADCYAP1	101	30	-1.8440545411776847	0.23256
ADCYAP1R1	101	63	0.5275503181302299	0.61879
ADD1	101	40	-2.1807852051320142	0.16356
ADD2	101	40	-0.9278323136265866	0.33569
ADD3	101	43	-1.3145363008581883	0.26825
ADH1A	101	38	0.24093989366540602	0.54453
ADH1B	101	45	2.61180945466066	0.89286
ADH1C	101	34	-0.2334548894102565	0.46026
ADH5	101	56	-0.3343123389725383	0.42901
ADH6	101	53	-6.9205416508876265	0.00046
ADH7	101	54	-2.311416842858691	0.113
ADI1	101	41	-3.047218775963013	0.0856
ADIPOQ	101	57	4.116299419273492	0.98499
ADIPOR1	101	33	-2.1117666759629343	0.19225
ADIPOR2	101	40	-0.11469535448214477	0.4796
ADK	101	64	-8.981572547438786	1e-05
ADM	101	57	-0.27120665143479933	0.44243
ADM2	101	43	-2.7752194740161125	0.09847
ADNP	101	49	-5.193659958258624	0.00628
ADNP2	101	45	-3.4538647076783744	0.05231
ADO	101	81	-6.0129806956366485	6e-05
ADORA1	101	40	-2.098969357603702	0.17256
ADORA2B	101	39	-0.6209187549527835	0.39039
ADORA3	101	32	-2.3566221495355104	0.16936
ADPGK	101	44	-3.4479232967048064	0.05525
ADPRH	101	64	-8.931079837497338	1e-05
ADRA1A	101	21	0.2155047472940848	0.52969
ADRA1B	101	32	3.2312982964871058	0.90238
ADRA1D	101	26	1.6891948291300933	0.73463
ADRA2A	101	53	-0.1979435829567213	0.45979
ADRA2B	101	26	-1.168228244701627	0.33258
ADRA2C	101	31	-0.16332547987101562	0.47376
ADRB1	101	45	1.3902551853960001	0.7496
ADRB2	101	59	-2.6017358655962317	0.07956
ADRB3	101	63	-7.467053018666093	3e-05
ADRBK1	101	56	-2.388718171311584	0.10197
ADRBK2	101	45	-0.25791703156432977	0.45204
ADRM1	101	46	-3.3179743461726305	0.05737
ADSL	101	54	-2.903529906564479	0.06566
ADSS	101	37	-3.9136580396682326	0.04949
AEBP1	101	54	-0.845048968761473	0.32679
AEN	101	73	-8.519945629714286	1e-05
AES	101	39	-1.0257708614641747	0.3224
AFAP1	101	66	-4.9345521323092845	0.00269
AFF1	101	25	-1.9626173416025117	0.23955
AFF2	101	43	0.6204434458609968	0.6146
AFF3	101	39	0.2652856000894249	0.54655
AFF4	101	48	-0.8785428692347959	0.33032
AFG3L2	101	68	-8.019595996533363	2e-05
AFM	101	47	-3.328454848801794	0.05434
AFP	101	69	-2.1398793086741046	0.10326
AFTPH	101	53	-2.256763735014318	0.12041
AGA	101	27	-3.7162343249081395	0.08845
AGAP1	101	53	1.3478336660875416	0.75828
AGAP2	101	31	-0.3938206361269444	0.43672
AGBL2	101	44	-4.4892371977218914	0.02
AGBL3	101	38	-2.3148162724263326	0.15456
AGBL5	101	37	-2.930268438423897	0.10423
AGER	101	37	-0.6456915442222211	0.38943
AGFG1	101	66	-6.165626436763649	0.00032
AGFG2	101	42	2.040640213611512	0.82867
AGGF1	101	57	-6.632501841667797	0.00033
AGK	101	63	-6.322342611823674	0.00025
AGL	101	64	-4.931672570476413	0.00309
AGMAT	101	57	2.5271994358305907	0.9116
AGPAT1	101	50	-2.3334978780980506	0.12272
AGPAT2	101	49	-0.4839419147013782	0.40453
AGPAT3	101	60	-2.5709228710540066	0.07917
AGPAT4	101	36	0.5489643996086756	0.59886
AGPAT5	101	61	-5.354210665162185	0.00214
AGPS	101	58	-9.178654463542351	1e-05
AGR2	101	54	-2.7347875764265885	0.07754
AGRN	101	28	-2.254750280316963	0.19597
AGRP	101	47	-0.1066926855718044	0.47854
AGT	101	52	-3.2084789387943107	0.05211
AGTPBP1	101	36	1.5204769210289717	0.74715
AGTR1	101	40	-0.6287987809845599	0.38703
AGTR2	101	32	-4.482563012452119	0.04084
AGXT	101	41	-2.440363449286483	0.13381
AGXT2L1	101	42	-1.3293918790219361	0.26841
AHCTF1	101	53	-3.0421476097417415	0.05917
AHCY	101	38	-3.6480789488255256	0.05903
AHCYL1	101	34	1.715905981305345	0.76606
AHCYL2	101	31	-1.469749975080094	0.27618
AHDC1	101	37	-0.8316314334073857	0.35811
AHI1	101	57	-2.236455740190707	0.11633
AHNAK	101	57	-0.8809737362863658	0.31876
AHNAK2	101	49	-3.3245588556898804	0.04995
AHR	101	33	-0.7703279963736349	0.37195
AHSA1	101	54	-1.9474700455673657	0.1533
AHSG	101	52	-1.6252161372685352	0.20125
AHSP	101	28	-0.7637045082866224	0.3829
AICDA	101	51	-0.8632260082856763	0.33015
AIDA	101	43	-2.3047504627492366	0.14077
AIF1	101	26	-0.9318221102495191	0.36436
AIFM1	101	60	-6.687751970783675	0.00022
AIM1	101	43	-2.3168881957508596	0.13959
AIM1L	101	52	-2.7209974383764086	0.08324
AIM2	101	39	-2.4296219951316016	0.14132
AIMP1	101	70	-4.000165540672878	0.00976
AIMP2	101	74	-5.760120266924182	0.00024
AIP	101	41	-1.2938330365631967	0.27306
AIPL1	101	44	-6.533865177690054	0.00203
AIRE	101	44	0.1844982321488492	0.53677
AJAP1	101	45	1.4460871095087415	0.75832
AK1	101	69	-8.593876993226235	1e-05
AK2	101	77	-5.422730716933556	0.0006
AK4	101	70	-3.5732930311736943	0.01816
AK5	101	52	0.07417574942046404	0.51431
AKAP1	101	61	-1.85294135999555	0.15324
AKAP10	101	36	-4.6089228700594616	0.02946
AKAP11	101	38	-1.1276622488090935	0.30722
AKAP12	101	38	-3.482935570203388	0.0674
AKAP13	101	43	-1.0899261500617643	0.30368
AKAP17A	101	24	-6.968750761957155	0.01346
AKAP3	101	52	-2.671368819858543	0.08725
AKAP4	101	42	-0.7684265138962145	0.36022
AKAP5	101	44	-0.15770909131814564	0.47061
AKAP6	101	48	1.8623331481774759	0.82192
AKAP7	101	55	-3.0361473229326332	0.05688
AKAP8	101	67	-2.0576561270187397	0.11695
AKAP8L	101	39	0.7919273520500237	0.63734
AKAP9	101	42	0.2070827019849453	0.54027
AKIP1	101	59	-8.603572980033901	1e-05
AKIRIN1	101	65	-8.113430047149231	1e-05
AKIRIN2-AS1	101	69	-5.763070698232739	0.0005
AKR1A1	101	40	-4.9889613792779	0.01603
AKR1B1	101	69	-4.993734742711378	0.00202
AKR1B10	101	77	-5.7406186319027555	0.00022
AKR1C1	101	53	-2.3957490823240426	0.10667
AKR1C2	101	56	-1.499097087023511	0.21161
AKR1C3	101	47	-3.927005568841946	0.03103
AKR1C4	101	49	1.7105208524333408	0.80579
AKR1D1	101	54	-3.230309724364361	0.04778
AKR7A2	101	37	-4.848384783640786	0.02219
AKR7A3	101	43	-2.1628789406812508	0.15573
AKT1	101	55	-4.947001642956743	0.00621
AKT2	101	45	1.6883526612669535	0.79323
AKT3	101	42	-3.7994843852111573	0.04401
AKTIP	101	43	-2.2139851869843272	0.1504
ALAD	101	57	-3.2914715903224696	0.04076
ALAS1	101	32	0.22168416096475824	0.53631
ALAS2	101	25	0.09225378730540996	0.51379
ALB	101	48	-0.4534833772631535	0.411
ALCAM	101	52	-4.348147975335189	0.01515
ALDH18A1	101	77	-7.854878991118373	1e-05
ALDH1A1	101	66	-3.8375774175743036	0.01464
ALDH1A2	101	55	0.49571400869992716	0.60582
ALDH1A3	101	55	-1.1484440129435884	0.27399
ALDH1B1	101	46	-4.941592512299697	0.01075
ALDH1L1	101	43	0.7384748211019265	0.63545
ALDH2	101	46	2.0238352456808575	0.83514
ALDH3A1	101	66	-2.3008926512088608	0.09394
ALDH3A2	101	53	-1.9719906743759725	0.15282
ALDH3B1	101	42	-4.069914520886259	0.03492
ALDH3B2	101	60	0.5043884949100389	0.6108
ALDH4A1	101	57	-5.237363943154651	0.00312
ALDH5A1	101	42	-2.9304599522712085	0.09103
ALDH6A1	101	28	-0.7584278801984503	0.3837
ALDH7A1	101	59	-3.3780914601617322	0.03408
ALDH8A1	101	44	-6.70659704880296	0.00151
ALDH9A1	101	54	1.8208387590659023	0.8272
ALDOA	101	57	-1.5016169601842717	0.2114
ALDOAP2	101	45	2.1746945208417015	0.85073
ALDOB	101	44	-6.658782043284704	0.00165
ALDOC	101	39	-7.613656502031051	0.00101
ALG12	101	45	-0.3788302376639696	0.42996
ALG13	101	29	-1.3567794020089938	0.29813
ALG3	101	74	-5.394429340720076	0.00054
ALG5	101	67	-7.010709907922613	3e-05
ALG6	101	73	-6.897404434590693	3e-05
ALG8	101	56	-2.1266133953297093	0.12873
ALK	101	66	-0.026217486457607162	0.49436
ALKBH1	101	70	-7.450884453250562	3e-05
ALKBH4	101	58	-1.3659510798210683	0.22888
ALLC	101	55	1.8565471578749808	0.83655
ALMS1	101	42	-0.8570563439008579	0.34563
ALOX12	101	55	1.5691628027599769	0.79724
ALOX12B	101	39	2.2735281291028246	0.84446
ALOX12P2	101	27	-0.8539723254868166	0.3698
ALOX15	101	49	-3.2847210789813874	0.05157
ALOX15B	101	28	-0.2846589977855371	0.45614
ALOX5	101	33	-2.1340640538056816	0.18995
ALOX5AP	101	38	-1.9615928946871408	0.19281
ALOXE3	101	39	0.5084601189673829	0.58941
ALPI	101	64	-4.759407908955921	0.00411
ALPK1	101	46	-0.2768570526091889	0.44457
ALPK3	101	49	0.793182266856735	0.65557
ALPL	101	27	1.824337966120185	0.75407
ALPP	101	37	1.5732146468674744	0.75314
ALPPL2	101	40	-1.2975478048296145	0.277
ALS2CL	101	73	-1.4209465111079371	0.19474
ALS2CR8	101	17	-1.996928719924046	0.26914
ALX1	101	78	-6.380078571138831	5e-05
ALX3	101	52	-0.5109464566264286	0.39634
ALX4	101	35	-2.509797409666688	0.14507
AMACR	101	44	-1.7884014671499961	0.19771
AMBN	101	50	0.9618644667223393	0.69122
AMBP	101	43	-1.4832198157586305	0.24278
AMBRA1	101	45	-0.0357062035498794	0.49487
AMD1	101	67	-4.134697070151224	0.00883
AMDHD2	101	40	-1.3351323011765708	0.27178
AMELX	101	51	1.3168680466234313	0.74851
AMELY	101	58	-2.072171285472248	0.13045
AMFR	101	57	-1.5909853184388014	0.19752
AMH	101	35	-1.7810160676038098	0.22405
AMHR2	101	46	-2.119484280739355	0.15288
AMIGO2	101	33	-1.3530745399287487	0.28639
AMMECR1	101	49	-5.4447306789259855	0.00433
AMN	101	38	0.3686826823426136	0.56745
AMOT	101	47	0.6551778598160891	0.62688
AMOTL2	101	48	-0.9831855636082272	0.31231
AMPD1	101	47	0.3613594336747358	0.57194
AMPD2	101	34	-2.1284337264997366	0.18506
AMPD3	101	41	-1.6112899068993043	0.22825
AMPH	101	31	0.20585510160525	0.53489
AMT	101	25	0.8597388254410571	0.62577
AMZ2	101	26	-0.22708642370662124	0.46632
ANAPC1	101	71	-6.427569732492106	8e-05
ANAPC10	101	66	-11.362469665320225	1e-05
ANAPC13	101	58	-7.924216889606809	2e-05
ANAPC2	101	46	0.0544153831839747	0.50857
ANAPC5	101	65	-4.4269455366222665	0.00646
ANG	101	36	-1.1446414602405983	0.31075
ANGEL1	101	53	-4.339788498912646	0.01399
ANGEL2	101	61	-2.660781044227858	0.07094
ANGPT1	101	56	2.417280150523628	0.89877
ANGPT2	101	26	-2.3108489778806782	0.19809
ANGPT4	101	43	1.9078791309983256	0.81284
ANGPTL2	101	24	-1.0542048833807582	0.34919
ANGPTL3	101	32	0.21978914877010114	0.53606
ANGPTL4	101	32	1.0485716866440742	0.66928
ANGPTL7	101	58	-2.31678560087264	0.10529
ANK1	101	53	-4.674960962575077	0.00954
ANK2	101	62	-2.302039765510491	0.09924
ANK3	101	44	-0.21504541464197074	0.45969
ANKFY1	101	57	1.3330325853370477	0.763
ANKH	101	41	-0.41840887530246923	0.41955
ANKHD1	101	65	-3.733127795486903	0.01761
ANKLE2	101	66	-4.099195486850089	0.00999
ANKMY1	101	40	-0.9602522595328714	0.3304
ANKMY2	101	47	-5.4299613765873955	0.00588
ANKRA2	101	21	1.9761525888888232	0.74652
ANKRD1	101	67	0.5879403473558448	0.63287
ANKRD10	101	58	-0.6639864219745526	0.35878
ANKRD11	101	29	-0.2901924448951501	0.45719
ANKRD12	101	38	-1.972164619507354	0.19161
ANKRD17	101	71	-4.427708011991143	0.00445
ANKRD2	101	56	-1.5311051457729752	0.20716
ANKRD26	101	67	-6.862210638559084	7e-05
ANKRD27	101	48	-2.6610121450747912	0.09609
ANKRD28	101	65	-1.8760204403738825	0.14254
ANKRD34C	101	46	-3.394354050985249	0.05377
ANKRD36	101	43	-2.1147277137052978	0.1611
ANKRD36B	101	36	-0.4027579174125167	0.43142
ANKRD36BP2	101	49	-0.1932361366090551	0.46266
ANKRD40	101	75	-8.192012266922559	1e-05
ANKRD46	101	66	-5.42554463762432	0.00107
ANKRD49	101	51	-7.683823239024696	0.00016
ANKRD5	101	46	-9.05005693864756	1e-05
ANKRD53	101	28	0.8022418736612456	0.62113
ANKRD55	101	29	0.8600033969011001	0.63385
ANKRD57	101	58	-1.0163025674084143	0.28921
ANKRD6	101	30	-0.3919414862286551	0.43648
ANKRD7	101	54	-1.5344167246340932	0.20878
ANKS1A	101	43	-2.3476917131927486	0.1366
ANKS1B	101	60	-0.2517595632533849	0.44631
ANKZF1	101	49	-2.1328009860880686	0.14389
ANO1	101	51	-0.23306819835153253	0.45377
ANO10	101	68	-5.040318557926963	0.00196
ANO2	101	41	-4.229118960293319	0.03042
ANO3	101	50	1.504414281457408	0.77923
ANP32A	101	81	-7.272183665544295	1e-05
ANP32A-IT1	101	35	3.815154856385733	0.94104
ANP32B	101	68	-8.377723132602295	2e-05
ANP32C	101	54	-1.2065468914670627	0.26087
ANP32E	101	80	-10.19823412363325	1e-05
ANPEP	101	48	-3.7748885461743997	0.03472
ANTXR1	101	72	-2.1313199374463943	0.10061
ANXA1	101	36	1.7364716927708237	0.77471
ANXA10	101	54	1.9316773616404017	0.84185
ANXA11	101	28	-0.4400498657365193	0.43168
ANXA13	101	53	0.9462273484435136	0.68827
ANXA2	101	53	-0.5144075748711059	0.39445
ANXA2P1	101	51	-2.0153613087581284	0.15379
ANXA2P2	101	72	-5.05966373903292	0.00155
ANXA2P3	101	68	-4.811328213910918	0.00283
ANXA3	101	33	1.0579878066037063	0.66905
ANXA4	101	21	-0.844402776602567	0.3852
ANXA5	101	48	-0.5250053984755042	0.39667
ANXA6	101	72	-7.718070323996882	2e-05
ANXA7	101	60	-6.524825087010752	0.0003
ANXA9	101	37	0.3709056561779001	0.56639
AOAH	101	33	-0.8705551905760813	0.35596
AOC2	101	51	0.9175694060678689	0.681
AOC3	101	35	1.6909202738603597	0.76376
AOC4	101	37	-2.7165964500074025	0.1206
AOX1	101	29	-0.16561202274716771	0.47688
AP1AR	101	83	-7.15849430116208	1e-05
AP1B1	101	45	-2.7903791045351207	0.09338
AP1G1	101	56	-3.157519618858042	0.04781
AP1G2	101	40	-1.3968188751023705	0.26278
AP1M2	101	44	2.1782671790343415	0.84887
AP1S1	101	65	-6.317982214163123	0.00023
AP1S2	101	63	-6.565358848903	0.00014
AP2A2	101	19	-0.19878494657243936	0.47441
AP2B1	101	54	1.8353642121925575	0.82933
AP2M1	101	54	-1.8960667737752748	0.15943
AP2S1	101	53	-9.254857371576685	1e-05
AP3B1	101	58	-5.035892794708595	0.00402
AP3B2	101	25	3.557612151912609	0.89536
AP3D1	101	30	-1.090764096225519	0.33106
AP3M2	101	49	-3.8015649852567788	0.03044
AP3S1	101	39	-0.27726892478523607	0.44926
AP3S2	101	56	-4.721559853162204	0.00708
AP4E1	101	49	-0.9007046954729314	0.32493
AP4M1	101	56	0.6177665163341252	0.62956
AP4S1	101	33	1.0818488244515518	0.67271
APAF1	101	60	-10.249519165295506	1e-05
APBA1	101	73	-5.958853561537439	0.00025
APBA2	101	48	-3.315469860279601	0.05362
APBA3	101	43	0.055240172259010414	0.50918
APBB1	101	24	-0.7913124976916731	0.38519
APBB1IP	101	60	-0.9807167528001947	0.29588
APBB2	101	59	2.646268104762947	0.9246
APBB3	101	47	-0.7979938099134931	0.34819
APC	101	62	-0.9970215083716061	0.28697
APC2	101	27	1.1560910894312244	0.67026
APCS	101	47	1.3867474578651542	0.75064
APEH	101	49	-2.6449570395940647	0.09397
APEX1	101	42	-5.846257758693653	0.00589
APEX2	101	62	-5.461962031228578	0.00172
APH1A	101	66	-0.46695238646294185	0.39445
APH1B	101	65	-3.184230778569044	0.03634
API5	101	65	-7.401070750469321	4e-05
APIP	101	39	-3.055342075281604	0.08978
APITD1	101	63	-10.596423402922008	1e-05
APLNR	101	36	-5.765497744279726	0.00986
APLP1	101	42	-0.1185949997938859	0.47965
APLP2	101	53	0.061191587523946656	0.51249
APOA1	101	37	3.427424547466216	0.92698
APOA2	101	54	0.19508006498632188	0.53944
APOA4	101	47	0.2147490048650174	0.54279
APOB	101	41	2.0826216667904047	0.82817
APOBEC1	101	76	-4.716184422941003	0.00207
APOBEC2	101	61	1.2645110687956471	0.76083
APOBEC3A	101	57	-0.6451684709832733	0.36422
APOBEC3B	101	72	-11.84788538551303	1e-05
APOBEC3C	101	54	-1.849099406539365	0.16537
APOBEC3F	101	46	0.9567756422171545	0.67926
APOBEC3G	101	44	0.10410004554698353	0.52145
