Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
double-strand break repair via homologous recombination (GO:0000724)	8/77	0.0000000058927167674492675852474380987673641119073408844997175037860870361328125	0.00000031281171908831980306835173800961147350108149112202227115631103515625	0.00000005168094163003237297713396620514603174711965039023198187351226806640625	0.00000274704082048864396006326686616727528189585427753627300262451171875	-1.9869069444293137	37.650989895471945	GINS2;BLM;FEN1;SFPQ;RAD51;RFWD3;UBE2N;BRCA1
tRNA catabolic process (GO:0016078)	3/7	0.0000045737919193304531312554810085213574666340718977153301239013671875	0.000105349673875244760038079328001714429774438031017780303955078125	0.00002676301690716152055786632157907689588682842440903186798095703125	0.00059655628009189069251017034645201420062221586704254150390625	-3.0605578213263946	37.63007245059148	POP1;EXOSC9;EXOSC2
cell cycle G1/S phase transition (GO:0044843)	12/93	0.0000000000000531233677142507103937688146709901222059847271383947742151576676405966281890869140625	0.00000000000524403529864960589168783195977650824458338174594018710195086896419525146484375	0.00000000000183827602783492996128546542136089733850135008452753027086146175861358642578125	0.0000000001814641050334195159037417536605058497600762024148934870027005672454833984375	-1.2017543050818194	36.73301376115152	POLA2;PRIM1;POLE3;MCM3;MCM4;MCM10;MCM5;CDC6;MCM6;EIF4E;CDC25A;MCM2
DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	6/36	0.000000027672678676163233091939280534725387195038592835771851241588592529296875	0.000001006411629748883801937185678010422407169244252145290374755859375	0.000000209796605521172575347540437303017757386669472907669842243194580078125	0.00000906059090094564085755661497767476930675911717116832733154296875	-1.9578570279265277	34.072233912384064	BLM;TIPIN;RAD51;RFWD3;DONSON;TIMELESS
mitotic cell cycle phase transition (GO:0044772)	15/222	0.00000000000051287030646566491816428796980570459598282317958961584736243821680545806884765625	0.00000000003937704241864160983798148398733513127212280124922472168691456317901611328125	0.000000000015386808404086211471040175383334473735441605413143406622111797332763671875	0.00000000118136495635817472093114213131485878971460579123231582343578338623046875	-1.1651125351860994	32.9712323113652	PRIM1;MCM10;CDC6;PKMYT1;TUBG1;CDC25A;POLA2;CHEK2;POLE3;MCM3;MCM4;MCM5;MCM6;EIF4E;MCM2
DNA strand elongation involved in DNA replication (GO:0006271)	4/17	0.000001499534567671165327497144990898103600329704931937158107757568359375	0.0000370063709378848303111451956137756269527017138898372650146484375	0.0000076142004425014227493953046510544169223067001439630985260009765625	0.00018790758949173156700830633614174303147592581808567047119140625	-2.457142483084979	32.95115491561713	GINS2;RFC3;RFC4;GINS3
DNA biosynthetic process (GO:0071897)	6/40	0.00000005363247567466154657305214999152287447259368491359055042266845703125	0.0000016845473041450512098789193959902377173420973122119903564453125	0.000000367246434547367451848892856702821774206313421018421649932861328125	0.000013356172961696364189670450939306789450711221434175968170166015625	-1.9568025825729791	32.7590493630119	BLM;RFC3;RAD51;EXO1;BRCA1;TYMS
mRNA splicing, via spliceosome (GO:0000398)	12/262	0.0000000105612112976613757111103990456169032796651663375087082386016845703125	0.000000486519800445600694523595915186309213140702922828495502471923828125	0.000000118416786606142427153265492441314155058762480621226131916046142578125	0.000005455066636322961138899807764790494957196642644703388214111328125	-1.7336570679483476	31.840480690794617	SYNCRIP;SFPQ;SNRNP40;LSM6;NCBP1;SNRPD1;GEMIN2;TRA2B;POLR2D;SRSF2;SRSF3;SNRPA1
DNA replication initiation (GO:0006270)	5/25	0.000000160796823970018637502466299880887756756919770850799977779388427734375	0.00000458418905923256930442545586945612967610941268503665924072265625	0.00000103022802014090212943133416378937994295483804307878017425537109375	0.00002847550247669453443396560265998829208911047317087650299072265625	-2.0125269503919454	31.482209104880813	POLA2;PRIM1;POLE3;MCM10;MCM2
mitotic DNA damage checkpoint (GO:0044773)	5/40	0.000001873104150407268823411957754665468911525749717839062213897705078125	0.0000446315506183249217854631940571863424338516779243946075439453125	0.000008209370196450341589816147858105210843859822489321231842041015625	0.00019560947606024779916490674569473640076466836035251617431640625	-2.2292603516867415	29.39929275357028	BLM;TIPIN;CHEK2;RFWD3;DONSON
negative regulation of DNA-dependent DNA replication (GO:2000104)	4/16	0.000001151255950081715994458135023104095040480387979187071323394775390625	0.00002946362450023947039678962056541422498412430286407470703125	0.00000619315642424878433185131409999257812160067260265350341796875	0.0001584989292279966586508843651159850196563638746738433837890625	-2.1444170729408207	29.324168111158823	BLM;TIPIN;DONSON;TIMELESS
strand displacement (GO:0000732)	4/27	0.000010628180583232716080737019492818973276371252723038196563720703125	0.00020983065094325162769535453310965067430515773594379425048828125	0.00003817889085345395230701448507915074515040032565593719482421875	0.000753760387992476600486912996501587258535437285900115966796875	-2.5457843261905366	29.15432602134242	BLM;RAD51;EXO1;BRCA1
DNA synthesis involved in DNA repair (GO:0000731)	8/66	0.00000000168507190869264464227616852928619273210841811305726878345012664794921875	0.000000105853153536965221851655176432682736731294426135718822479248046875	0.00000001710660730548811619830678622776465314103688797331415116786956787109375	0.000001074605968008389964536502224345948519612647942267358303070068359375	-1.3079639291888938	26.42277785557696	BLM;RFC3;RAD51;RFC4;EXO1;RFC2;BRCA1;DTL
mRNA processing (GO:0006397)	12/284	0.000000025834527476210400713075326819927191035475289027090184390544891357421875	0.00000099175880478118803111587352405731365934116183780133724212646484375	0.00000027287840609027659328168964082694802897322006174363195896148681640625	0.0000110917046240224182926913110147637553382082842290401458740234375	-1.460597938070843	25.51891569681219	SYNCRIP;SFPQ;SNRNP40;LSM6;NCBP1;SNRPD1;GEMIN2;TRA2B;POLR2D;SRSF2;SRSF3;SNRPA1
recombinational repair (GO:0000725)	7/72	0.00000008752054373095183637302173218497358675449504517018795013427734375	0.00000262942155296033590043572152061823743451896007172763347625732421875	0.000000559185773707799615948594966485796220467818784527480602264404296875	0.0000175635168014586165864503175537691959107178263366222381591796875	-1.5504068427210398	25.196269803406455	BLM;FEN1;SFPQ;RAD51;RFWD3;UBE2N;BRCA1
postreplication repair (GO:0006301)	6/48	0.0000001658534391907586494750866633329788868422838277183473110198974609375	0.00000458418905923256930442545586945612967610941268503665924072265625	0.000000973200664820279338047630778019136954526402405463159084320068359375	0.000028020069141283877379479394509331768858828581869602203369140625	-1.5050696956268355	23.497390908566125	RFC3;RFC4;RFC2;UBE2N;BRCA1;DTL
cellular response to hydroxyurea (GO:0072711)	2/8	0.000720737638769960585645446560221216714126057922840118408203125	0.006225371354875534717077112389915782841853797435760498046875	0.001654700946653570904631980198473684140481054782867431640625	0.0144143715389746067401244289385431329719722270965576171875	-3.1475585857812427	22.773327215610234	BLM;TIMELESS
DNA replication-dependent nucleosome assembly (GO:0006335)	3/11	0.0000212408685590236468061775543247904352028854191303253173828125	0.000358036523399891080943202581465811817906796932220458984375	0.0000797347373620958398306168835034668518346734344959259033203125	0.0013118262742192435439669839780663096462376415729522705078125	-2.0296044435662353	21.837698421262836	CHAF1B;CHAF1A;ASF1B
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	11/237	0.00000003926065193965145507402352714233784158892603954882360994815826416015625	0.000001356455524514957783726296948467737735199989401735365390777587890625	0.00000036553386122563337242094842934048148919146115076728165149688720703125	0.000013356172961696364189670450939306789450711221434175968170166015625	-1.2528026439224358	21.364097410616324	SYNCRIP;SFPQ;SNRNP40;LSM6;NCBP1;SNRPD1;TRA2B;POLR2D;SRSF2;SRSF3;SNRPA1
DNA double-strand break processing (GO:0000729)	3/20	0.00014188729346375521440416778151671906016417779028415679931640625	0.00184988905251801615502171838301137540838681161403656005859375	0.0003725857753991672761777198541466304959612898528575897216796875	0.0048576749207702753230453396326993242837488651275634765625	-2.3890505386771186	21.16812860049647	BLM;UBE2N;BRCA1
pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)	2/7	0.000542375889884729269797836170852178838686086237430572509765625	0.0052786160550753226383680072331117116846144199371337890625	0.00132911336068176661080741940423877167631871998310089111328125	0.012935455383536631490670743005466647446155548095703125	-2.809168465924838	21.123686314377675	DTYMK;TYMS
response to hydroxyurea (GO:0072710)	2/9	0.000923549823374067891008920572204488053102977573871612548828125	0.00750791679942918767365345189546133042313158512115478515625	0.00201427136454762796546891223670172621496021747589111328125	0.016374841328263660400477164102994720451533794403076171875	-3.0110454413285774	21.039035083008493	BLM;TIMELESS
error-prone translesion synthesis (GO:0042276)	3/21	0.000164916574580191020900354903488960189861245453357696533203125	0.0020719518733620365981418220968635068857111036777496337890625	0.0004239083479235073001652189805810166944866068661212921142578125	0.00532583033482079103160256039473097189329564571380615234375	-2.406056361877291	20.95692131014212	RFC3;RFC4;RFC2
interstrand cross-link repair (GO:0036297)	5/49	0.0000052324601481634072118790355909734302031210972927510738372802734375	0.0001166332245929327317453261247948148593422956764698028564453125	0.00002033812022485758679219737532495315690539428032934665679931640625	0.000468454702512553105599180103268963648588396608829498291015625	-1.6557641821266742	20.135133928457677	DCLRE1B;RAD51;RFWD3;FANCA;FANCC
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)	2/8	0.000720737638769960585645446560221216714126057922840118408203125	0.006225371354875534717077112389915782841853797435760498046875	0.001654700946653570904631980198473684140481054782867431640625	0.0144143715389746067401244289385431329719722270965576171875	-2.7614737257463933	19.979912379652742	EXOSC9;EXOSC2
DNA replication checkpoint (GO:0000076)	3/18	0.000102325021287696723702904944008906795716029591858386993408203125	0.00138640371979996943931079389500382603728212416172027587890625	0.0002823275988402577864506970417579623244819231331348419189453125	0.003825262172521924110280000519423992955125868320465087890625	-2.1455921757119807	19.712319851860208	TIPIN;TIMELESS;CDC6
ncRNA catabolic process (GO:0034661)	3/23	0.000217961759840373261142010274937774738646112382411956787109375	0.00255273857711352421262507306209954549558460712432861328125	0.000539689295588532155605043794110997623647563159465789794921875	0.006429746607787512231724225131301864166744053363800048828125	-2.3331949630409907	19.6716121966362	POP1;EXOSC9;EXOSC2
telomere maintenance via telomere trimming (GO:0090737)	2/12	0.00167618189703268977673589201771164880483411252498626708984375	0.01158241690849588778622347717828233726322650909423828125	0.00329265636013982045116055275002509006299078464508056640625	0.023216587192414449292154898785156547091901302337646484375	-3.042756914173668	19.446979818370792	BLM;EXO1
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	5/64	0.00001968056024401280065263229734906502699232078157365322113037109375	0.0003578754507529696292540688506988999506575055420398712158203125	0.000067186178867623624032245910342453498742543160915374755859375	0.001263172998225124861459978120592495542950928211212158203125	-1.7809792039659431	19.298475510216182	LSM6;EXOSC9;POLR2D;EIF4E;EXOSC2
telomere maintenance via recombination (GO:0000722)	2/11	0.0014015207671639307550337516516947289346717298030853271484375	0.01019421947484501315972504897899852949194610118865966796875	0.00283366755685178495216547389645711518824100494384765625	0.0210544546428449823316508826565041090361773967742919921875	-2.9224882868661193	19.201324855220935	SNRNP40;RAD51
positive regulation of chromosome segregation (GO:0051984)	2/12	0.00167618189703268977673589201771164880483411252498626708984375	0.01158241690849588778622347717828233726322650909423828125	0.00329265636013982045116055275002509006299078464508056640625	0.023216587192414449292154898785156547091901302337646484375	-2.983823772536933	19.070324157609928	FEN1;CDC6
error-free translesion synthesis (GO:0070987)	3/20	0.00014188729346375521440416778151671906016417779028415679931640625	0.00184988905251801615502171838301137540838681161403656005859375	0.0003725857753991672761777198541466304959612898528575897216796875	0.0048576749207702753230453396326993242837488651275634765625	-2.142660663811162	18.98499665222432	RFC3;RFC4;RFC2
exonucleolytic trimming involved in rRNA processing (GO:0000459)	2/8	0.000720737638769960585645446560221216714126057922840118408203125	0.006225371354875534717077112389915782841853797435760498046875	0.001654700946653570904631980198473684140481054782867431640625	0.0144143715389746067401244289385431329719722270965576171875	-2.6161502078654624	18.92846252268222	EXOSC9;EXOSC2
translesion synthesis (GO:0019985)	4/43	0.000070155523526950749001705742724510628249845467507839202880859375	0.00100994722410672837197009865661812000325880944728851318359375	0.00020066223529890554722575346513480099019943736493587493896484375	0.0028887000956571606997969059449360429425723850727081298828125	-1.9306696487228316	18.466461363763464	RFC3;RFC4;RFC2;DTL
nuclear polyadenylation-dependent rRNA catabolic process (GO:0071035)	2/7	0.000542375889884729269797836170852178838686086237430572509765625	0.0052786160550753226383680072331117116846144199371337890625	0.00132911336068176661080741940423877167631871998310089111328125	0.012935455383536631490670743005466647446155548095703125	-2.454231548220125	18.45471996297088	EXOSC9;EXOSC2
RNA processing (GO:0006396)	9/194	0.0000007224592885728787530392222375474897688718556310050189495086669921875	0.0000192007449386099695903991346757067049111356027424335479736328125	0.000004531978583032616594091120110210368920888868160545825958251953125	0.00012044604618752070509558882438483351506874896585941314697265625	-1.2981316070941515	18.356365990876263	SYNCRIP;SFPQ;SNRNP40;LSM6;NCBP1;SNRPD1;GEMIN2;SRSF2;SNRPA1
t-circle formation (GO:0090656)	2/12	0.00167618189703268977673589201771164880483411252498626708984375	0.01158241690849588778622347717828233726322650909423828125	0.00329265636013982045116055275002509006299078464508056640625	0.023216587192414449292154898785156547091901302337646484375	-2.84456878818547	18.18031258367324	BLM;EXO1
DNA replication-dependent nucleosome organization (GO:0034723)	3/11	0.0000212408685590236468061775543247904352028854191303253173828125	0.000358036523399891080943202581465811817906796932220458984375	0.0000797347373620958398306168835034668518346734344959259033203125	0.0013118262742192435439669839780663096462376415729522705078125	-1.6620391581359466	17.882849052068455	CHAF1B;CHAF1A;ASF1B
RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)	2/11	0.0014015207671639307550337516516947289346717298030853271484375	0.01019421947484501315972504897899852949194610118865966796875	0.00283366755685178495216547389645711518824100494384765625	0.0210544546428449823316508826565041090361773967742919921875	-2.695871582114697	17.71240837774282	POP1;RPP30
nucleocytoplasmic transport (GO:0006913)	4/47	0.0000998073592567002231511208432124249156913720071315765380859375	0.00137933770492759699179130539192783544422127306461334228515625	0.0002758829437080448951195854601081691725994460284709930419921875	0.0038127022820451804581420862660934290033765137195587158203125	-1.9071820060731992	17.569472980206168	NXT1;NCBP1;SNRPD1;GEMIN2
G2 DNA damage checkpoint (GO:0031572)	4/33	0.00002419966638243754584514967620467729148003854788839817047119140625	0.000398142130244389150749151351504906415357254445552825927734375	0.000077895325528488942672632189268000502124777995049953460693359375	0.0013118262742192435439669839780663096462376415729522705078125	-1.6503628123001048	17.541989716968057	BLM;DONSON;BRCA1;DTL
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)	2/10	0.00115056078562637332553253433076179135241545736789703369140625	0.0088337500318647101116287245758940116502344608306884765625	0.0024074003665771142278229088873331420472823083400726318359375	0.018691164643873998951750792230086517520248889923095703125	-2.5918131179643797	17.54011034926335	EXOSC9;EXOSC2
regulation of cyclin-dependent protein kinase activity (GO:1904029)	4/36	0.0000344250746840025158746097233564142925388296134769916534423828125	0.000548992456025214977007042893575317066279239952564239501953125	0.000106270379143085427612637483552049388890736736357212066650390625	0.00170774027878772154988296083644172540516592562198638916015625	-1.6916483858901072	17.3846058402139	BLM;CDC6;PKMYT1;CDC25A
nuclear polyadenylation-dependent ncRNA catabolic process (GO:0071046)	2/7	0.000542375889884729269797836170852178838686086237430572509765625	0.0052786160550753226383680072331117116846144199371337890625	0.00132911336068176661080741940423877167631871998310089111328125	0.012935455383536631490670743005466647446155548095703125	-2.260664423495744	16.99918204381383	EXOSC9;EXOSC2
regulation of signal transduction by p53 class mediator (GO:1901796)	7/139	0.000007650438140805277951778280709493884614857961423695087432861328125	0.0001652016486030139820473383593935068347491323947906494140625	0.000033449280478257370735443998466251969148288480937480926513671875	0.000707409764689795848846554093825034215115010738372802734375	-1.4345958388361815	16.900611540511022	BLM;RFC3;RFC4;EXO1;RFC2;CHEK2;BRCA1
formation of extrachromosomal circular DNA (GO:0001325)	2/12	0.00167618189703268977673589201771164880483411252498626708984375	0.01158241690849588778622347717828233726322650909423828125	0.00329265636013982045116055275002509006299078464508056640625	0.023216587192414449292154898785156547091901302337646484375	-2.6210007855133877	16.75143654834323	BLM;EXO1
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	3/38	0.00098166126829078866576627770967888864106498658657073974609375	0.00788753414405738394188372097914907499216496944427490234375	0.002069231567741345624578119810621501528657972812652587890625	0.0166260350384798798184515788989301654510200023651123046875	-2.37268264156443	16.43382695628496	RFC3;RFC4;RFC2
RNA transport (GO:0050658)	5/81	0.000061712619227545861626781087405646530896774493157863616943359375	0.000907306806090089185655445103151350849657319486141204833984375	0.00019168870989112152497350904933881565739284269511699676513671875	0.0028182318837184036110221629911620766506530344486236572265625	-1.6750304372184717	16.236107083647685	NXT1;NCBP1;SRSF2;SRSF3;EIF4E
DNA-templated transcription, termination (GO:0006353)	6/107	0.0000191171092138837930775492612855970264718052931129932403564453125	0.00035702493153496489032561189702619230956770479679107666015625	0.000071077703089623899229514136788310452175210230052471160888671875	0.00129249191670868725408116706176997467991895973682403564453125	-1.472532122410831	15.998953799443582	NCBP1;TAF1A;SRSF2;CD3EAP;SRSF3;POLR3K
RNA splicing, via transesterification reactions (GO:0000375)	3/26	0.0003164181310325012608415662374028443082352168858051300048828125	0.00352653110553965108697749286648104316554963588714599609375	0.000748352532352184449983278913265394294285215437412261962890625	0.00847723934189113965953499274519344908185303211212158203125	-1.9807571758243119	15.96182477924497	SNRNP40;GEMIN2;TRA2B
tRNA 5'-leader removal (GO:0001682)	2/13	0.001974298178960161125050642993983274209313094615936279296875	0.0128701890722780314113560251598755712620913982391357421875	0.0037839539919547935352406309306161347194574773311614990234375	0.0246670963060449284498520938768706400878727436065673828125	-2.5280821252159833	15.743738363067218	POP1;RPP30
nucleotide-excision repair (GO:0006289)	6/109	0.000021243845816780804257144221747211076944950036704540252685546875	0.000358036523399891080943202581465811817906796932220458984375	0.00007837735692858060283956522784620801758137531578540802001953125	0.0013118262742192435439669839780663096462376415729522705078125	-1.4592582060792325	15.700805947573937	RFC3;RFC4;RFC2;POLR2D;UBE2N;FANCC
mitotic nuclear division (GO:0140014)	4/75	0.000609091704683535129817573139376918334164656698703765869140625	0.005611764905817637032192646273642822052352130413055419921875	0.00145390209940519563557026483380241188569925725460052490234375	0.0133952846758532036208766413665216532535851001739501953125	-2.119524428326883	15.691987529955309	DSN1;CHEK2;MYBL2;TUBG1
replication fork processing (GO:0031297)	3/31	0.000536910520908652293646523556702732093981467187404632568359375	0.0052786160550753226383680072331117116846144199371337890625	0.00119844476098730800574243549050379442633129656314849853515625	0.01217831367415043997137757969539961777627468109130859375	-2.0825838810267356	15.681188333522558	BLM;RAD51;RFWD3
telomere maintenance via telomere lengthening (GO:0010833)	3/28	0.0003957168309082848890213812698135598111548461019992828369140625	0.004206774310117305896994377434339185128919780254364013671875	0.000912391807356153854667579761184015296748839318752288818359375	0.01000734506163654564947496083959777024574577808380126953125	-1.9815470327560454	15.525047828702334	DCLRE1B;RAD51;PTGES3
positive regulation of DNA biosynthetic process (GO:2000573)	5/56	0.000010186551133299695176613434977053174179673078469932079315185546875	0.0002070266715620614600933124815895780557184480130672454833984375	0.0000369769595066690235220067950461242389792460016906261444091796875	0.000751502324091420505040861410606112258392386138439178466796875	-1.3445947988922853	15.455367230591511	RFC3;RFC4;RFC2;DSCC1;PTGES3
nuclear export (GO:0051168)	6/93	0.000008545233972378711749464004487908397322826203890144824981689453125	0.00017893202045192999928568955425589592778123915195465087890625	0.000033783679066227590846900608045899616627139039337635040283203125	0.000707409764689795848846554093825034215115010738372802734375	-1.3144016910105127	15.339247623855597	NXT1;NCBP1;CSE1L;SRSF2;SRSF3;EIF4E
negative regulation of G0 to G1 transition (GO:0070317)	4/38	0.0000427990823129858829359552230275909323609084822237491607666015625	0.00065720368618384984206459709099590327241457998752593994140625	0.0001289307001086999909279795506478194511146284639835357666015625	0.001979802528335815325899460503933369182050228118896484375	-1.497553694745158	15.063883475709261	RAD51;EED;E2F1;BRCA1
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	3/27	0.000354641874857234014849216574560841763741336762905120849609375	0.0038898021512118840896377047755549938301555812358856201171875	0.000827790557378791139707396862235100343241356313228607177734375	0.00922585927659265621347817187825057771988213062286376953125	-1.8783232585262626	14.922155203624555	E2F1;CDC6;TYMS
positive regulation of mRNA splicing, via spliceosome (GO:0048026)	2/11	0.0014015207671639307550337516516947289346717298030853271484375	0.01019421947484501315972504897899852949194610118865966796875	0.00283366755685178495216547389645711518824100494384765625	0.0210544546428449823316508826565041090361773967742919921875	-2.2423843293914865	14.73290762272784	NCBP1;TRA2B
U4 snRNA 3'-end processing (GO:0034475)	2/9	0.000923549823374067891008920572204488053102977573871612548828125	0.00750791679942918767365345189546133042313158512115478515625	0.00201427136454762796546891223670172621496021747589111328125	0.016374841328263660400477164102994720451533794403076171875	-2.0826086139143674	14.551781614091778	EXOSC9;EXOSC2
rRNA 3'-end processing (GO:0031125)	2/13	0.001974298178960161125050642993983274209313094615936279296875	0.0128701890722780314113560251598755712620913982391357421875	0.0037839539919547935352406309306161347194574773311614990234375	0.0246670963060449284498520938768706400878727436065673828125	-2.3319809160264424	14.52250978850203	EXOSC9;EXOSC2
