Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Homologous recombination_Homo sapiens_hsa03440	2/29	0.0097404033445150535464041041677774046547710895538330078125	0.04010568314971939274382606299695908091962337493896484375	0.025590750262735995068652528061647899448871612548828125	0.11226216061606979212950108149016159586608409881591796875	-0.7905928499795124	3.6616092418502775	BLM;RAD51
Herpes simplex infection_Homo sapiens_hsa05168	3/185	0.07048838929669383468468168985054944641888141632080078125	0.18163765121242148037339347865781746804714202880859375	0.193062727436055514562696089342352934181690216064453125	0.44243541704096056577100171125493943691253662109375	-1.3005871867049659	3.4495568551886833	SRSF2;SRSF3;SKP2
Epstein-Barr virus infection_Homo sapiens_hsa05169	3/202	0.08644826079446658873006725798404659144580364227294921875	0.1901861737478265090839357753793592564761638641357421875	0.2287730209478752441132343165008933283388614654541015625	0.503300646085325542600230619427748024463653564453125	-1.355222918764423	3.3178691975858885	POLR2D;SKP2;POLR3K
Small cell lung cancer_Homo sapiens_hsa05222	2/86	0.0726550604849685865982422683373442851006984710693359375	0.18163765121242148037339347865781746804714202880859375	0.158135248502673075865487817281973548233509063720703125	0.39533812125668266190814392757602035999298095703125	-1.230170164089096	3.2255458256554537	E2F1;SKP2
mRNA surveillance pathway_Homo sapiens_hsa03015	2/91	0.08008677891488184819035467398862238042056560516357421875	0.1901861737478265090839357753793592564761638641357421875	0.1724186989068240138944787531727342866361141204833984375	0.4123055843424052735457507878891192376613616943359375	-1.1130303242297712	2.810005881695901	NXT1;NCBP1
Oocyte meiosis_Homo sapiens_hsa04114	2/123	0.1323264715086906184726700530518428422510623931884765625	0.2695539234436290509933087378158234059810638427734375	0.267261488533051705385190643937676213681697845458984375	0.5249779239042087208844122869777493178844451904296875	-1.1949163954237718	2.416698264513579	PKMYT1;ANAPC10
MicroRNAs in cancer_Homo sapiens_hsa05206	3/297	0.197385456470441866816400988682289607822895050048828125	0.350200003415300054054881684351130388677120208740234375	0.438195099614697103351801388271269388496875762939453125	0.6070235276291702231077351825661025941371917724609375	-1.183918658601966	1.9210226625737272	E2F1;BRCA1;CDC25A
Viral carcinogenesis_Homo sapiens_hsa05203	2/205	0.28488542288333629226571019898983649909496307373046875	0.402610275761352165435624783640378154814243316650390625	0.50121039618882934352228630814352072775363922119140625	0.6410830648926886254912460572086274623870849609375	-1.0411302332795775	1.3073141306915115	RBL1;SKP2
Pathways in cancer_Homo sapiens_hsa05200	3/397	0.33550942904656044785127733121044002473354339599609375	0.429139967385135434607690285702119581401348114013671875	0.6339452830487835033324017786071635782718658447265625	0.738112106339388507336707334616221487522125244140625	-0.988656210242681	1.0797166065130492	RAD51;E2F1;SKP2
Non-small cell lung cancer_Homo sapiens_hsa05223	1/56	0.25139554560151700091097382028237916529178619384765625	0.402610275761352165435624783640378154814243316650390625	0.370892286417135341736184273031540215015411376953125	0.6070235276291702231077351825661025941371917724609375	-0.696758656731941	0.962033978508005	E2F1
mTOR signaling pathway_Homo sapiens_hsa04150	1/60	0.26674185625020496726023111477843485772609710693359375	0.402610275761352165435624783640378154814243316650390625	0.391110047761411838695977394309011287987232208251953125	0.6070235276291702231077351825661025941371917724609375	-0.6848748810765944	0.9050442929754553	EIF4E
Glioma_Homo sapiens_hsa05214	1/65	0.2854872864489588213388060466968454420566558837890625	0.402610275761352165435624783640378154814243316650390625	0.415486408563298603713320744645898230373859405517578125	0.6070235276291702231077351825661025941371917724609375	-0.6566514405844455	0.8231505232120118	E2F1
Lysine degradation_Homo sapiens_hsa00310	1/52	0.235731235839861053005250823844107799232006072998046875	0.39288539306643510684580178349278867244720458984375	0.35001536902189489541825651031103916466236114501953125	0.601588915506381827213999713421799242496490478515625	-0.5232416529539415	0.7561171287281674	SETD8
Bladder cancer_Homo sapiens_hsa05219	1/41	0.19096096807897378067053750783088617026805877685546875	0.35009510814478528306636917477590031921863555908203125	0.28903048038628476046341120309079997241497039794921875	0.54816125590502284836702528991736471652984619140625	-0.4282118179143019	0.7089844093419424	E2F1
Melanoma_Homo sapiens_hsa05218	1/71	0.307356272239131589341099015655345283448696136474609375	0.41184209042097108532942684178124181926250457763671875	0.4434748708047473453319753389223478734493255615234375	0.6070235276291702231077351825661025941371917724609375	-0.5969244767927167	0.7042202835583183	E2F1
Chronic myeloid leukemia_Homo sapiens_hsa05220	1/73	0.31449759632146878640668319349060766398906707763671875	0.41184209042097108532942684178124181926250457763671875	0.452508447869017838005589737804257310926914215087890625	0.6070235276291702231077351825661025941371917724609375	-0.5950126505473119	0.6882980470935961	E2F1
Arachidonic acid metabolism_Homo sapiens_hsa00590	1/62	0.2742977649192379629994320566765964031219482421875	0.402610275761352165435624783640378154814243316650390625	0.400978160655867110762073934893123805522918701171875	0.6070235276291702231077351825661025941371917724609375	-0.5295026558884391	0.6849334105570213	PTGES3
Prostate cancer_Homo sapiens_hsa05215	1/89	0.369064043570231203883480475269607268273830413818359375	0.451078275474727063976132512834738008677959442138671875	0.5197747554597371699713903581141494214534759521484375	0.64971844432467140695308671638485975563526153564453125	-0.6442028918130264	0.642131837616794	E2F1
TGF-beta signaling pathway_Homo sapiens_hsa04350	1/84	0.352491010393108095133385404551518149673938751220703125	0.440613762991385160550095179132767952978610992431640625	0.499677029750442647237917981328791938722133636474609375	0.6410830648926886254912460572086274623870849609375	-0.5715478282606715	0.5959701581160728	RBL1
Longevity regulating pathway - mammal_Homo sapiens_hsa04211	1/94	0.38521690260962448970616378574050031602382659912109375	0.46058542703324667488828936257050372660160064697265625	0.53907876773615248655602272265241481363773345947265625	0.65887404945529748356847221657517366111278533935546875	-0.6147526835184165	0.5864425355181256	EIF4E
HIF-1 signaling pathway_Homo sapiens_hsa04066	1/103	0.413266720643738205698269894128316082060337066650390625	0.48360999224267231522134125043521635234355926513671875	0.5719234197414289067040726877166889607906341552734375	0.683821480125621494750021156505681574344635009765625	-0.605828941731617	0.5353480638480951	EIF4E
Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623	1/64	0.28177656140534657058793754913494922220706939697265625	0.402610275761352165435624783640378154814243316650390625	0.41068910478994613555414616712369024753570556640625	0.6070235276291702231077351825661025941371917724609375	-0.41112908327017383	0.520752894596951	POLR3K
p53 signaling pathway_Homo sapiens_hsa04115	1/69	0.30014128209130175317653765887371264398097991943359375	0.41184209042097108532942684178124181926250457763671875	0.43429489758541972577177148195914924144744873046875	0.6070235276291702231077351825661025941371917724609375	-0.42095204350152216	0.5066166156835077	CHEK2
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	2/341	0.52654596486546256794980536142247729003429412841796875	0.5507667876424224839837506806361488997936248779296875	0.77198218727486878076859966313350014388561248779296875	0.7862781537058849412602512529701925814151763916015625	-0.7447775884095991	0.47771274465818425	BRCA1;EIF4E
Drug metabolism - other enzymes_Homo sapiens_hsa00983	1/46	0.211624216503986495307998438875074498355388641357421875	0.36372912211622676625921712911804206669330596923828125	0.317417750888354166516336363201844505965709686279296875	0.56316052576966058040852658450603485107421875	-0.30356182041747465	0.4714142468322885	UMPS
Apoptosis_Homo sapiens_hsa04210	1/140	0.515865840699535116442575599648989737033843994140625	0.5507667876424224839837506806361488997936248779296875	0.6844312258783420421792698107310570776462554931640625	0.738112106339388507336707334616221487522125244140625	-0.6760943981799068	0.4475126600244684	LMNB2
FoxO signaling pathway_Homo sapiens_hsa04068	1/133	0.49792309434949177937568265406298451125621795654296875	0.5507667876424224839837506806361488997936248779296875	0.66564928230281505960874710581265389919281005859375	0.738112106339388507336707334616221487522125244140625	-0.6317882794155827	0.4405520595076584	SKP2
Hepatitis B_Homo sapiens_hsa05161	1/146	0.53073890445542526439481889610760845243930816650390625	0.5507667876424224839837506806361488997936248779296875	0.6997020354314702483833343649166636168956756591796875	0.74006946055251654481565992682590149343013763427734375	-0.6109395809940131	0.38702111179953924	E2F1
Insulin signaling pathway_Homo sapiens_hsa04910	1/139	0.51334201145520774733910229770117439329624176025390625	0.5507667876424224839837506806361488997936248779296875	0.681812969671359070389371481724083423614501953125	0.738112106339388507336707334616221487522125244140625	-0.567367178452304	0.3783277916156716	EIF4E
Systemic lupus erythematosus_Homo sapiens_hsa05322	1/135	0.50311574159931071736906460500904358923435211181640625	0.5507667876424224839837506806361488997936248779296875	0.67112483722970106558847191990935243666172027587890625	0.738112106339388507336707334616221487522125244140625	-0.548151071368454	0.37654417417274955	SNRPD1
Primary immunodeficiency_Homo sapiens_hsa05340	1/37	0.174044970560684131299922228208743035793304443359375	0.33008528899440092718720052289427258074283599853515625	0.2654883751868479802027422920218668878078460693359375	0.5249779239042087208844122869777493178844451904296875	-0.1998656910244415	0.3494534809374809	UNG
Influenza A_Homo sapiens_hsa05164	1/175	0.5964853896371187236269406639621593058109283447265625	0.60753141537113941605952049940242432057857513427734375	0.76386008217540346532103967547300271689891815185546875	0.7862781537058849412602512529701925814151763916015625	-0.5971980768274493	0.3085725635448395	NXT1
Huntington's disease_Homo sapiens_hsa05016	1/193	0.63261501569787259580124327840167097747325897216796875	0.63261501569787259580124327840167097747325897216796875	0.7966903993945992912273368347086943686008453369140625	0.7966903993945992912273368347086943686008453369140625	-0.5619760928401132	0.25732504940744816	POLR2D
Alanine, aspartate and glutamate metabolism_Homo sapiens_hsa00250	1/35	0.165456096657538631600203871130361221730709075927734375	0.32500304700587945294643077431828714907169342041015625	0.25343179821769801218778184193070046603679656982421875	0.5249779239042087208844122869777493178844451904296875	-0.11191252595089594	0.20133616225606482	PPAT
One carbon pool by folate_Homo sapiens_hsa00670	1/20	0.09815746693320680227312635679481900297105312347412109375	0.207640795435629799126076022730558179318904876708984375	0.156594712687502191084121250241878442466259002685546875	0.39533812125668266190814392757602035999298095703125	0.6850971941045505	-1.590235470048574	TYMS
Selenocompound metabolism_Homo sapiens_hsa00450	1/17	0.08406643018519528720577937974667293019592761993408203125	0.1901861737478265090839357753793592564761638641357421875	0.135796344011546776808785352841368876397609710693359375	0.373439946031753622346371912499307654798030853271484375	0.9891729020553345	-2.4493384606889297	SEPHS1
Non-homologous end-joining_Homo sapiens_hsa03450	1/13	0.064938697667328515450435588718391954898834228515625	0.17858141858515341748869786897557787597179412841796875	0.1072796341734393033018335472661419771611690521240234375	0.310546309449429569493617009356967173516750335693359375	0.9790865597012889	-2.67712770519494	FEN1
